,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,ride_date
1604,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5255,Subscriber,1991,Male,29.0,2022-04-29
1605,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),611,Subscriber,1984,Male,26.0,2019-11-27
1606,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),76,McCoppin St at Valencia St,4458,Subscriber,1996,Female,26.0,2017-12-02
1607,3 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4825,Subscriber,2000,Male,26.0,2017-08-29
1608,34 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),106,Sanchez St at 17th St,3066,Customer,2000,Male,27.0,2019-11-16
1609,7 minutes,81,Berry St at 4th St,22,Howard St at Beale St,1417,Subscriber,1969,Female,27.0,2022-04-29
1610,10 minutes,5,Powell St BART Station (Market St at 5th St),6,The Embarcadero at Sansome St,5188,Subscriber,1971,Male,27.0,2018-07-10
1611,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),107,17th St at Dolores St,5001,Subscriber,1986,Male,29.0,2019-04-30
1612,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),106,Sanchez St at 17th St,5529,Subscriber,1992,Male,26.0,2018-06-21
1613,19 minutes,81,Berry St at 4th St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4767,Subscriber,1978,Male,27.0,2019-06-22
1614,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,4319,Subscriber,1990,Male,26.0,2017-12-26
1615,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5440,Subscriber,1982,Male,27.0,2017-04-02
1616,10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),3715,Subscriber,1982,Male,29.0,2019-05-07
1617,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),86,Market St at Dolores St,4946,Subscriber,1990,Female,29.0,2019-10-15
1618,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,5036,Subscriber,1972,Male,27.0,2018-09-22
1619,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),129,Harrison St at 20th St,5436,Subscriber,1990,Male,26.0,2019-10-05
1620,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,5047,Subscriber,1983,Male,26.0,2022-04-29
1621,10 minutes,81,Berry St at 4th St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),3374,Subscriber,1978,Male,27.0,2022-04-29
1622,24 minutes,21,Montgomery St BART Station (Market St at 2nd St),137,Jersey St at Castro St,4759,Subscriber,1985,Male,26.0,2018-04-08
1623,1 minutes,22,Howard St at Beale St,22,Howard St at Beale St,2175,Subscriber,1983,Male,26.0,2022-04-29
1624,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,2035,Subscriber,1983,Male,27.0,2017-07-21
1625,8 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),4926,Subscriber,1964,Male,26.0,2019-07-16
1626,16 minutes,5,Powell St BART Station (Market St at 5th St),105,16th St at Prosper St,4799,Customer,1988,Female,29.0,2017-09-12
1627,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),364,China Basin St at 3rd St,4413,Subscriber,1984,Male,26.0,2017-07-06
1628,7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,2053,Subscriber,1994,Male,26.0,2018-09-14
1629,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),204,Subscriber,1999,Male,26.0,2017-06-09
1630,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),9,Broadway at Battery St,1346,Subscriber,1993,Male,27.0,2018-08-16
1631,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5166,Subscriber,1987,Male,29.0,2019-09-24
1632,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),3275,Subscriber,1992,Male,26.0,2017-09-06
1633,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,4768,Subscriber,1989,Male,29.0,2019-11-14
1634,5 minutes,5,Powell St BART Station (Market St at 5th St),383,Golden Gate Ave at Franklin St,5257,Subscriber,1999,Male,29.0,2022-04-29
1635,7 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,1973,Subscriber,1985,Male,26.0,2018-10-30
1636,2 minutes,16,Steuart St at Market St,23,The Embarcadero at Steuart St,5134,Subscriber,1983,Male,29.0,2018-03-21
1637,3 minutes,16,Steuart St at Market St,23,The Embarcadero at Steuart St,3113,Subscriber,1991,Female,27.0,2022-04-29
1638,8 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,220,Subscriber,1958,Male,29.0,2019-07-02
1639,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),14,Clay St at Battery St,1436,Subscriber,1965,Male,26.0,2019-08-23
1640,8 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),4825,Subscriber,1979,Male,26.0,2018-07-25
1641,10 minutes,81,Berry St at 4th St,22,Howard St at Beale St,1383,Subscriber,1980,Male,26.0,2019-08-11
1642,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4760,Subscriber,1977,Male,27.0,2019-09-30
1643,8 minutes,22,Howard St at Beale St,81,Berry St at 4th St,2706,Subscriber,1978,Male,26.0,2022-04-29
1644,47 minutes,5,Powell St BART Station (Market St at 5th St),336,Potrero Ave and Mariposa St,5108,Subscriber,1973,Male,26.0,2020-01-21
1645,9 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),2907,Subscriber,1995,Male,26.0,2018-11-01
1646,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5226,Subscriber,1987,Male,27.0,2018-02-03
1647,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4653,Subscriber,1986,Male,26.0,2018-02-22
1648,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),110,17th & Folsom Street Park (17th St at Folsom St),5148,Customer,1994,Female,27.0,2020-02-19
1649,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),285,Webster St at O'Farrell St,4972,Subscriber,1983,Female,27.0,2022-04-29
1650,8 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),157,Customer,1995,Male,27.0,2017-07-26
1651,13 minutes,3,Powell St BART Station (Market St at 4th St),100,Bryant St at 15th St,3494,Subscriber,1989,Male,26.0,2018-04-30
1652,10 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1689,Subscriber,1982,Female,27.0,2017-04-23
1653,12 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),179,Subscriber,1972,Male,26.0,2017-04-02
1654,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),3117,Subscriber,1979,Male,26.0,2018-05-12
1655,10 minutes,3,Powell St BART Station (Market St at 4th St),368,Myrtle St at Polk St,2908,Subscriber,1991,Male,29.0,2022-04-29
1656,10 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5546,Subscriber,1978,Female,26.0,2022-04-29
1657,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),114,Rhode Island St at 17th St,5141,Subscriber,1969,Male,27.0,2022-04-29
1658,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,4372,Subscriber,1991,Female,26.0,2020-02-06
1659,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5262,Subscriber,1992,Male,26.0,2022-04-29
1660,17 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),2584,Subscriber,1986,Male,26.0,2017-12-27
1661,7 minutes,16,Steuart St at Market St,49,S Park St at 3rd St,5065,Subscriber,1976,Female,27.0,2018-06-12
1662,21 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),285,Webster St at O'Farrell St,5218,Subscriber,1992,Female,26.0,2022-04-29
1663,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,5020,Subscriber,1989,Male,26.0,2022-04-29
1664,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),4329,Subscriber,1986,Female,27.0,2022-04-29
1665,7 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,2128,Subscriber,1992,Male,26.0,2018-01-26
1666,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4315,Subscriber,1983,Male,27.0,2017-11-30
1667,7 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),5381,Subscriber,1976,Male,29.0,2018-09-30
1668,15 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),2459,Subscriber,1965,Male,27.0,2017-03-24
1669,12 minutes,3,Powell St BART Station (Market St at 4th St),49,S Park St at 3rd St,5476,Subscriber,1991,Male,26.0,2019-05-01
1670,663 minutes,16,Steuart St at Market St,14,Clay St at Battery St,746,Subscriber,1962,Female,29.0,2017-10-21
1671,5 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),4458,Subscriber,1990,Male,26.0,2020-01-01
1672,25 minutes,30,San Francisco Caltrain (Townsend St at 4th St),70,Central Ave at Fell St,5334,Customer,1996,Male,26.0,2017-08-05
1673,15 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),5188,Subscriber,1986,Male,27.0,2019-07-08
1674,13 minutes,16,Steuart St at Market St,126,Esprit Park,4976,Subscriber,1989,Female,26.0,2022-04-29
1675,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),61,Howard St at 8th St,3034,Subscriber,1988,Female,26.0,2018-07-05
1676,9 minutes,22,Howard St at Beale St,63,Bryant St at 6th St,2175,Subscriber,1990,Male,26.0,2017-02-12
1677,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5556,Subscriber,1993,Female,26.0,2018-03-26
1678,10 minutes,22,Howard St at Beale St,3,Powell St BART Station (Market St at 4th St),2053,Subscriber,1998,Female,26.0,2020-02-07
1679,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),131,22nd St at Dolores St,5298,Subscriber,1974,Male,29.0,2017-04-01
1680,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),17,Embarcadero BART Station (Beale St at Market St),114,Subscriber,1965,Male,26.0,2020-02-16
1681,7 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5173,Subscriber,1998,Male,29.0,2019-05-24
1682,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5353,Subscriber,1986,Female,27.0,2018-10-09
1683,12 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),1626,Subscriber,1984,Female,26.0,2019-12-18
1684,13 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,1103,Customer,1963,Male,26.0,2017-08-13
1685,9 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,5159,Subscriber,1987,Male,29.0,2022-04-29
1686,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2270,Subscriber,1989,Male,26.0,2018-06-07
1687,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),93,4th St at Mission Bay Blvd S,4728,Subscriber,1989,Female,27.0,2017-11-08
1688,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),364,China Basin St at 3rd St,4762,Subscriber,1970,Female,26.0,2017-06-23
1689,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),5257,Subscriber,1992,Male,29.0,2017-10-07
1690,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,5001,Subscriber,1988,Female,29.0,2019-09-30
1691,8 minutes,81,Berry St at 4th St,355,23rd St at Tennessee St,5305,Customer,1982,Male,26.0,2017-09-16
1692,16 minutes,81,Berry St at 4th St,16,Steuart St at Market St,1181,Subscriber,1965,Female,26.0,2019-06-13
1693,4 minutes,81,Berry St at 4th St,91,Berry St at King St,675,Subscriber,1990,Female,29.0,2018-10-21
1694,4 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,1661,Subscriber,1981,Male,26.0,2019-11-20
1695,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),1353,Subscriber,1951,Male,26.0,2018-08-08
1696,13 minutes,5,Powell St BART Station (Market St at 5th St),28,The Embarcadero at Bryant St,4408,Subscriber,1979,Male,27.0,2019-02-20
1697,7 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,3711,Subscriber,1993,Male,26.0,2019-05-01
1698,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),26,1st St at Folsom St,4794,Subscriber,1997,Male,29.0,2018-08-19
1699,30 minutes,3,Powell St BART Station (Market St at 4th St),55,Webster St at Grove St,1992,Customer,1987,Female,26.0,2018-08-04
1700,11 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,5532,Subscriber,1985,Female,26.0,2017-05-12
1701,12 minutes,3,Powell St BART Station (Market St at 4th St),86,Market St at Dolores St,567,Subscriber,1977,Male,26.0,2022-04-29
1702,1 minutes,22,Howard St at Beale St,22,Howard St at Beale St,3248,Subscriber,1998,Male,29.0,2017-02-13
1703,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5148,Subscriber,1985,Male,27.0,2018-12-03
1704,8 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,181,Subscriber,1971,Male,27.0,2022-04-29
1705,4 minutes,16,Steuart St at Market St,21,Montgomery St BART Station (Market St at 2nd St),4759,Subscriber,1987,Male,26.0,2018-11-09
1706,13 minutes,81,Berry St at 4th St,22,Howard St at Beale St,485,Subscriber,1983,Male,26.0,2018-02-18
1707,9 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,1469,Subscriber,1971,Female,27.0,2019-08-06
1708,2 minutes,22,Howard St at Beale St,24,Spear St at Folsom St,3189,Subscriber,1986,Male,29.0,2017-07-15
1709,9 minutes,5,Powell St BART Station (Market St at 5th St),14,Clay St at Battery St,5221,Subscriber,1989,Male,26.0,2022-04-29
1710,10 minutes,3,Powell St BART Station (Market St at 4th St),87,Folsom St at 13th St,4752,Subscriber,1968,Male,26.0,2017-04-29
1711,6 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),1466,Subscriber,1975,Male,29.0,2019-02-15
1712,9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5226,Subscriber,1966,Male,27.0,2022-04-29
1713,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),343,Bryant St at 2nd St,5010,Subscriber,1989,Male,29.0,2022-04-29
1714,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5534,Subscriber,1974,Female,26.0,2019-02-11
1715,1 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4372,Subscriber,1992,Male,26.0,2019-04-30
1716,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5020,Subscriber,1969,Male,26.0,2019-09-13
1717,1 minutes,30,San Francisco Caltrain (Townsend St at 4th St),66,3rd St at Townsend St,4635,Subscriber,1985,Male,27.0,2018-05-02
1718,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,5332,Subscriber,1971,Male,26.0,2017-04-02
1719,10 minutes,5,Powell St BART Station (Market St at 5th St),16,Steuart St at Market St,2366,Subscriber,1982,Female,26.0,2022-04-29
1720,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),3643,Subscriber,1986,Female,26.0,2022-04-29
1721,8 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4794,Subscriber,1988,Male,29.0,2019-03-20
1722,11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2120,Subscriber,1983,Male,26.0,2022-04-29
1723,14 minutes,16,Steuart St at Market St,81,Berry St at 4th St,3715,Subscriber,1953,Male,29.0,2017-12-01
1724,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5374,Subscriber,2000,Male,26.0,2017-11-30
1725,21 minutes,21,Montgomery St BART Station (Market St at 2nd St),73,Pierce St at Haight St,963,Subscriber,1995,Male,26.0,2019-08-29
1726,9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5552,Subscriber,1986,Male,26.0,2019-07-26
1727,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),132,24th St at Chattanooga St,4963,Subscriber,1983,Male,27.0,2017-09-12
1728,23 minutes,22,Howard St at Beale St,134,Valencia St at 24th St,5340,Subscriber,1972,Male,26.0,2022-04-29
1729,20 minutes,22,Howard St at Beale St,113,Franklin Square,4337,Subscriber,1983,Male,26.0,2022-04-29
1730,1 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,2714,Subscriber,1972,Male,27.0,2022-04-29
1731,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),24,Spear St at Folsom St,4326,Subscriber,1987,Male,27.0,2022-04-29
1732,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,5082,Subscriber,1996,Female,26.0,2018-09-21
1733,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),60,8th St at Ringold St,2185,Subscriber,1994,Male,27.0,2018-09-02
1734,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,2218,Customer,1994,Female,26.0,2019-09-21
1735,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),71,Broderick St at Oak St,6235,Subscriber,1994,Male,26.0,2017-02-11
1736,10 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4835,Subscriber,1985,Male,29.0,2018-01-03
1737,12 minutes,16,Steuart St at Market St,126,Esprit Park,4770,Subscriber,1979,Male,29.0,2019-10-12
1738,3 minutes,16,Steuart St at Market St,22,Howard St at Beale St,5532,Subscriber,1990,Male,26.0,2022-04-29
1739,13 minutes,16,Steuart St at Market St,91,Berry St at King St,5459,Subscriber,1995,Female,29.0,2019-01-07
1740,4 minutes,5,Powell St BART Station (Market St at 5th St),3,Powell St BART Station (Market St at 4th St),220,Subscriber,1991,Male,29.0,2018-05-23
1741,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5498,Subscriber,1984,Male,29.0,2018-10-02
1742,8 minutes,5,Powell St BART Station (Market St at 5th St),17,Embarcadero BART Station (Beale St at Market St),5142,Subscriber,1993,Female,26.0,2017-10-05
1743,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),114,Rhode Island St at 17th St,4658,Subscriber,1987,Female,26.0,2018-03-02
1744,6 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4938,Subscriber,1983,Male,29.0,2019-11-18
1745,11 minutes,5,Powell St BART Station (Market St at 5th St),17,Embarcadero BART Station (Beale St at Market St),5416,Subscriber,1991,Female,26.0,2017-03-14
1746,18 minutes,21,Montgomery St BART Station (Market St at 2nd St),139,Garfield Square (25th St at Harrison St),4738,Subscriber,1991,Male,27.0,2018-03-28
1747,10 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5376,Subscriber,1986,Male,27.0,2017-04-22
1748,16 minutes,3,Powell St BART Station (Market St at 4th St),52,McAllister St at Baker St,4638,Subscriber,1988,Female,26.0,2017-08-15
1749,22 minutes,3,Powell St BART Station (Market St at 4th St),70,Central Ave at Fell St,5410,Subscriber,1990,Male,29.0,2017-06-19
1750,7 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),223,Subscriber,1990,Male,27.0,2019-08-13
1751,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),28,The Embarcadero at Bryant St,5182,Subscriber,1969,Male,27.0,2017-09-24
1752,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),41,Golden Gate Ave at Polk St,4802,Subscriber,1979,Male,26.0,2018-09-06
1753,11 minutes,22,Howard St at Beale St,75,Market St at Franklin St,5006,Subscriber,1968,Male,27.0,2022-04-29
1754,7 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5532,Subscriber,1987,Male,26.0,2018-10-22
1755,10 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4963,Subscriber,1985,Male,27.0,2018-12-03
1756,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),31,Raymond Kimbell Playground,4557,Subscriber,1988,Male,26.0,2022-04-29
1757,7 minutes,81,Berry St at 4th St,16,Steuart St at Market St,4835,Subscriber,1993,Male,29.0,2022-04-29
1758,7 minutes,22,Howard St at Beale St,64,5th St at Brannan St,5221,Subscriber,1989,Male,26.0,2020-01-06
1759,3 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,439,Subscriber,1972,Female,26.0,2018-03-08
1760,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),2222,Subscriber,1976,Male,29.0,2019-10-04
1761,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),93,4th St at Mission Bay Blvd S,5228,Subscriber,1972,Male,27.0,2019-09-30
1762,9 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5280,Subscriber,1994,Female,26.0,2022-04-29
1763,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),350,8th St at Brannan St,4805,Subscriber,1989,Male,29.0,2018-10-05
1764,9 minutes,22,Howard St at Beale St,64,5th St at Brannan St,4347,Subscriber,1978,Male,29.0,2017-10-29
1765,12 minutes,81,Berry St at 4th St,16,Steuart St at Market St,1220,Subscriber,1987,Female,26.0,2022-04-29
1766,11 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5552,Subscriber,1984,Male,26.0,2022-04-29
1767,23 minutes,81,Berry St at 4th St,377,Fell St at Stanyan St,4955,Subscriber,1979,Male,27.0,2022-04-29
1768,12 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,4938,Subscriber,1987,Male,29.0,2017-02-25
1769,7 minutes,22,Howard St at Beale St,16,Steuart St at Market St,4976,Subscriber,1979,Female,26.0,2017-07-04
1770,12 minutes,22,Howard St at Beale St,104,4th St at 16th St,4794,Subscriber,1985,Male,29.0,2018-04-21
1771,12 minutes,81,Berry St at 4th St,16,Steuart St at Market St,3715,Subscriber,1982,Male,29.0,2022-04-29
1772,15 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,3432,Subscriber,1980,Female,29.0,2017-09-22
1773,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5082,Subscriber,1998,Male,26.0,2019-01-26
1774,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,4966,Subscriber,1961,Male,27.0,2019-09-02
1775,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5309,Customer,1999,Male,27.0,2019-10-18
1776,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4999,Subscriber,1985,Male,26.0,2022-04-29
1777,7 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4671,Subscriber,1984,Female,26.0,2019-04-13
1778,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5374,Subscriber,1984,Male,26.0,2019-06-16
1779,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),139,Garfield Square (25th St at Harrison St),4717,Subscriber,1990,Female,29.0,2022-04-29
1780,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),114,Rhode Island St at 17th St,5162,Subscriber,1986,Male,27.0,2017-07-19
1781,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5409,Subscriber,1974,Male,27.0,2022-04-29
1782,4 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,5312,Subscriber,1977,Male,26.0,2019-03-10
1783,5 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5012,Subscriber,1988,Male,26.0,2022-04-29
1784,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),5555,Subscriber,1978,Male,29.0,2022-04-29
1785,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4848,Subscriber,2000,Male,26.0,2018-06-04
1786,5 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5267,Subscriber,1988,Female,29.0,2018-02-17
1787,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4820,Subscriber,1982,Male,29.0,2017-02-03
1788,7 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),4938,Customer,1978,Male,29.0,2017-09-20
1789,15 minutes,22,Howard St at Beale St,123,Folsom St at 19th St,4908,Subscriber,1980,Male,26.0,2022-04-29
1790,24 minutes,3,Powell St BART Station (Market St at 4th St),146,30th St at San Jose Ave,3087,Subscriber,1962,Male,27.0,2017-04-06
1791,4 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4982,Subscriber,1982,Male,27.0,2018-09-12
1792,8 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),5222,Subscriber,1963,Male,29.0,2017-12-12
1793,7 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),5023,Subscriber,1996,Female,26.0,2022-04-29
1794,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),4675,Subscriber,1982,Other,26.0,2019-07-03
1795,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),5,Powell St BART Station (Market St at 5th St),5140,Subscriber,1997,Male,29.0,2017-08-13
1796,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,5487,Subscriber,1989,Male,27.0,2022-04-29
1797,13 minutes,22,Howard St at Beale St,371,Lombard St at Columbus Ave,5338,Subscriber,1983,Female,26.0,2017-12-18
1798,11 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,4337,Subscriber,1990,Female,26.0,2018-10-08
1799,229 minutes,3,Powell St BART Station (Market St at 4th St),8,The Embarcadero at Vallejo St,5105,Customer,1977,Male,26.0,2017-03-28
1800,6 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5515,Subscriber,1973,Male,29.0,2017-07-18
