,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,ride_date
21927,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),126,Esprit Park,4794,Subscriber,1986,Male,29.0,2017-03-14
21928,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),22,Howard St at Beale St,5436,Subscriber,1983,Male,26.0,2019-03-04
21929,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),22,Howard St at Beale St,5523,Subscriber,2000,Female,27.0,2019-01-10
21930,7 minutes,22,Howard St at Beale St,343,Bryant St at 2nd St,5302,Subscriber,1972,Male,26.0,2018-07-09
21931,12 minutes,5,Powell St BART Station (Market St at 5th St),9,Broadway at Battery St,5354,Customer,1970,Male,27.0,2018-07-05
21932,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5331,Subscriber,1977,Male,26.0,2022-04-29
21933,9 minutes,22,Howard St at Beale St,19,Post St at Kearny St,4337,Customer,2000,Female,26.0,2017-03-10
21934,6 minutes,22,Howard St at Beale St,62,Victoria Manalo Draves Park,4827,Subscriber,1992,Male,29.0,2017-05-23
21935,9 minutes,22,Howard St at Beale St,19,Post St at Kearny St,5264,Customer,1999,Female,26.0,2018-09-08
21936,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4517,Subscriber,2000,Female,29.0,2017-07-06
21937,32 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),4964,Subscriber,1988,Male,29.0,2019-02-21
21938,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),41,Golden Gate Ave at Polk St,4770,Subscriber,1979,Male,29.0,2022-04-29
21939,26 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),64,5th St at Brannan St,4943,Subscriber,1950,Male,26.0,2018-10-26
21940,3 minutes,5,Powell St BART Station (Market St at 5th St),33,Golden Gate Ave at Hyde St,4351,Subscriber,1986,Female,29.0,2018-11-16
21941,10 minutes,5,Powell St BART Station (Market St at 5th St),129,Harrison St at 20th St,4820,Subscriber,1989,Male,29.0,2022-04-29
21942,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),3139,Subscriber,1984,Male,27.0,2019-01-05
21943,23 minutes,3,Powell St BART Station (Market St at 4th St),141,Valencia St at Cesar Chavez St,5271,Subscriber,1972,Male,27.0,2017-06-30
21944,6 minutes,22,Howard St at Beale St,81,Berry St at 4th St,5159,Subscriber,1977,Male,29.0,2022-04-29
21945,4 minutes,3,Powell St BART Station (Market St at 4th St),349,Howard St at Mary St,2917,Subscriber,1958,Female,29.0,2022-04-29
21946,8 minutes,22,Howard St at Beale St,61,Howard St at 8th St,5007,Subscriber,1984,Male,27.0,2019-01-10
21947,13 minutes,3,Powell St BART Station (Market St at 4th St),123,Folsom St at 19th St,5332,Subscriber,1980,Female,26.0,2019-11-04
21948,4 minutes,81,Berry St at 4th St,104,4th St at 16th St,4749,Subscriber,1980,Male,26.0,2018-08-18
21949,7 minutes,3,Powell St BART Station (Market St at 4th St),22,Howard St at Beale St,4611,Subscriber,1982,Male,29.0,2017-08-15
21950,1 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),3139,Customer,1986,Male,27.0,2019-10-11
21951,1 minutes,22,Howard St at Beale St,17,Embarcadero BART Station (Beale St at Market St),4937,Subscriber,1985,Male,29.0,2017-03-30
21952,27 minutes,16,Steuart St at Market St,371,Lombard St at Columbus Ave,4356,Customer,1995,Male,29.0,2022-04-29
21953,26 minutes,16,Steuart St at Market St,371,Lombard St at Columbus Ave,4384,Customer,1995,Male,27.0,2019-02-23
21954,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,2582,Customer,1965,Male,26.0,2019-08-23
21955,27 minutes,16,Steuart St at Market St,53,Grove St at Divisadero,4652,Customer,1996,Male,29.0,2019-02-19
21956,2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),17,Embarcadero BART Station (Beale St at Market St),827,Subscriber,1971,Male,26.0,2019-04-11
21957,7 minutes,5,Powell St BART Station (Market St at 5th St),30,San Francisco Caltrain (Townsend St at 4th St),2582,Subscriber,1983,Male,26.0,2017-07-24
21958,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),93,4th St at Mission Bay Blvd S,5217,Subscriber,1989,Female,27.0,2017-08-27
21959,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),321,5th St at Folsom,5555,Subscriber,1982,Female,29.0,2019-12-11
21960,8 minutes,3,Powell St BART Station (Market St at 4th St),74,Laguna St at Hayes St,4735,Customer,1993,Male,26.0,2022-04-29
21961,14 minutes,5,Powell St BART Station (Market St at 5th St),223,16th St Mission BART Station 2,4981,Subscriber,1986,Female,26.0,2017-03-27
21962,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,4951,Subscriber,1959,Male,27.0,2018-10-12
21963,21 minutes,16,Steuart St at Market St,130,22nd St Caltrain Station,3732,Subscriber,1952,Male,26.0,2022-04-29
21964,24 minutes,21,Montgomery St BART Station (Market St at 2nd St),116,Mississippi St at 17th St,5001,Subscriber,1969,Male,29.0,2018-07-15
21965,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4770,Subscriber,1984,Female,29.0,2017-12-12
21966,3 minutes,22,Howard St at Beale St,17,Embarcadero BART Station (Beale St at Market St),4812,Subscriber,1984,Male,27.0,2017-10-13
21967,20 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,361,Subscriber,1958,Male,26.0,2018-10-20
21968,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,4648,Subscriber,1981,Male,27.0,2019-02-03
21969,6 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,4982,Subscriber,1979,Male,27.0,2019-08-15
21970,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5293,Subscriber,1991,Male,27.0,2022-04-29
21971,7 minutes,3,Powell St BART Station (Market St at 4th St),14,Clay St at Battery St,4356,Subscriber,1988,Male,29.0,2017-10-31
21972,6 minutes,3,Powell St BART Station (Market St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),5223,Subscriber,1959,Male,26.0,2019-11-05
21973,7 minutes,81,Berry St at 4th St,90,Townsend St at 7th St,1655,Customer,1989,Female,27.0,2017-05-20
21974,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5469,Subscriber,1990,Male,26.0,2019-07-20
21975,23 minutes,21,Montgomery St BART Station (Market St at 2nd St),142,Guerrero Park,4908,Subscriber,1974,Female,26.0,2022-04-29
21976,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4981,Subscriber,1986,Female,26.0,2018-03-04
21977,9 minutes,22,Howard St at Beale St,3,Powell St BART Station (Market St at 4th St),2753,Subscriber,1982,Male,26.0,2017-07-26
21978,3 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,4717,Subscriber,1981,Male,29.0,2017-08-02
21979,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),321,5th St at Folsom,4988,Subscriber,1993,Male,27.0,2018-06-04
21980,14 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,5232,Subscriber,1968,Male,27.0,2017-09-22
21981,2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,4318,Subscriber,1983,Male,29.0,2017-07-15
21982,18 minutes,5,Powell St BART Station (Market St at 5th St),34,Father Alfred E Boeddeker Park,5383,Subscriber,1985,Male,29.0,2018-11-23
21983,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,3210,Subscriber,1980,Male,27.0,2018-07-15
21984,1 minutes,21,Montgomery St BART Station (Market St at 2nd St),17,Embarcadero BART Station (Beale St at Market St),5057,Subscriber,1988,Male,27.0,2018-03-09
21985,32 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4586,Customer,1989,Male,27.0,2019-08-17
21986,32 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5032,Customer,1989,Male,27.0,2019-06-26
21987,6 minutes,3,Powell St BART Station (Market St at 4th St),23,The Embarcadero at Steuart St,4712,Subscriber,1988,Male,27.0,2018-03-11
21988,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),90,Townsend St at 7th St,2955,Subscriber,1965,Female,26.0,2019-01-21
21989,10 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5047,Subscriber,1981,Male,26.0,2018-01-03
21990,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),130,22nd St Caltrain Station,4826,Subscriber,1984,Male,26.0,2017-01-13
21991,12 minutes,3,Powell St BART Station (Market St at 4th St),24,Spear St at Folsom St,1228,Subscriber,1982,Male,27.0,2018-10-27
21992,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),92,Mission Bay Kids Park,5227,Subscriber,1982,Male,29.0,2019-07-06
21993,2 minutes,81,Berry St at 4th St,364,China Basin St at 3rd St,4384,Subscriber,1998,Female,27.0,2020-01-14
21994,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5223,Subscriber,1968,Male,26.0,2022-04-29
21995,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),50,2nd St at Townsend St,4982,Subscriber,1975,Male,27.0,2018-08-05
21996,108 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),4356,Customer,1970,Male,29.0,2019-05-16
21997,2 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,4635,Subscriber,1971,Other,27.0,2022-04-29
21998,9 minutes,5,Powell St BART Station (Market St at 5th St),25,Howard St at 2nd St,4974,Customer,1990,Male,26.0,2018-03-27
21999,6 minutes,16,Steuart St at Market St,36,Folsom St at 3rd St,4780,Subscriber,1971,Male,29.0,2019-09-01
22000,2 minutes,81,Berry St at 4th St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5223,Subscriber,1987,Male,26.0,2019-02-20
22001,27 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,1718,Customer,1997,Female,26.0,2019-09-29
22002,11 minutes,5,Powell St BART Station (Market St at 5th St),63,Bryant St at 6th St,527,Subscriber,1971,Male,27.0,2017-11-09
22003,6 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),5271,Subscriber,1988,Male,27.0,2018-05-12
22004,6 minutes,22,Howard St at Beale St,14,Clay St at Battery St,4877,Subscriber,1988,Male,26.0,2017-10-12
22005,1 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),16,Steuart St at Market St,4706,Subscriber,1971,Male,27.0,2019-09-03
22006,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,2458,Subscriber,1988,Female,26.0,2019-08-16
22007,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,3355,Subscriber,1990,Male,26.0,2019-07-26
22008,7 minutes,3,Powell St BART Station (Market St at 4th St),343,Bryant St at 2nd St,4609,Customer,1974,Male,27.0,2018-11-27
22009,7 minutes,5,Powell St BART Station (Market St at 5th St),9,Broadway at Battery St,563,Customer,1972,Male,26.0,2017-09-28
22010,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,5082,Subscriber,1987,Male,26.0,2022-04-29
22011,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),16,Steuart St at Market St,5047,Subscriber,1965,Male,26.0,2017-05-23
22012,8 minutes,16,Steuart St at Market St,81,Berry St at 4th St,4635,Subscriber,1984,Male,27.0,2018-04-30
22013,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5477,Subscriber,1987,Male,26.0,2018-07-29
22014,20 minutes,21,Montgomery St BART Station (Market St at 2nd St),126,Esprit Park,5005,Subscriber,1989,Female,27.0,2019-01-01
22015,12 minutes,3,Powell St BART Station (Market St at 4th St),41,Golden Gate Ave at Polk St,4954,Subscriber,1955,Male,29.0,2017-12-21
22016,5 minutes,81,Berry St at 4th St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5082,Subscriber,1986,Male,26.0,2019-01-22
22017,9 minutes,81,Berry St at 4th St,4,Cyril Magnin St at Ellis St,4963,Subscriber,1990,Male,27.0,2017-01-04
22018,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2287,Subscriber,1972,Male,29.0,2019-07-28
22019,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4826,Subscriber,1987,Male,26.0,2017-08-20
22020,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),79,7th St at Brannan St,209,Customer,1982,Female,27.0,2022-04-29
22021,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,5082,Subscriber,1978,Male,26.0,2018-01-11
22022,96 minutes,5,Powell St BART Station (Market St at 5th St),380,Masonic Ave at Turk St,3109,Customer,1986,Male,29.0,2019-09-05
22023,95 minutes,5,Powell St BART Station (Market St at 5th St),380,Masonic Ave at Turk St,1709,Customer,1986,Male,26.0,2020-02-18
22024,9 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,167,Subscriber,1975,Male,27.0,2022-04-29
22025,156 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,3652,Customer,1964,Male,26.0,2019-07-22
22026,9 minutes,81,Berry St at 4th St,110,17th & Folsom Street Park (17th St at Folsom St),5482,Subscriber,1985,Female,26.0,2022-04-29
22027,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),323,Broadway at Kearny,5386,Subscriber,1960,Male,27.0,2018-12-10
22028,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,472,Subscriber,1963,Male,29.0,2018-04-23
22029,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),4831,Subscriber,1992,Male,26.0,2017-10-08
22030,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4329,Subscriber,1982,Male,27.0,2019-06-07
22031,3 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,1195,Subscriber,1984,Male,29.0,2019-11-06
22032,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5008,Subscriber,1973,Male,26.0,2017-08-04
22033,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),25,Howard St at 2nd St,5453,Subscriber,1986,Male,26.0,2018-08-11
22034,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,5264,Subscriber,1991,Male,26.0,2017-06-04
22035,7 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,4570,Subscriber,1986,Male,26.0,2019-01-17
22036,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4965,Subscriber,1979,Male,26.0,2022-04-29
22037,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5386,Subscriber,1980,Male,27.0,2019-02-17
22038,10 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,5044,Subscriber,1983,Female,27.0,2022-04-29
22039,12 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2916,Subscriber,1984,Female,29.0,2022-04-29
22040,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,2873,Subscriber,1989,Female,26.0,2018-09-30
22041,11 minutes,16,Steuart St at Market St,81,Berry St at 4th St,1468,Subscriber,1980,Male,27.0,2020-02-12
22042,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4940,Subscriber,1995,Female,27.0,2022-04-29
22043,12 minutes,16,Steuart St at Market St,350,8th St at Brannan St,4413,Subscriber,1988,Female,26.0,2022-04-29
22044,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5262,Subscriber,1994,Male,26.0,2018-10-31
22045,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5240,Subscriber,1987,Male,27.0,2017-06-17
22046,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,5341,Subscriber,1983,Other,27.0,2022-04-29
22047,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),24,Spear St at Folsom St,181,Subscriber,1970,Male,27.0,2019-09-25
22048,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),64,5th St at Brannan St,1653,Subscriber,1960,Male,26.0,2019-06-20
22049,7 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,5105,Subscriber,1983,Male,26.0,2017-01-03
22050,5 minutes,22,Howard St at Beale St,66,3rd St at Townsend St,4928,Subscriber,1986,Female,27.0,2018-08-28
22051,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),119,18th St at Noe St,5267,Subscriber,1985,Other,29.0,2018-10-05
22052,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),4712,Subscriber,1993,Male,27.0,2017-02-24
22053,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4976,Subscriber,1987,Male,26.0,2017-09-27
22054,18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),323,Broadway at Kearny,5523,Subscriber,1959,Male,27.0,2017-11-24
22055,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,310,Subscriber,1981,Male,27.0,2019-04-15
22056,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,5265,Subscriber,1979,Female,29.0,2022-04-29
22057,5 minutes,5,Powell St BART Station (Market St at 5th St),324,Union Square (Powell St at Post St),1863,Subscriber,1979,Male,26.0,2019-02-04
22058,8 minutes,5,Powell St BART Station (Market St at 5th St),88,11th St at Bryant St,4571,Subscriber,1990,Male,27.0,2018-06-19
22059,10 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,5037,Subscriber,1972,Male,26.0,2018-12-27
22060,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),28,The Embarcadero at Bryant St,4964,Subscriber,1973,Male,29.0,2019-08-13
22061,6 minutes,3,Powell St BART Station (Market St at 4th St),50,2nd St at Townsend St,5557,Subscriber,1993,Male,26.0,2019-08-03
22062,7 minutes,81,Berry St at 4th St,321,5th St at Folsom,4821,Subscriber,1989,Female,26.0,2018-12-25
22063,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,4948,Subscriber,1984,Male,27.0,2022-04-29
22064,13 minutes,81,Berry St at 4th St,112,Harrison St at 17th St,2875,Subscriber,1974,Male,26.0,2022-04-29
22065,8 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,2907,Subscriber,1986,Male,26.0,2017-01-11
22066,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,4998,Subscriber,1984,Male,26.0,2018-07-10
22067,7 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4329,Subscriber,1978,Male,27.0,2022-04-29
22068,18 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4414,Subscriber,1987,Male,27.0,2022-04-29
22069,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),97,14th St at Mission St,3727,Customer,1969,Male,26.0,2022-04-29
22070,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,2753,Subscriber,1975,Male,26.0,2018-11-22
22071,12 minutes,81,Berry St at 4th St,14,Clay St at Battery St,4848,Subscriber,1983,Female,26.0,2019-06-14
22072,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4894,Subscriber,1974,Male,26.0,2018-06-06
22073,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,5273,Subscriber,1978,Male,27.0,2019-05-08
22074,11 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,5301,Subscriber,1966,Male,27.0,2019-06-01
22075,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,4822,Subscriber,1984,Male,26.0,2022-04-29
22076,13 minutes,16,Steuart St at Market St,126,Esprit Park,5425,Subscriber,1971,Male,29.0,2017-08-12
22077,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,1468,Subscriber,1972,Male,27.0,2018-07-24
22078,4 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4948,Subscriber,1974,Male,27.0,2019-10-18
22079,7 minutes,22,Howard St at Beale St,19,Post St at Kearny St,5070,Subscriber,1974,Male,29.0,2022-04-29
22080,16 minutes,81,Berry St at 4th St,20,Mechanics Monument Plaza (Market St at Bush St),2915,Subscriber,1989,Female,27.0,2020-01-24
22081,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,5239,Subscriber,1980,Female,27.0,2022-04-29
22082,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,5482,Subscriber,1991,Male,26.0,2018-03-29
22083,9 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),5286,Subscriber,1977,Male,29.0,2018-11-01
22084,5 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,4557,Subscriber,1979,Male,26.0,2017-12-19
22085,9 minutes,22,Howard St at Beale St,43,San Francisco Public Library (Grove St at Hyde St),5529,Subscriber,1985,Male,26.0,2017-09-21
22086,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),58,Market St at 10th St,4405,Subscriber,1992,Male,26.0,2018-07-25
22087,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5014,Subscriber,1989,Male,26.0,2018-09-26
22088,24 minutes,22,Howard St at Beale St,345,Hubbell St at 16th St,4728,Subscriber,1987,Male,27.0,2017-07-09
22089,24 minutes,30,San Francisco Caltrain (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),963,Subscriber,1982,Female,26.0,2022-04-29
22090,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4770,Subscriber,1984,Male,29.0,2018-08-03
22091,2 minutes,81,Berry St at 4th St,50,2nd St at Townsend St,5001,Subscriber,1991,Male,29.0,2022-04-29
22092,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3034,Subscriber,1977,Male,26.0,2017-05-08
22093,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,4997,Subscriber,1986,Male,26.0,2019-01-07
22094,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5229,Subscriber,1971,Male,26.0,2019-01-29
22095,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),23,The Embarcadero at Steuart St,2152,Subscriber,1987,Male,27.0,2018-09-27
22096,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4938,Subscriber,1980,Male,29.0,2018-12-23
22097,5 minutes,22,Howard St at Beale St,349,Howard St at Mary St,4732,Subscriber,1988,Male,26.0,2017-01-22
22098,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,3624,Subscriber,1967,Male,29.0,2017-08-27
22099,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,851,Subscriber,1990,Female,26.0,2018-11-20
22100,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),36,Folsom St at 3rd St,4741,Subscriber,1983,Male,27.0,2017-06-11
22101,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5262,Subscriber,1992,Male,26.0,2017-04-23
22102,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,5097,Subscriber,1992,Male,27.0,2017-02-28
22103,5 minutes,16,Steuart St at Market St,21,Montgomery St BART Station (Market St at 2nd St),4940,Subscriber,1983,Female,27.0,2019-08-18
22104,12 minutes,81,Berry St at 4th St,16,Steuart St at Market St,1195,Customer,1983,Female,29.0,2022-04-29
22105,14 minutes,22,Howard St at Beale St,102,Irwin St at 8th St,4452,Subscriber,1978,Male,27.0,2017-10-23
22106,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,5442,Subscriber,1990,Female,26.0,2018-10-16
22107,10 minutes,81,Berry St at 4th St,101,15th St at Potrero Ave,6147,Subscriber,1990,Female,27.0,2019-03-09
22108,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,498,Subscriber,1976,Male,26.0,2018-10-04
22109,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4848,Subscriber,1976,Male,26.0,2022-04-29
22110,8 minutes,81,Berry St at 4th St,355,23rd St at Tennessee St,4826,Subscriber,1981,Male,26.0,2022-04-29
22111,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5548,Subscriber,1978,Male,27.0,2019-03-13
22112,8 minutes,16,Steuart St at Market St,20,Mechanics Monument Plaza (Market St at Bush St),3253,Customer,1984,Male,27.0,2017-05-13
22113,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,1830,Subscriber,1980,Male,29.0,2018-09-02
22114,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,1896,Subscriber,1991,Male,29.0,2020-01-05
22115,6 minutes,5,Powell St BART Station (Market St at 5th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),3531,Subscriber,1968,Male,29.0,2018-06-12
22116,3 minutes,22,Howard St at Beale St,21,Montgomery St BART Station (Market St at 2nd St),5273,Subscriber,1984,Male,27.0,2022-04-29
22117,9 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5262,Subscriber,1997,Male,26.0,2022-04-29
22118,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,2101,Subscriber,1987,Male,26.0,2020-02-01
22119,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),323,Broadway at Kearny,5505,Subscriber,1985,Male,26.0,2019-12-18
22120,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),6,The Embarcadero at Sansome St,1153,Customer,1975,Male,27.0,2022-04-29
22121,10 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,4413,Subscriber,1988,Male,26.0,2022-04-29
22122,9 minutes,22,Howard St at Beale St,81,Berry St at 4th St,5286,Subscriber,1979,Female,29.0,2017-11-18
22123,6 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,1396,Subscriber,1987,Male,26.0,2019-01-17
