,YEAR,GoogleKnowlege_Occupation,Show,Group,Raw_Guest_List
2297,2013,actor,11/13/13,Acting,Keegan-Michael Key and Jordan Peele
2298,2013,actor,11/13/13,Acting,Keegan-Michael Key and Jordan Peele
2299,2013,actor,11/14/13,Acting,Geoffrey Rush
2300,2013,actress,11/18/13,Acting,Elizabeth Olsen
2301,2013,comedian,11/19/13,Comedy,Bill Cosby
2302,2013,Journalist,11/20/13,Media,Tom Brokaw
2303,2013,actress,11/21/13,Acting,Jennifer Lawrence
2304,2013,journalist,11/4/13,Media,Bob Woodruff
2305,2013,actor,11/5/13,Acting,John Goodman
2306,2013,author,11/6/13,Media,Monique Brinson Demery
2307,2013,Film actor,11/7/13,Acting,Patrick Stewart
2308,2013,actress,12/10/13,Acting,Amy Adams
2309,2013,Professor,12/11/13,Academic,Reza Aslan
2310,2013,actress,12/12/13,Acting,Evangeline Lilly
2311,2013,film director,12/16/13,Media,Haifaa al-Mansour
2312,2013,businessman,12/17/13,Business,Erik Prince
2313,2013,actor,12/18/13,Acting,"Steve Carell, Will Ferrell, David Koechner & Paul Rudd"
2314,2013,actor,12/18/13,Acting,"Steve Carell, Will Ferrell, David Koechner & Paul Rudd"
2315,2013,actor,12/18/13,Acting,"Steve Carell, Will Ferrell, David Koechner & Paul Rudd"
2316,2013,actor,12/19/13,Acting,Jonah Hill
2317,2013,actor,12/2/13,Acting,Ian McKellen
2318,2013,actor,12/3/13,Acting,Jared Leto
2319,2013,film director,12/4/13,Media,Jehane Noujaim
2320,2013,journalist,12/5/13,Media,Jorge Ramos
2321,2013,author,12/9/13,Media,Husain Haqqani
2322,2013,white house sommunications director,2/11/13,Political Aide,George Stephanopoulos
2323,2013,Baseball player,2/12/13,Athletics,Mike Piazza
2324,2013,afghan politician,2/13/13,Politician,Fawzia Koofi
2325,2013,United States Ambassador to the United Nations,2/14/13,Government,Susan Rice
2326,2013,actress,2/19/13,Acting,Alison Brie
2327,2013,author,2/20/13,Media,Helaine Olen
2328,2013,Journalist,2/21/13,Media,Steven Brill
2329,2013,singer,2/25/13,Musician,Donnie Wahlberg
2330,2013,film director,2/26/13,Media,Lori Silverbush & Kristi Jacobson
2331,2013,film director,2/26/13,Media,Lori Silverbush & Kristi Jacobson
2332,2013,Filmmaker,2/27/13,Media,R. J. Cutler
2333,2013,television host,2/28/13,Media,Rachel Maddow
2334,2013,Educator,2/4/13,Advocacy,Michelle Rhee
2335,2013,police officer,2/5/13,Government,Ray Kelly
2336,2013,businessman,2/6/13,Business,Ed Whitacre
2337,2013,Attorney at law,2/7/13,Misc,Neil Barofsky
2338,2013,actor,3/25/13,Acting,Peter Dinklage
2339,2013,Reporter,3/26/13,Media,Michael Moss
2340,2013,actress,3/27/13,Acting,Eva Mendes
2341,2013,journalist,3/28/13,Media,Denise Kiernan
2342,2013,actor,3/4/13,Acting,Paul Rudd
2343,2013,Former Associate Justice of the Supreme Court of the United States,3/5/13,Government,Sandra Day O'Connor
2344,2013,Astrophysicist,3/6/13,Science,Neil deGrasse Tyson
2345,2013,Football coach,3/7/13,Athletics,Tom Coughlin
2346,2013,Author,4/1/13,Media,Mary Roach
2347,2013,Filmmaker,4/10/13,Media,Ken Burns
2348,2013,television actress,4/11/13,Acting,Edie Falco
2349,2013,actor,4/16/13,Acting,Tom Cruise
2350,2013,Comedian,4/17/13,Comedy,Ricky Gervais
2351,2013,Journalist,4/18/13,Media,Mark Mazzetti
2352,2013,professor,4/2/13,Academic,Jonathan Sperber
2353,2013,actress,4/22/13,Acting,Christina Hendricks
2354,2013,Novelist,4/23/13,Media,Salman Rushdie
2355,2013,satirist,4/24/13,Media,Bassem Youssef
2356,2013,Academic,4/25/13,Academic,Vali Nasr
2357,2013,actor,4/29/13,Acting,Jon Hamm
2358,2013,Executive,4/3/13,Business,Sheryl Sandberg
2359,2013,actor,4/30/13,Acting,Robert Downey Jr.
2360,2013,film director,4/4/13,Media,Danny Boyle
2361,2013,former omb director,4/8/13,Government,David Stockman
2362,2013,former president,4/9/13,Politician,Jimmy Carter
2363,2013,former us senator,5/1/13,Politician,Kay Bailey Hutchison
2364,2013,director,5/13/13,Media,J. J. Abrams
2365,2013,actor,5/14/13,Acting,Nathan Lane
2366,2013,Former United States Senator,5/15/13,Politician,Olympia Snowe
2367,2013,journalist,5/16/13,Media,George Packer
2368,2013,author,5/2/13,Media,Eric Greitens
2369,2013,actress,5/20/13,Acting,Ellen Page
2370,2013,Basketball Coach,5/21/13,Athletics,Phil Jackson
2371,2013,television host,5/22/13,Media,Bill O' Reilly
2372,2013,actor,5/23/13,Acting,Morgan Freeman
2373,2013,journalist,5/6/13,Media,Christiane Amanpour
2374,2013,actress,5/7/13,Acting,Mindy Kaling
2375,2013,actress,5/8/13,Acting,Carey Mulligan
2376,2013,humorist,5/9/13,Media,David Sedaris
2377,2013,actor,6/10/13,Acting,Seth Rogen
2378,2013,satirist,6/11/13,Media,Armando Iannucci
2379,2013,Singer,6/12/13,Musician,Mavis Staples
2380,2013,journalist,6/13/13,Media,Fareed Zakaria
2381,2013,actress,6/17/13,Acting,Linda Cardellini
2382,2013,comedian,6/18/13,Comedy,Jim Gaffigan
2383,2013,writer,6/19/13,Media,Dawn Porter
2384,2013,Journalist,6/20/13,Media,Tom Brokaw
2385,2013,actress,6/24/13,Acting,Maggie Gyllenhaal
2386,2013,drummer,6/25/13,Musician,Questlove
2387,2013,film director,6/26/13,Media,Josh Fox
2388,2013,Attorney,6/27/13,Misc,Tom Goldstein
2389,2013,filmmaker,6/3/13,Media,Maxim Pozdorovkin & Mike Lerner
2390,2013,filmmaker,6/3/13,Media,Maxim Pozdorovkin & Mike Lerner
2391,2013,journalist,6/4/13,Media,Brian Williams
2392,2013,speechwriter,6/5/13,Political Aide,Jon Favreau
2393,2013,,6/6/13,,No Guest
2394,2013,screenwriter,7/15/13,Media,Aaron Sorkin
2395,2013,actor,7/16/13,Acting,Helen Mirren
2396,2013,Professor,7/17/13,Academic,Reza Aslan
2397,2013,Author,7/18/13,Media,Sarah Vowell
2398,2013,comedian,7/22/13,Comedy,Louis C.K.
2399,2013,diplomat,7/23/13,Government,Richard Haass
2400,2013,actress,7/24/13,Acting,Shailene Woodley
2401,2013,soccer manager,7/25/13,Athletics,Bob Bradley
2402,2013,Journalist,7/29/13,Media,Mark Leibovich
2403,2013,Consultant,7/30/13,Political Aide,Tim Gunn
2404,2013,actor,7/31/13,Acting,Hank Azaria
2405,2013,stand-up comedian,8/1/13,Comedy,Colin Quinn
2406,2013,United States Senate member,8/12/13,Politician,Rand Paul
2407,2013,film director,8/13/13,Media,Joshua Oppenheimer
2408,2013,actor,8/14/13,Acting,Regis Philbin
2409,2013,actor,8/15/13,Acting,Simon Pegg
2410,2013,Fiction writer,8/5/13,Media,Neal Thompson
2411,2013,actor,8/6/13,Acting,Liam Hemsworth
2412,2013,actress,8/7/13,Acting,Lake Bell
2413,2013,United States Senator,8/8/13,Politician,Kirsten Gillibrand
2414,2013,journalist,9/10/13,Media,Bill Dedman
2415,2013,actor,9/11/13,Acting,Bob Odenkirk & David Cross
2416,2013,stand-up comedian,9/11/13,Comedy,Bob Odenkirk & David Cross
2417,2013,actor,9/12/13,Acting,Billy Crystal
2418,2013,Former United States Secretary of Labor,9/16/13,Politician,Robert Reich
2419,2013,actor,9/17/13,Acting,Jake Gyllenhaal
2420,2013,actor,9/18/13,Acting,Hugh Jackman
2421,2013,coorespondant,9/19/13,Media,Chelsea Clinton
2422,2013,Ethologist,9/24/13,Academic,Richard Dawkins
2423,2013,rock band,9/25/13,Musician,Atoms for Peace
2424,2013,actor,9/26/13,Acting,Robin Williams
2425,2013,united nations official,9/3/13,Government,Andrew Harper
2426,2013,television host,9/30/13,Media,Bill O'Reilly
2427,2013,Astrophysicist,9/4/13,Science,Mario Livio
2428,2013,actor,9/5/13,Acting,Michael C. Hall
2429,2013,Journalist,9/9/13,Media,Sheri Fink
2430,2014,television Director,1/13/14,Media,Roger Ross Williams
2431,2014,Consultant,1/14/14,Political Aide,Tim Gunn
2432,2014,United States Secretary of Defense,1/15/14,Politician,Robert Gates
2433,2014,Journalist,1/16/14,Media,Steven Brill
2434,2014,author,1/20/14,Media,Marilynne Roach
2435,2014,author,1/21/14,Media,Theresa Payton
2436,2014,broadcaster,1/22/14,Media,Hari Sreenivasan
2437,2014,journalist,1/23/14,Media,Anjan Sundaram
2438,2014,comedian,1/27/14,Comedy,Jeff Garlin
2439,2014,comedian,1/28/14,Comedy,Louis C.K.
2440,2014,stunt perfomrer,1/29/14,Acting,Johnny Knoxville
2441,2014,Minority Leader of the United States House of Representatives,1/30/14,Politician,Nancy Pelosi
2442,2014,actor,1/6/14,Acting,Oscar Isaac
2443,2014,actor,1/7/14,Acting,Steve Coogan
2444,2014,Director of the Consumer Financial Protection Bureau,1/8/14,Government,Richard Cordray
2445,2014,actress,1/9/14,Acting,Scarlett Johansson
2446,2014,actress,10/1/14,Acting,Lena Dunham
2447,2014,Columnist,10/13/14,Media,Matt Bai
2448,2014,Stand-up comedian,10/14/14,Comedy,Zach Galifianakis
2449,2014,television host,10/15/14,Media,Bill O'Reilly
2450,2014,professor,10/16/14,Academic,Bryan Stevenson
2451,2014,documentarian,10/2/14,Media,Ben Steele
2452,2014,Lawyer,10/27/14,Misc,Wendy Davis
2453,2014,us representative,10/28/14,Politician,Joaquin Castro
2454,2014,actor,10/29/14,Acting,Ellar Coltrane
2455,2014,Rock band,10/30/14,Musician,Spoon
2456,2014,surgeon,10/6/14,Science,Atul Gawande
2457,2014,Stand-up comedian,10/7/14,Comedy,Wyatt Cenac
2458,2014,former cia director,10/8/14,Government,Leon Panetta
2459,2014,actor,10/9/14,Acting,Jeremy Renner
2460,2014,musician,11/10/14,Musician,Bruce Springsteen & Frank Caruso
2461,2014,illustrator,11/10/14,Media,Bruce Springsteen & Frank Caruso
2462,2014,United States Ambassador to the United Nations,11/11/14,Government,Samantha Power
2463,2014,actor,11/12/14,Acting,Steve Carell
2464,2014,Journalist,11/13/14,Media,Maziar Bahari & Gael Garcí_a Bernal
2465,2014,film actor,11/13/14,Acting,Maziar Bahari & Gael Garcí_a Bernal
2466,2014,film director,11/17/14,Media,Laura Poitras
2467,2014,actor,11/18/14,Acting,Benedict Cumberbatch
2468,2014,actress,11/19/14,Acting,Jessica Chastain
2469,2014,actor,11/20/14,Acting,Eddie Redmayne
2470,2014,actor,11/3/14,Acting,Jake Gyllenhaal
2471,2014,RNC chairman,11/4/14,Politician,Reince Priebus
2472,2014,actor,11/5/14,Acting,John Cleese
2473,2014,journalist,11/6/14,Media,James Risen
2474,2014,legal analyst,12/1/14,Misc,Andrew Napolitano
2475,2014,Writer,12/10/14,Media,Suki Kim
2476,2014,Professional Wrestler,12/11/14,Athletics,Mick Foley
2477,2014,Film director,12/15/14,Media,Tim Burton
2478,2014,Singer-songwriter,12/16/14,Musician,Paul McCartney
2479,2014,actress,12/17/14,Acting,Anna Kendrick
2480,2014,non profit director,12/2/14,Advocacy,Sophie Delaunay
2481,2014,musician,12/3/14,Musician,Dave Grohl
2482,2014,actress,12/4/14,Acting,Angelina Jolie
2483,2014,television writer,12/8/14,Media,Norman Lear
2484,2014,filmmaker,12/9/14,Media,Kathryn Bigelow & Juan Zarate
2485,2014,white house official,12/9/14,Political Aide,Kathryn Bigelow & Juan Zarate
2486,2014,actor,2/10/14,Acting,Ty Burrell
2487,2014,journalist,2/11/14,Media,Elizabeth Kolbert
2488,2014,actor,2/12/14,Acting,Joel Kinnaman
2489,2014,actor,2/18/14,Acting,Kevin Spacey
2490,2014,film director,2/19/14,Media,David O. Russell
2491,2014,activist,2/20/14,Advocacy,Ronan Farrow
2492,2014,journalist,2/24/14,Media,Hooman Majd
2493,2014,Futurist,2/25/14,Academic,Michio Kaku
2494,2014,actor,2/26/14,Acting,Liam Neeson
2495,2014,Writer,2/27/14,Media,Kevin Roose
2496,2014,nyc mayor,2/3/14,Politician,Bill de Blasio
2497,2014,actress,2/4/14,Acting,Elizabeth Banks
2498,2014,actor,2/5/14,Acting,George Clooney
2499,2014,Reporter,2/6/14,Media,Robyn Doolittle
2500,2014,Choreographer,3/10/14,Media,Paul Taylor
2501,2014,legal analyst,3/11/14,Misc,Andrew Napolitano
2502,2014,actor,3/12/14,Acting,Jason Bateman
2503,2014,attorney,3/13/14,Misc,Anita Hill
2504,2014,author,3/24/14,Media,Arianna Huffington
2505,2014,author,3/25/14,Media,Amy Yates Wuelfing & Gibby Haynes
2506,2014,musician,3/25/14,Musician,Amy Yates Wuelfing & Gibby Haynes
2507,2014,actor,3/26/14,Acting,Jude Law
2508,2014,Statistician,3/27/14,Media,Nate Silver
2509,2014,television Series Creator,3/3/14,Media,Seth MacFarlane
2510,2014,actor,3/31/14,Acting,Peter Dinklage
2511,2014,former us senator,3/4/14,Politician,Jim DeMint
2512,2014,television host,3/5/14,Media,Rachel Maddow
2513,2014,foreign policy analyst,3/6/14,Academic,Kimberly Marten
2514,2014,Author,4/1/14,Media,Michael Lewis
2515,2014,actress,4/10/14,Acting,Jennifer Garner
2516,2014,actor,4/2/14,Acting,Samuel L. Jackson
2517,2014,administrator,4/21/14,Government,Gina McCarthy
2518,2014,us senator,4/22/14,Politician,Elizabeth Warren
2519,2014,Broadcaster,4/23/14,Media,Robin Roberts
2520,2014,Historian,4/24/14,Academic,Ramachandra Guha
2521,2014,Coach,4/28/14,Athletics,Mookie Wilson
2522,2014,Writer,4/29/14,Media,William D. Cohan
2523,2014,Soccer player,4/3/14,Athletics,Pelí©
2524,2014,professor,4/30/14,Academic,Martin Gilens & Benjamin Page
2525,2014,professor,4/30/14,Academic,Martin Gilens & Benjamin Page
2526,2014,Author,4/7/14,Media,Matt Taibbi
2527,2014,actor,4/8/14,Acting,Denis Leary
2528,2014,actor,4/9/14,Acting,Colin Firth
2529,2014,stand-up comedian,5/1/14,Comedy,David Spade
2530,2014,professor,5/12/14,Academic,Martin Blaser
2531,2014,Journalist,5/13/14,Media,Ron Suskind
2532,2014,rock band,5/14/14,Musician,Blondie
2533,2014,actor,5/15/14,Acting,Jim Parsons
2534,2014,actor,5/19/14,Acting,James McAvoy
2535,2014,chief technology officer of united states,5/20/14,Government,Aneesh Chopra
2536,2014,Former United States Secretary of the Treasury,5/21/14,Politician,Timothy Geithner
2537,2014,actress,5/22/14,Acting,Drew Barrymore
2538,2014,Baseball player,5/5/14,Athletics,Mariano Rivera
2539,2014,author,5/6/14,Media,Peter Schuck
2540,2014,actor,5/7/14,Acting,Seth Rogen
2541,2014,journalist,5/8/14,Media,Katie Couric
2542,2014,Journalist,6/10/14,Media,Sebastian Junger
2543,2014,us senator,6/11/14,Politician,Charles Schumer
2544,2014,actor,6/12/14,Acting,Christopher Walken
2545,2014,businessman,6/16/14,Business,Howard Schultz
2546,2014,journalist,6/17/14,Media,Daniel Schulman
2547,2014,actor,6/18/14,Acting,Kevin Hart
2548,2014,author,6/19/14,Media,Hamid Al-Bayati
2549,2014,actor,6/2/14,Acting,Robert De Niro
2550,2014,comedian,6/23/14,Comedy,Bill Maher
2551,2014,actress,6/24/14,Acting,Jennifer Esposito
2552,2014,actress,6/25/14,Acting,Keira Knightley
2553,2014,actress,6/26/14,Acting,Melissa McCarthy
2554,2014,Comedian,6/3/14,Comedy,Ricky Gervais
2555,2014,journalist,6/4/14,Media,Gihan Ibrahim
2556,2014,actor,6/5/14,Acting,Tom Cruise
2557,2014,Lawyer,6/9/14,Misc,Philip K. Howard
2558,2014,writer,7/14/14,Media,Dahlia Lithwick
2559,2014,former us secretary of state,7/15/14,Politician,Hillary Clinton
2560,2014,comedian,7/16/14,Comedy,Jerry Seinfeld
2561,2014,actress,7/17/14,Acting,Emma Stone
2562,2014,journalist,7/21/14,Media,Sue Turton
2563,2014,Film director,7/22/14,Media,Richard Linklater
2564,2014,actor,7/23/14,Acting,George Takei
2565,2014,journalist,7/24/14,Media,Fareed Zakaria
2566,2014,Journalist,7/28/14,Media,Sonia Nazario
2567,2014,journalist,7/29/14,Media,Sara Firth
2568,2014,actress,7/30/14,Acting,Maggie Gyllenhaal
2569,2014,actress,7/31/14,Acting,Aubrey Plaza
2570,2014,professor,8/26/14,Academic,David L. Rose
2571,2014,academic,8/27/14,Academic,Hassan Abbas
2572,2014,Comedian,8/28/14,Comedy,Todd Glass
2573,2014,actor,8/4/14,Acting,Elisabeth Moss
2574,2014,author,8/5/14,Media,Helen Thorpe
2575,2014,Composer,8/6/14,Musician,Wu-Tang Clan
2576,2014,TV Producer,8/7/14,Media,Tracy Droz Tragos
2577,2014,diplomat,9/10/14,Government,Ban Ki-moon
2578,2014,Talk show host,9/11/14,Media,Tavis Smiley
2579,2014,Filmmaker,9/15/14,Media,Ken Burns
2580,2014,actor,9/16/14,Acting,Bill Hader
2581,2014,Law professor,9/17/14,Academic,Zephyr Teachout
2582,2014,us president,9/18/14,Politician,Bill Clinton
2583,2014,Journalist,9/2/14,Media,Ramita Navai
2584,2014,journalist,9/22/14,Media,Jenny Nordberg
2585,2014,military,9/23/14,Military,Tony Zinni
2586,2014,non profit worker,9/24/14,Advocacy,Tia Torres
2587,2014,Author,9/25/14,Media,Steven Johnson
2588,2014,syrian politician,9/29/14,Politician,Hadi al-Bahra
2589,2014,Documentary Filmmaker,9/3/14,Media,Rory Kennedy
2590,2014,actor,9/30/14,Acting,Ben Affleck
2591,2014,singer-songwriter,9/4/14,Musician,Adam Levine
2592,2014,United States Senator,9/9/14,Politician,Kirsten Gillibrand
2593,2015,former president,1/12/15,Politician,Jimmy Carter
2594,2015,United States Senator,1/13/15,Politician,Marco Rubio
2595,2015,actress,1/14/15,Acting,Julianne Moore
2596,2015,actress,1/15/15,Acting,Sienna Miller
2597,2015,Former Governor of Arkansas,1/19/15,Politician,Mike Huckabee
2598,2015,actress,1/20/15,Acting,Jennifer Lopez
2599,2015,actress,1/21/15,Acting,Anne Hathaway
2600,2015,actress,1/22/15,Acting,Jennifer Aniston
2601,2015,former mayor of san antonio,1/26/15,Politician,Julian Castro
2602,2015,actor,1/28/15,Acting,Oscar Isaac
2603,2015,Reporter,1/29/15,Media,Sarah Chayes
2604,2015,Journalist,1/5/15,Media,Steven Brill
2605,2015,legal scholar,1/6/15,Misc,Cass Sunstein
2606,2015,director,1/7/15,Media,Ava DuVernay
2607,2015,actress,1/8/15,Acting,Allison Williams
2608,2015,former senior advisor to the presidnet,2/10/15,Political Aide,David Axelrod
2609,2015,actor,2/11/15,Acting,Colin Firth
2610,2015,actor,2/2/15,Acting,Martin Short
2611,2015,lawyer,2/23/15,Misc,Christine Lagarde
2612,2015,Photojournalist,2/24/15,Media,Lynsey Addario
2613,2015,television host,2/25/15,Media,Conan O'Brien
2614,2015,actress,2/26/15,Acting,Olivia Wilde
2615,2015,executive,2/3/15,Business,Bill Browder
2616,2015,author,2/4/15,Media,Wes Moore
2617,2015,actor,2/5/15,Acting,Bob Odenkirk
2618,2015,actress,2/9/15,Acting,Patricia Arquette
2619,2015,comedian,3/10/15,Comedy,Abbi Jacobson
2620,2015,hip-hop artist,3/11/15,Musician,Common
2621,2015,actor,3/12/15,Acting,Rob Corddry
2622,2015,journalist,3/16/15,Media,Andrew Cockburn
2623,2015,actress,3/17/15,Acting,Amanda Seyfried
2624,2015,actor,3/18/15,Acting,Kevin Hart
2625,2015,actor,3/19/15,Acting,Will Ferrell
2626,2015,actor,3/2/15,Acting,Robert Smigel
2627,2015,activist,3/23/15,Advocacy,Ayaan Hirsi Ali
2628,2015,journalist,3/24/15,Media,Jon Ronson
2629,2015,Film director,3/25/15,Media,Kirby Dick
2630,2015,orca trainer,3/26/15,Athletics,John Hargrove
2631,2015,actress,3/3/15,Acting,Sigourney Weaver
2632,2015,Ice hockey coach,3/4/15,Athletics,Viacheslav Fetisov
2633,2015,journalist,3/5/15,Media,Gerald Posner
2634,2015,us representative,3/9/15,Politician,John Lewis
2635,2015,musician,4/13/15,Musician,Adam Horovitz
2636,2015,journalist,4/14/15,Media,Fareed Zakaria
2637,2015,actor,4/15/15,Acting,Billy Crystal
2638,2015,author,4/16/15,Media,Eric Greitens
2639,2015,author,4/20/15,Media,Gayle Tzemach Lemmon
2640,2015,comedian,4/21/15,Comedy,Jeff Garlin
2641,2015,former white house press secretary,4/22/15,Political Aide,Dana Perino
2642,2015,Astrophysicist,4/23/15,Science,Neil deGrasse Tyson
2643,2015,actress,4/27/15,Acting,Elizabeth Olsen
2644,2015,white house sommunications director,4/28/15,Political Aide,George Stephanopoulos
2645,2015,journalist,4/29/15,Media,Judith Miller
2646,2015,actress,4/30/15,Acting,Kristen Wiig
2647,2015,activist,4/6/15,Advocacy,Gene Baur
2648,2015,actor,4/7/15,Acting,Peter Dinklage
2649,2015,Talk show host,4/8/15,Media,Tavis Smiley
2650,2015,us senator,4/9/15,Politician,Elizabeth Warren
2651,2015,singer-songwriter,5/11/15,Musician,John Legend
2652,2015,Journalist,5/12/15,Media,Tom Brokaw
2653,2015,Professor,5/13/15,Academic,Reza Aslan
2654,2015,Stand-up comedian,5/14/15,Comedy,Rebel Wilson
2655,2015,United States Senate member,5/26/15,Politician,Rand Paul
2656,2015,Professor,5/27/15,Academic,Rosabeth Moss Kanter
2657,2015,Baseball player,5/28/15,Athletics,Matt Harvey
2658,2015,film producer,5/4/15,Media,Brian Grazer
2659,2015,Singer-songwriter,5/5/15,Musician,Willie Nelson
2660,2015,us secretary of energy,5/6/15,Politician,Ernest Moniz
2661,2015,rock band,5/7/15,Musician,Mumford & Sons
2662,2015,armed forces officer,6/1/15,Military,Stanley McChrystal
2663,2015,stand-up comedian,6/10/15,Comedy,Colin Quinn
2664,2015,actor,6/11/15,Acting,Mark Ruffalo
2665,2015,screenwriter,6/15/15,Media,Judd Apatow
2666,2015,actor,6/16/15,Acting,Aziz Ansari
2667,2015,us president,6/17/15,Politician,Bill Clinton
2668,2015,activist,6/18/15,Advocacy,Malala Yousafzai
2669,2015,nyc mayor,6/2/15,Politician,Bill de Blasio
2670,2015,united states senator,6/22/15,Politician,Al Franken
2671,2015,television Series Creator,6/23/15,Media,Seth MacFarlane
2672,2015,legal analyst,6/24/15,Misc,Andrew Napolitano
2673,2015,Comedian,6/25/15,Comedy,Richard Lewis
2674,2015,actress,6/29/15,Acting,Taylor Schilling
2675,2015,actress,6/3/15,Acting,Melissa McCarthy
2676,2015,actor,6/30/15,Acting,Jon Hamm
2677,2015,actor,6/4/15,Acting,Steve Buscemi
2678,2015,First Minister of Scotland,6/8/15,Politician,Nicola Sturgeon
2679,2015,actor,6/9/15,Acting,Nick Offerman
2680,2015,United States Senator,7/1/15,Politician,Kirsten Gillibrand
2681,2015,Author,7/2/15,Media,Sarah Vowell
2682,2015,actor,7/20/15,Acting,Paul Rudd
2683,2015,us president,7/21/15,Politician,Barack Obama
2684,2015,actor,7/22/15,Acting,Jake Gyllenhaal
2685,2015,Writer,7/23/15,Media,Ta-Nehisi Coates
2686,2015,author,7/27/15,Media,David McCullough
2687,2015,actor,7/28/15,Acting,Tom Cruise
2688,2015,biographer,7/29/15,Media,Doris Kearns Goodwin
2689,2015,director,7/30/15,Media,J. J. Abrams
2690,2015,stand-up comedian,8/3/15,Comedy,Amy Schumer
2691,2015,actor,8/4/15,Acting,Denis Leary
2692,2015,comedian,8/5/15,Comedy,Louis C.K.
