,Unnamed: 0,School Name,City,State,District Name,Model Selected,Award_Amount,Region
225,225,WILLISTON HIGH SCHOOL,WILLISTON,FL,LEVY,Transformation,651787,South
226,226,MARJORIE KINNAN RAWLINGS ELEMENTARY SCHOOL,GAINESVILLE,FL,ALACHUA,Transformation,627776,South
227,227,WILLIAM M. RAINES HIGH SCHOOL,JACKSONVILLE,FL,DUVAL,Turnaround,676989,South
228,228,LAKEWOOD HIGH SCHOOL,ST PETERSBURG,FL,PINELLAS,Transformation,500000,South
229,229,MIAMI EDISON MIDDLE SCHOOL,MIAMI,FL,DADE,Turnaround,407497,South
230,230,MIDDLETON HIGH SCHOOL,TAMPA,FL,HILLSBOROUGH,Transformation,759293,South
231,231,JEAN RIBAULT HIGH SCHOOL,JACKSONVILLE,FL,DUVAL,Turnaround,713451,South
232,232,RIDGEWOOD HIGH SCHOOL,NEW PORT RICHEY,FL,PASCO,Transformation,759293,South
233,233,NORTH COUNTY ELEMENTARY SCHOOL,MIAMI GARDENS,FL,DADE,Turnaround,251911,South
234,234,CLEWISTON HIGH SCHOOL,CLEWISTON,FL,HENDRY,Transformation,759293,South
235,235,BOOKER T. WASHINGTON SENIOR HIGH,MIAMI,FL,DADE,Turnaround,644329,South
236,236,CELEBRATION HIGH SCHOOL,CELEBRATION,FL,OSCEOLA,Transformation,660025,South
237,237,FREDERICK R. DOUGLASS ELEMENTARY,MIAMI,FL,DADE,Turnaround,344819,South
238,238,CENTRAL HAMILTON ELEMENTARY SCHOOL,JASPER,FL,HAMILTON,Transformation,518789,South
239,239,EVANS HIGH SCHOOL,ORLANDO,FL,ORANGE,Transformation,652792,South
240,240,MIAMI NORLAND SENIOR HIGH SCHOOL,MIAMI,FL,DADE,Turnaround,742472,South
241,241,COCONUT CREEK HIGH SCHOOL,COCONUT CREEK,FL,BROWARD,Transformation,713746,South
242,242,A. PHILIP RANDOLPH ACADEMIES,JACKSONVILLE,FL,DUVAL,Transformation,697645,South
243,243,MIAMI CAROL CITY SENIOR HIGH,OPA-LOCKA,FL,DADE,Transformation,997322,South
244,244,AMOS P. GODBY HIGH SCHOOL,TALLAHASSEE,FL,LEON,Transformation,628602,South
245,245,HAWTHORNE MIDDLE/HIGH SCHOOL,HAWTHORNE,FL,ALACHUA,Transformation,635832,South
246,246,NORTHWESTERN MIDDLE SCHOOL,JACKSONVILLE,FL,DUVAL,Transformation,500000,South
247,247,GIBBS HIGH SCHOOL,ST PETERSBURG,FL,PINELLAS,Transformation,500000,South
248,248,CHARLES R. DREW MIDDLE SCHOOL,MIAMI,FL,DADE,Turnaround,369914,South
249,249,FRANKLIN MIDDLE MAGNET SCHOOL,TAMPA,FL,HILLSBOROUGH,Transformation,759293,South
250,250,PAXON MIDDLE SCHOOL,JACKSONVILLE,FL,DUVAL,Turnaround,633527,South
251,251,ROSENWALD ELEMENTARY SCHOOL,SOUTH BAY,FL,PALM BEACH,Transformation,506738,South
252,252,BURKE COUNTY HIGH SCHOOL,WAYNESBORO,GA,BURKE COUNTY,Transformation,115158,South
253,253,WILLIAM S. HUTCHINGS CAREER CENTER,MACON,GA,BIBB COUNTY,Transformation,955121,South
254,254,LANEY HIGH SCHOOL,AUGUSTA,GA,RICHMOND COUNTY,Turnaround,115976,South
255,255,CRIM HIGH SCHOOL,ATLANTA,GA,ATLANTA PUBLIC SCHOOLS,Transformation,11667,South
256,256,PEACH COUNTY HIGH SCHOOL,FORT VALLEY,GA,PEACH COUNTY,Transformation,185136,South
257,257,GRIFFIN HIGH SCHOOL,GRIFFIN,GA,SPALDING COUNTY,Transformation,144427,South
258,258,DADE COUNTY HIGH SCHOOL,TRENTON,GA,DADE COUNTY,Transformation,942738,South
259,259,GLENN HILLS HIGH SCHOOL,AUGUSTA,GA,RICHMOND COUNTY,Transformation,107896,South
260,260,DOUGLASS HIGH SCHOOL,ATLANTA,GA,ATLANTA PUBLIC SCHOOLS,Transformation,788579,South
261,261,JORDAN VOCATIONAL HIGH SCHOOL,COLUMBUS,GA,MUSCOGEE COUNTY,Transformation,146453,South
262,262,DOOLY COUNTY HIGH SCHOOL,VIENNA,GA,DOOLY COUNTY,Transformation,139306,South
263,263,BEACH HIGH SCHOOL,SAVANNAH,GA,CHATHAM COUNTY,Turnaround,122676,South
264,264,RIDGELAND HIGH SCHOOL,ROSSVILLE,GA,WALKER COUNTY,Transformation,147015,South
265,265,SOUTHWEST HIGH SCHOOL,MACON,GA,BIBB COUNTY,Transformation,119812,South
266,266,JOSEY HIGH SCHOOL,AUGUSTA,GA,RICHMOND COUNTY,Transformation,102187,South
267,267,GEORGIA SCHOOL FOR THE DEAF,CAVE SPRING,GA,STATE SCHOOLS,Transformation,101486,South
268,268,SPENCER HIGH SCHOOL,COLUMBUS,GA,MUSCOGEE COUNTY,Transformation,164154,South
269,269,MCNAIR HIGH SCHOOL,ATLANTA,GA,DEKALB COUNTY,Transformation,868746,South
270,270,TEMPLE HIGH SCHOOL,TEMPLE,GA,CARROLL COUNTY,Transformation,105401,South
271,271,RUTLAND HIGH SCHOOL,MACON,GA,BIBB COUNTY,Transformation,125013,South
272,272,STEWART-QUITMAN HIGH SCHOOL,LUMPKIN,GA,STEWART COUNTY,Transformation,688641,South
273,273,NORTHEAST HIGH SCHOOL,MACON,GA,BIBB COUNTY,Transformation,112362,South
274,274,HAWKINSVILLE HIGH SCHOOL,HAWKINSVILLE,GA,PULASKI COUNTY,Transformation,902342,South
275,275,ATLANTA AREA SCHOOL FOR THE DEAF,CLARKSTON,GA,STATE SCHOOLS,Transformation,663957,South
276,276,HENRY COUNTY HIGH SCHOOL,MCDONOUGH,GA,HENRY COUNTY,Transformation,140653,South
277,277,CLARKSTON HIGH SCHOOL,CLARKSTON,GA,DEKALB COUNTY,Transformation,876027,South
278,278,WEEKS MIDDLE SCHOOL,DES MOINES,IA,DES MOINES INDEPENDENT COMM SCHOOL DISTRICT,Transformation,10000,Midwest
279,279,NORTH HIGH SCHOOL,DES MOINES,IA,DES MOINES INDEPENDENT COMM SCHOOL DISTRICT,Transformation,10000,Midwest
280,281,HOYT MIDDLE SCHOOL,DES MOINES,IA,DES MOINES INDEPENDENT COMM SCHOOL DISTRICT,Transformation,10000,Midwest
281,282,JACK M LOGAN MIDDLE SCHOOL,WATERLOO,IA,WATERLOO COMM SCHOOL DISTRICT,Transformation,761197,Midwest
282,284,MURTAUGH MIDDLE SCHOOL,MURTAUGH,ID,MURTAUGH JOINT DISTRICT,Transformation,209893,West
283,289,JEFFERSON MIDDLE SCHOOL,CALDWELL,ID,CALDWELL DISTRICT,Transformation,286787,West
284,290,THORNWOOD HIGH SCHOOL,SOUTH HOLLAND,IL,THORNTON TWP HSD 205,Transformation,170473,Midwest
285,291,MANUAL HIGH SCHOOL,PEORIA,IL,PEORIA SD 150,Turnaround,122159,Midwest
286,292,MARSHALL METROPOLITAN HIGH SCHOOL,CHICAGO,IL,CITY OF CHICAGO SD 299,Turnaround,195114,Midwest
287,293,EGYPTIAN SR HIGH SCHOOL,TAMMS,IL,EGYPTIAN CUSD 5,Transformation,11848,Midwest
288,294,HARPER HIGH SCHOOL,CHICAGO,IL,CITY OF CHICAGO SD 299,Turnaround,198187,Midwest
289,295,THORNTON TOWNSHIP HIGH SCHOOL,HARVEY,IL,THORNTON TWP HSD 205,Transformation,170473,Midwest
290,296,DEPUE HIGH SCHOOL,DEPUE,IL,DEPUE USD 103,Transformation,793604,Midwest
291,297,FENGER ACADEMY HIGH SCHOOL,CHICAGO,IL,CITY OF CHICAGO SD 299,Turnaround,185042,Midwest
292,298,THORNRIDGE HIGH SCHOOL,DOLTON,IL,THORNTON TWP HSD 205,Transformation,170473,Midwest
293,299,PHILLIPS ACADEMY HIGH SCHOOL,CHICAGO,IL,CITY OF CHICAGO SD 299,Restart,179737,Midwest
294,300,BENDIX SCHOOL,SOUTH BEND,IN,SOUTH BEND COMMUNITY SCH CORP,Transformation,113677,Midwest
295,301,GLENWOOD MIDDLE SCHOOL,EVANSVILLE,IN,EVANSVILLE-VANDERBURGH SCH CORP,Transformation,199941,Midwest
296,302,GEORGE WASHINGTON COMMUNITY,INDIANAPOLIS,IN,INDIANAPOLIS PUBLIC SCHOOLS,Turnaround,198496,Midwest
297,303,INDIANAPOLIS METROPOLITAN HIGH SCH,INDIANAPOLIS,IN,INDIANAPOLIS METROPOLITAN HIGH SCH,Transformation,735737,Midwest
298,304,JOHN MARSHALL COMMUNITY HIGH SCH,INDIANAPOLIS,IN,INDIANAPOLIS PUBLIC SCHOOLS,Turnaround,191676,Midwest
299,305,THE CHALLENGE FOUNDATION ACADEMY,INDIANAPOLIS,IN,CHALLENGE FOUNDATION ACADEMY,Transformation,552282,Midwest
300,306,HAMMOND HIGH SCHOOL,HAMMOND,IN,SCHOOL CITY OF HAMMOND,Turnaround,199958,Midwest
301,307,EMERSON ELEM,KANSAS CITY,KS,KANSAS CITY,Turnaround,108003,Midwest
302,308,HIGHLAND PARK HIGH,TOPEKA,KS,TOPEKA PUBLIC SCHOOLS,Transformation,197018,Midwest
303,309,SOUTH EAST HIGH,CHEROKEE,KS,CHEROKEE,Transformation,764280,Midwest
304,310,LIBERAL  SOUTH MIDDLE,LIBERAL,KS,LIBERAL,Transformation,180378,Midwest
305,311,NORTHWEST MIDDLE,KANSAS CITY,KS,KANSAS CITY,Transformation,18984,Midwest
306,312,CURTIS MIDDLE SCHOOL,WICHITA,KS,WICHITA,Transformation,10000,Midwest
307,313,WESTERN MIDDLE SCHOOL,LOUISVILLE,KY,JEFFERSON COUNTY,Turnaround,429176,South
308,314,VALLEY TRADITIONAL HIGH SCHOOL,LOUISVILLE,KY,JEFFERSON COUNTY,Turnaround,588932,South
309,315,METCALFE COUNTY HIGH SCHOOL,EDMONTON,KY,METCALFE COUNTY,Transformation,433993,South
310,316,SHAWNEE HIGH SCHOOL MAGNET CAREER ACADEM,LOUISVILLE,KY,JEFFERSON COUNTY,Turnaround,437283,South
311,317,FERN CREEK TRADITIONAL HIGH SCHOOL,LOUISVILLE,KY,JEFFERSON COUNTY,Turnaround,559459,South
312,318,LESLIE COUNTY HIGH SCHOOL,HYDEN,KY,LESLIE COUNTY,Transformation,498795,South
313,319,ROBERT FROST MIDDLE SCHOOL,VALLEY STATION,KY,JEFFERSON COUNTY,Turnaround,437283,South
314,320,CAVERNA HIGH SCHOOL,HORSE CAVE,KY,CAVERNA INDEPENDENT,Transformation,395523,South
315,321,LAWRENCE COUNTY HIGH SCHOOL,LOUISA,KY,LAWRENCE COUNTY,Transformation,808211,South
316,322,WESTERN MST MAGNET HIGH SCHOOL,LOUISVILLE,KY,JEFFERSON COUNTY,Turnaround,437283,South
317,325,CHELSEA HIGH,CHELSEA,MA,CHELSEA,Transformation,748937,Northeast
318,326,THE ENGLISH HIGH,BOSTON,MA,BOSTON,Transformation,927362,Northeast
319,327,ELIHU GREENWOOD,HYDE PARK,MA,BOSTON,Transformation,427239,Northeast
320,328,ORCHARD GARDENS,ROXBURY,MA,BOSTON,Turnaround,110786,Northeast
321,329,PAUL A DEVER,DORCHESTER,MA,BOSTON,Turnaround,863413,Northeast
322,330,DEARBORN,ROXBURY,MA,BOSTON,Transformation,420721,Northeast
323,331,HARBOR SCHOOL,BOSTON,MA,BOSTON,Turnaround,586623,Northeast
324,332,JOHN P HOLLAND,DORCHESTER,MA,BOSTON,Transformation,918500,Northeast
325,333,BLACKSTONE,BOSTON,MA,BOSTON,Turnaround,743593,Northeast
326,334,M MARCUS KILEY MIDDLE,SPRINGFIELD,MA,SPRINGFIELD,Transformation,767986,Northeast
327,335,WILLIAM MONROE TROTTER,DORCHESTER,MA,BOSTON,Turnaround,518312,Northeast
328,336,JOHN F KENNEDY,JAMAICA PLAIN,MA,BOSTON,Transformation,407794,Northeast
329,337,THURGOOD MARSHALL MIDDLE SCHOOL,TEMPLE HILLS,MD,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,Turnaround,773922,South
330,338,WILLIAM C. MARCH MIDDLE,BALTIMORE,MD,BALTIMORE CITY PUBLIC SCHOOLS,Restart,956457,South
331,339,CHINQUAPIN MIDDLE,BALTIMORE,MD,BALTIMORE CITY PUBLIC SCHOOLS,Restart,465091,South
332,340,BENJAMIN STODDERT MIDDLE,TEMPLE HILLS,MD,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,Turnaround,773922,South
333,341,AUGUSTA FELLS SAVAGE INSTITUTE OF VISUAL ARTS,BALTIMORE,MD,BALTIMORE CITY PUBLIC SCHOOLS,Turnaround,128848,South
334,342,CALVERTON,BALTIMORE,MD,BALTIMORE CITY PUBLIC SCHOOLS,Restart,177759,South
335,343,G. JAMES GHOLSON MIDDLE,LANDOVER,MD,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,Turnaround,831888,South
336,344,GARRISON MIDDLE,BALTIMORE,MD,BALTIMORE CITY PUBLIC SCHOOLS,Restart,120707,South
337,345,BOOKER T. WASHINGTON MIDDLE,BALTIMORE,MD,BALTIMORE CITY PUBLIC SCHOOLS,Turnaround,928355,South
338,346,DREW FREEMAN MIDDLE,SUITLAND,MD,PRINCE GEORGE'S COUNTY PUBLIC SCHOOLS,Turnaround,773922,South
339,347,COMMODORE JOHN ROGERS ELEMENTARY,BALTIMORE,MD,BALTIMORE CITY PUBLIC SCHOOLS,Restart,102706,South
340,354,LESSENGER ELEMENTARY-MIDDLE SCHOOL,DETROIT,MI,DETROIT CITY SCHOOL DISTRICT,Turnaround,148488,Midwest
341,355,E.A. JOHNSON MEMORIAL H.S.,MOUNT MORRIS,MI,MT. MORRIS CONSOLIDATED SCHOOLS,Transformation,679699,Midwest
342,356,BUCHANAN HIGH SCHOOL,BUCHANAN,MI,BUCHANAN COMMUNITY SCHOOLS,Transformation,121632,Midwest
343,357,WESTWOOD MIDDLE SCHOOL,GRAND RAPIDS,MI,GRAND RAPIDS PUBLIC SCHOOLS,Turnaround,171133,Midwest
344,358,ALGER MIDDLE SCHOOL,GRAND RAPIDS,MI,GRAND RAPIDS PUBLIC SCHOOLS,Turnaround,171133,Midwest
345,359,WALDRON MIDDLE SCHOOL,WALDRON,MI,WALDRON AREA SCHOOLS,Transformation,273500,Midwest
346,360,WHITE ELEMENTARY SCHOOL,HAMTRAMCK,MI,DETROIT CITY SCHOOL DISTRICT,Transformation,122853,Midwest
347,361,ARTHUR HILL HIGH SCHOOL,SAGINAW,MI,SAGINAW CITY SCHOOL DISTRICT,Transformation,164933,Midwest
348,362,MT. CLEMENS HIGH SCHOOL,MOUNT CLEMENS,MI,MT. CLEMENS COMMUNITY SCHOOL DISTRICT,Transformation,751945,Midwest
349,363,ADRIAN HIGH SCHOOL,ADRIAN,MI,ADRIAN CITY SCHOOL DISTRICT,Transformation,948838,Midwest
350,364,UNION HIGH SCHOOL,GRAND RAPIDS,MI,GRAND RAPIDS PUBLIC SCHOOLS,Transformation,190709,Midwest
351,365,LEE HIGH SCHOOL,WYOMING,MI,GODFREY-LEE PUBLIC SCHOOLS,Transformation,894861,Midwest
352,366,LINCOLN HIGH SCHOOL,WARREN,MI,VAN DYKE PUBLIC SCHOOLS,Transformation,416177,Midwest
353,367,SOUTHWESTERN HIGH SCHOOL,DETROIT,MI,DETROIT CITY SCHOOL DISTRICT,Turnaround,135109,Midwest
354,368,ROMULUS MIDDLE SCHOOL,ROMULUS,MI,ROMULUS COMMUNITY SCHOOLS,Transformation,199852,Midwest
355,369,FARWELL MIDDLE SCHOOL,DETROIT,MI,DETROIT CITY SCHOOL DISTRICT,Turnaround,602552,Midwest
356,370,INKSTER HIGH SCHOOL,INKSTER,MI,SCHOOL DISTRICT OF THE CITY OF INKSTER,Turnaround,16228,Midwest
357,371,WESTON PREPARATORY ACADEMY,DETROIT,MI,WESTON PREPARATORY ACADEMY,Transformation,704180,Midwest
358,372,OTTAWA HILLS HIGH SCHOOL,GRAND RAPIDS,MI,GRAND RAPIDS PUBLIC SCHOOLS,Transformation,190709,Midwest
359,373,FITZGERALD SENIOR HIGH SCHOOL,WARREN,MI,FITZGERALD PUBLIC SCHOOLS,Transformation,447461,Midwest
360,374,SPRINGPORT HIGH SCHOOL,SPRINGPORT,MI,SPRINGPORT PUBLIC SCHOOLS,Transformation,774100,Midwest
361,375,NOLAN ELEMENTARY SCHOOL,HIGHLAND PARK,MI,DETROIT CITY SCHOOL DISTRICT,Transformation,121554,Midwest
362,376,OAK PARK HIGH SCHOOL,OAK PARK,MI,OAK PARK CITY SCHOOL DISTRICT,Turnaround,196658,Midwest
363,377,BUENA VISTA HIGH SCHOOL,SAGINAW,MI,BUENA VISTA SCHOOL DISTRICT,Transformation,815637,Midwest
364,378,GRANT HIGH SCHOOL,GRANT,MI,GRANT PUBLIC SCHOOL DISTRICT,Transformation,552326,Midwest
365,379,GERALD R. FORD MIDDLE SCHOOL,GRAND RAPIDS,MI,GRAND RAPIDS PUBLIC SCHOOLS,Turnaround,144344,Midwest
366,380,PHOENIX ELEMENTARY,DETROIT,MI,DETROIT CITY SCHOOL DISTRICT,Turnaround,811102,Midwest
367,381,THOMPSON MIDDLE SCHOOL,SAGINAW,MI,SAGINAW CITY SCHOOL DISTRICT,Transformation,125917,Midwest
368,382,WELLSTONE INTERNATIONAL HIGH,MINNEAPOLIS,MN,MINNEAPOLIS PUBLIC SCHOOL DIST.,Transformation,528276,Midwest
369,383,EDISON SENIOR HIGH,MINNEAPOLIS,MN,MINNEAPOLIS PUBLIC SCHOOL DIST.,Turnaround,878276,Midwest
370,384,CASS LAKE-BENA SECONDARY,CASS LAKE,MN,CASS LAKE-BENA PUBLIC SCHOOLS,Transformation,529518,Midwest
371,385,MAXFIELD MAGNET ELEMENTARY,ST. PAUL,MN,ST. PAUL PUBLIC SCHOOL DISTRICT,Transformation,600000,Midwest
372,386,NORTH VIEW IB WORLD SCHOOL,BROOKLYN PARK,MN,OSSEO PUBLIC SCHOOL DISTRICT,Transformation,850000,Midwest
373,387,BETHUNE ELEMENTARY,MINNEAPOLIS,MN,MINNEAPOLIS PUBLIC SCHOOL DIST.,Transformation,528276,Midwest
374,388,BROOKLYN CENTER SECONDARY,BROOKLYN CENTER,MN,BROOKLYN CENTER SCHOOL DISTRICT,Transformation,700000,Midwest
375,389,HUMBOLDT SENIOR HIGH,ST. PAUL,MN,ST. PAUL PUBLIC SCHOOL DISTRICT,Turnaround,850000,Midwest
376,390,OGILVIE SECONDARY,OGILVIE,MN,OGILVIE PUBLIC SCHOOL DISTRICT,Transformation,561111,Midwest
377,391,BROADWAY ARTS & TECHNOLOGY,MINNEAPOLIS,MN,MINNEAPOLIS PUBLIC SCHOOL DIST.,Transformation,403276,Midwest
378,392,ISLE SECONDARY,ISLE,MN,ISLE PUBLIC SCHOOL DISTRICT,Transformation,500000,Midwest
379,393,BRAHAM AREA SECONDARY,BRAHAM,MN,BRAHAM PUBLIC SCHOOL DISTRICT,Transformation,658042,Midwest
380,394,RED LAKE SENIOR HIGH,RED LAKE,MN,RED LAKE PUBLIC SCHOOL DISTRICT,Transformation,561543,Midwest
381,395,HMONG INTERNATIONAL ACADEMY,MINNEAPOLIS,MN,MINNEAPOLIS PUBLIC SCHOOL DIST.,Transformation,528276,Midwest
382,396,LUCY LANEY @ CLEVELAND PARK ELEM.,MINNEAPOLIS,MN,MINNEAPOLIS PUBLIC SCHOOL DIST.,Turnaround,728276,Midwest
383,397,EAST CENTRAL SENIOR SECONDARY,FINLAYSON,MN,EAST CENTRAL SCHOOL DISTRICT,Transformation,500237,Midwest
384,398,WAUBUN SECONDARY,WAUBUN,MN,WAUBUN PUBLIC SCHOOL DISTRICT,Transformation,700000,Midwest
385,399,NEW VISIONS CHARTER SCHOOL,MINNEAPOLIS,MN,NEW VISIONS CHARTER SCHOOL,Transformation,556636,Midwest
386,400,PONEMAH ELEMENTARY,PONEMAH,MN,RED LAKE PUBLIC SCHOOL DISTRICT,Transformation,471654,Midwest
387,401,NORMANDY MIDDLE,ST LOUIS,MO,NORMANDY,Transformation,425300,Midwest
388,402,COLUMBIA ELEM. COMM. ED. CTR.,ST LOUIS,MO,ST. LOUIS CITY,Turnaround,356608,Midwest
389,403,CENTRAL HIGH,KANSAS CITY,MO,KANSAS CITY 33,Transformation,806900,Midwest
390,404,MANN ELEM.,ST LOUIS,MO,ST. LOUIS CITY,Turnaround,380419,Midwest
391,405,EAST MIDDLE,ST LOUIS,MO,HAZELWOOD,Turnaround,172251,Midwest
392,406,HAMILTON ELEM. COMMUNITY ED.,ST LOUIS,MO,ST. LOUIS CITY,Turnaround,363928,Midwest
393,407,CARUTHERSVILLE MIDDLE,CARUTHERSVILLE,MO,CARUTHERSVILLE 18,Transformation,379564,Midwest
394,408,R. G. CENTRAL MIDDLE,ST LOUIS,MO,RIVERVIEW GARDENS,Turnaround,199415,Midwest
395,409,GENESIS SCHOOL INC.,KANSAS CITY,MO,GENESIS SCHOOL INC.,Turnaround,250120,Midwest
396,410,WALBRIDGE ELEM. COMMUNITY ED.,ST LOUIS,MO,ST. LOUIS CITY,Turnaround,377942,Midwest
397,411,JENNINGS JR. HIGH,JENNINGS,MO,JENNINGS,Transformation,364226,Midwest
398,412,LANGSTON MIDDLE,ST LOUIS,MO,ST. LOUIS CITY,Transformation,436579,Midwest
399,413,HAYTI HIGH,HAYTI,MO,HAYTI R-II,Transformation,10302,Midwest
400,414,FANNING MIDDLE COMMUNITY ED.,ST LOUIS,MO,ST. LOUIS CITY,Transformation,444175,Midwest
401,415,CONSTRUCTION CAREERS CENTER,ST LOUIS,MO,CONSTRUCTION CAREERS CENTER,Transformation,533168,Midwest
402,416,RIVERVIEW GARDENS SR. HIGH,ST LOUIS,MO,RIVERVIEW GARDENS,Turnaround,512669,Midwest
403,417,B. BANNEKER ACADEMY,KANSAS CITY,MO,B. BANNEKER ACADEMY,Turnaround,912903,Midwest
404,418,VAN HORN HS AT EAST,KANSAS CITY,MO,KANSAS CITY 33,Transformation,806900,Midwest
405,419,VASHON HIGH,ST LOUIS,MO,ST. LOUIS CITY,Turnaround,399827,Midwest
406,420,SMITH-HALE JR. HIGH,KANSAS CITY,MO,HICKMAN MILLS C-1,Transformation,169925,Midwest
407,421,L'OUVERTURE MIDDLE,ST LOUIS,MO,ST. LOUIS CITY,Transformation,441804,Midwest
408,422,MCCLUER SOUTH-BERKELEY HIGH,FERGUSON,MO,FERGUSON-FLORISSANT R-II,Transformation,407822,Midwest
409,423,ASHLAND ELEM. AND BR.,ST LOUIS,MO,ST. LOUIS CITY,Turnaround,353737,Midwest
410,424,ALTA VISTA CHARTER SCH.,KANSAS CITY,MO,ALTA VISTA CHARTER SCH.,Transformation,256538,Midwest
411,425,NORMANDY HIGH,ST LOUIS,MO,NORMANDY,Transformation,402089,Midwest
412,426,NORTHEAST HIGH,KANSAS CITY,MO,KANSAS CITY 33,Transformation,806900,Midwest
413,427,SIGEL ELEM. COMM. ED. CTR.,ST LOUIS,MO,ST. LOUIS CITY,Turnaround,382436,Midwest
414,428,ERVIN JR. HIGH,KANSAS CITY,MO,HICKMAN MILLS C-1,Closure,46872,Midwest
415,429,JEFFERSON ELEM.,ST LOUIS,MO,ST. LOUIS CITY,Transformation,340193,Midwest
416,430,BERKELEY MIDDLE,BERKELEY,MO,FERGUSON-FLORISSANT R-II,Transformation,307826,Midwest
417,431,WESTVIEW MIDDLE,ST LOUIS,MO,RIVERVIEW GARDENS,Turnaround,199415,Midwest
418,432,URBAN COM. LEADERSHIP ACADEMY,KANSAS CITY,MO,URBAN COM. LEADERSHIP ACADEMY,Turnaround,966394,Midwest
419,433,LEFLORE COUNTY HIGH SCHOOL,ITTA BENA,MS,LEFLORE CO SCHOOL DIST,Transformation,10000,South
420,434,HAZLEHURST HIGH SCHOOL,HAZLEHURST,MS,HAZLEHURST CITY SCHOOL DISTRICT,Transformation,12061,South
421,435,WINGFIELD HIGH SCHOOL,JACKSON,MS,JACKSON PUBLIC SCHOOL DIST,Transformation,174731,South
422,436,W A HIGGINS MIDDLE SCHOOL,CLARKSDALE,MS,CLARKSDALE MUNICIPAL SCHOOL DIST,Transformation,10000,South
423,437,GENTRY HIGH SCHOOL,INDIANOLA,MS,INDIANOLA SCHOOL DIST,Transformation,129091,South
424,438,PORT GIBSON HIGH SCHOOL,PORT GIBSON,MS,CLAIBORNE CO SCHOOL DIST,Transformation,10000,South
425,439,NORTH PANOLA HIGH SCHOOL,SARDIS,MS,NORTH PANOLA SCHOOLS,Transformation,790586,South
426,440,HAZLEHURST MIDDLE SCHOOL,HAZLEHURST,MS,HAZLEHURST CITY SCHOOL DISTRICT,Transformation,143209,South
427,441,PLENTY COUPS HIGH SCHOOL,PRYOR,MT,PLENTY COUPS H S,Transformation,380711,West
428,442,PRYOR 7-8,PRYOR,MT,PRYOR ELEM,Transformation,134368,West
429,443,FRAZER HIGH SCHOOL,FRAZER,MT,FRAZER H S,Transformation,799203,West
430,444,PRYOR ELEM SCHOOL,PRYOR,MT,PRYOR ELEM,Transformation,380711,West
431,445,LAME DEER HIGH SCHOOL,LAME DEER,MT,LAME DEER H S,Transformation,137653,West
432,446,LODGE GRASS HIGH SCHOOL,LODGE GRASS,MT,LODGE GRASS H S,Transformation,129044,West
433,447,KENNEDY LEARNING,WINSTON SALEM,NC,FORSYTH COUNTY SCHOOLS,Transformation,504908,South
434,448,BURKE ALTERNATIVE SCHOOL,MORGANTON,NC,BURKE COUNTY SCHOOLS,Transformation,316901,South
435,449,LUMBERTON SENIOR HIGH,LUMBERTON,NC,ROBESON COUNTY SCHOOLS,Transformation,10000,South
436,450,SOUTH CENTRAL HIGH,WINTERVILLE,NC,PITT COUNTY SCHOOLS,Transformation,946400,South
437,451,WEST MECKLENBURG HIGH,CHARLOTTE,NC,CHARLOTTE-MECKLENBURG SCHOOLS,Transformation,879391,South
438,452,OAK HILL ELEMENTARY,HIGH POINT,NC,GUILFORD COUNTY SCHOOLS,Turnaround,954735,South
439,453,BUNCOMBE COMMUNITY-EAST,SWANNANOA,NC,BUNCOMBE COUNTY SCHOOLS,Turnaround,11651,South
440,454,FAIRMONT HIGH,FAIRMONT,NC,ROBESON COUNTY SCHOOLS,Transformation,903372,South
441,455,NORTH PITT HIGH,BETHEL,NC,PITT COUNTY SCHOOLS,Transformation,728000,South
442,456,CATAWBA VALLEY HIGH,HICKORY,NC,HICKORY CITY SCHOOLS,Turnaround,109594,South
443,457,WARLICK SCHOOL,GASTONIA,NC,GASTON COUNTY SCHOOLS,Turnaround,766415,South
444,458,DURHAM'S PERFORMANCE LEARNING,DURHAM,NC,DURHAM PUBLIC SCHOOLS,Transformation,883395,South
445,459,GOLDSBORO HIGH,GOLDSBORO,NC,WAYNE COUNTY PUBLIC SCHOOLS,Transformation,962048,South
446,460,BRUNSWICK LEARNING CENTER,SOUTHPORT,NC,BRUNSWICK COUNTY SCHOOLS,Transformation,665360,South
447,461,W L GREENE ALTERNATIVE,NASHVILLE,NC,NASH-ROCKY MOUNT SCHOOLS,Transformation,421116,South
448,462,FARMVILLE CENTRAL HIGH,FARMVILLE,NC,PITT COUNTY SCHOOLS,Transformation,618800,South
449,463,SOUTHEAST HALIFAX HIGH,HALIFAX,NC,HALIFAX COUNTY SCHOOLS,Transformation,11709,South
450,464,PETREE ELEMENTARY,WINSTON-SALEM,NC,FORSYTH COUNTY SCHOOLS,Turnaround,100491,South
451,466,HENDERSON INDEPENDENT HIGH,SALISBURY,NC,ROWAN-SALISBURY SCHOOLS,Turnaround,816000,South
452,467,ANSON CHALLENGE ACADEMY,WADESBORO,NC,ANSON COUNTY SCHOOLS,Restart,730689,South
453,468,E E WADDELL HIGH,CHARLOTTE,NC,CHARLOTTE-MECKLENBURG SCHOOLS,Transformation,693605,South
