,Unnamed: 0,School Name,City,State,District Name,Model Selected,Award_Amount,Region
0,0,HOGARTH KINGEEKUK MEMORIAL SCHOOL,SAVOONGA,AK,BERING STRAIT SCHOOL DISTRICT,Transformation,471014,West
1,1,AKIACHAK SCHOOL,AKIACHAK,AK,YUPIIT SCHOOL DISTRICT,Transformation,520579,West
2,2,GAMBELL SCHOOL,GAMBELL,AK,BERING STRAIT SCHOOL DISTRICT,Transformation,449592,West
3,3,BURCHELL HIGH SCHOOL,WASILLA,AK,MATANUSKA-SUSITNA BOROUGH SCHOOL DISTRICT,Transformation,641184,West
4,4,AKIAK SCHOOL,AKIAK,AK,YUPIIT SCHOOL DISTRICT,Transformation,399686,West
5,5,MIDVALLEY HIGH,WASILLA,AK,MATANUSKA-SUSITNA BOROUGH SCHOOL DISTRICT,Restart,697703,West
6,6,TULUKSAK SCHOOL,TULUKSAK,AK,YUPIIT SCHOOL DISTRICT,Transformation,427658,West
7,7,CAPITOL HEIGHTS JR HIGH SCH,MONTGOMERY,AL,MONTGOMERY COUNTY,Transformation,110544,South
8,8,LOWNDES CO MIDDLE SCH,FORT DEPOSIT,AL,LOWNDES COUNTY,Transformation,12973,South
9,9,CENTRAL MIDDLE SCH,ROCKFORD,AL,COOSA COUNTY,Transformation,199828,South
10,10,BELLINGRATH JR HIGH SCH,MONTGOMERY,AL,MONTGOMERY COUNTY,Transformation,165903,South
11,11,HAYNEVILLE MIDDLE SCH,HAYNEVILLE,AL,LOWNDES COUNTY,Transformation,121657,South
12,12,SOUTHLAWN MIDDLE SCH,MONTGOMERY,AL,MONTGOMERY COUNTY,Transformation,914557,South
13,13,CONTINUOUS LEARNING CTR,MOBILE,AL,MOBILE COUNTY,Transformation,198953,South
14,14,JACKSON-STEELE ELEM SCH,HAYNEVILLE,AL,LOWNDES COUNTY,Transformation,118394,South
15,15,MCINTYRE MIDDLE SCH,MONTGOMERY,AL,MONTGOMERY COUNTY,Transformation,143238,South
16,16,JOHN ESSEX HIGH SCH,DEMOPOLIS,AL,MARENGO COUNTY,Transformation,151116,South
17,17,CALHOUN HIGH SCH,LETOHATCHEE,AL,LOWNDES COUNTY,Transformation,163619,South
18,18,OSCEOLA MIDDLE SCHOOL,OSCEOLA,AR,OSCEOLA SCHOOL DISTRICT,Transformation,665000,South
19,19,HALL HIGH SCHOOL,LITTLE ROCK,AR,LITTLE ROCK SCHOOL DISTRICT,Transformation,198728,South
20,20,ROSE CITY MIDDLE SCHOOL,NORTH LITTLE ROCK,AR,N. LITTLE ROCK SCHOOL DISTRICT,Transformation,991451,South
21,21,TRUSTY ELEMENTARY SCHOOL,FORT SMITH,AR,FORT SMITH SCHOOL DISTRICT,Transformation,990135,South
22,22,J.A. FAIR HIGH SCHOOL,LITTLE ROCK,AR,LITTLE ROCK SCHOOL DISTRICT,Transformation,197012,South
23,23,OSCEOLA HIGH SCHOOL,OSCEOLA,AR,OSCEOLA SCHOOL DISTRICT,Transformation,695000,South
24,24,CLOVERDALE MIDDLE SCHOOL,LITTLE ROCK,AR,LITTLE ROCK SCHOOL DISTRICT,Transformation,198783,South
25,25,GADSDEN ELEMENTARY SCHOOL,GADSDEN,AZ,GADSDEN ELEMENTARY DISTRICT,Transformation,847003,West
26,26,EAST VALLEY HIGH SCHOOL,MESA,AZ,LEGACY EDUCATION GROUP,Turnaround,381512,West
27,27,CRITTENTON YOUTH ACADEMY,PHOENIX,AZ,FLORENCE CRITTENTON SERVICES OF ARIZONA  INC.,Turnaround,915959,West
28,28,ALCHESAY HIGH SCHOOL,WHITERIVER,AZ,WHITERIVER UNIFIED DISTRICT,Transformation,812195,West
29,29,SAN CARLOS HIGH SCHOOL,SAN CARLOS,AZ,SAN CARLOS UNIFIED DISTRICT,Transformation,928654,West
30,30,PIMA PARTNERSHIP SCHOOL  THE,TUCSON,AZ,PIMA PREVENTION PARTNERSHIP DBA PIMA PARTNERSHIP SCHOOL  THE,Turnaround,818238,West
31,31,LA PUERTA HIGH SCHOOL,PHOENIX,AZ,OMEGA SCHOOLS D.B.A. OMEGA ACADEMY  INC.,Turnaround,634503,West
32,32,PROJECT MORE HIGH SCHOOL,TUCSON,AZ,TUCSON UNIFIED DISTRICT,Transformation,836556,West
33,33,PEACH SPRINGS SCHOOL,PEACH SPRINGS,AZ,PEACH SPRINGS UNIFIED DISTRICT,Transformation,880050,West
34,34,WHITE CONE HIGH SCHOOL,WHITE CONE,AZ,CEDAR UNIFIED DISTRICT,Transformation,728696,West
35,35,JAMES SANDOVAL PREPARATORY HIGH SCHOOL,PHOENIX,AZ,JAMES SANDOVAL PREPARATORY HIGH SCHOOL,Transformation,696668,West
36,36,SEVEN MILE SCHOOL,WHITERIVER,AZ,WHITERIVER UNIFIED DISTRICT,Transformation,826589,West
37,37,Rice Elementary School,San Carlos,AZ,San Carlos Unified District,Transformation,204246,West
38,38,HOWENSTINE HIGH SCHOOL,TUCSON,AZ,TUCSON UNIFIED DISTRICT,Transformation,760314,West
39,39,BABOQUIVARI HIGH SCHOOL,SELLS,AZ,INDIAN OASIS-BABOQUIVARI UNIFIED DISTRICT,Turnaround,558022,West
40,40,IMAGINE ELEMENTARY AT CAMELBACK,PHOENIX,AZ,IMAGINE CHARTER ELEMENTARY AT CAMELBACK  INC.,Turnaround,696520,West
41,41,MT TIPTON ELEMENTARY SCHOOL,DOLAN SPRINGS,AZ,KINGMAN UNIFIED SCHOOL DISTRICT,Transformation,565322,West
42,42,CANYON DAY JUNIOR HIGH SCHOOL,WHITERIVER,AZ,WHITERIVER UNIFIED DISTRICT,Transformation,599344,West
43,43,SELIGMAN HIGH SCHOOL,SELIGMAN,AZ,SELIGMAN UNIFIED DISTRICT,Turnaround,490954,West
44,44,FREMONT MIDDLE,POMONA,CA,POMONA UNIFIED,Transformation,174245,West
45,45,SIERRA INTERMEDIATE,SANTA ANA,CA,SANTA ANA UNIFIED,Transformation,181152,West
46,46,LONGWOOD ELEMENTARY,HAYWARD,CA,HAYWARD UNIFIED,Turnaround,162698,West
47,47,MCFARLAND HIGH,MCFARLAND,CA,MCFARLAND UNIFIED,Transformation,997852,West
48,48,PACIFIC HIGH,SAN BERNARDINO,CA,SAN BERNARDINO CITY UNIFIED,Transformation,10000,West
49,49,GREENFIELD ELEMENTARY,GREENFIELD,CA,GREENFIELD UNION ELEMENTARY,Transformation,743444,West
50,50,TUMBLEWEED ELEMENTARY,PALMDALE,CA,PALMDALE ELEMENTARY,Turnaround,179933,West
51,51,HILLSIDE ELEMENTARY,SAN LEANDRO,CA,SAN LORENZO UNIFIED,Transformation,530980,West
52,52,FLORENCE GRIFFITH JOYNER ELEMENTARY,LOS ANGELES,CA,LOS ANGELES UNIFIED,Restart,188694,West
53,53,SAN GORGONIO HIGH,SAN BERNARDINO,CA,SAN BERNARDINO CITY UNIFIED,Transformation,10000,West
54,54,FONTANA A. B. MILLER HIGH,FONTANA,CA,FONTANA UNIFIED,Transformation,10000,West
55,55,ELMHURST COMMUNITY PREP,OAKLAND,CA,OAKLAND UNIFIED,Transformation,121793,West
56,56,PAUL REVERE ELEMENTARY,SAN FRANCISCO,CA,SAN FRANCISCO UNIFIED,Transformation,181577,West
57,57,SAMUEL GOMPERS MIDDLE,LOS ANGELES,CA,LOS ANGELES UNIFIED,Restart,189201,West
58,58,DAVIDSON ELEMENTARY,SAN BERNARDINO,CA,SAN BERNARDINO CITY UNIFIED,Transformation,148577,West
59,59,PALM AVENUE ELEMENTARY,WASCO,CA,WASCO UNION ELEMENTARY,Transformation,148665,West
60,60,SHORE ACRES ELEMENTARY,BAY POINT,CA,MT. DIABLO UNIFIED,Transformation,12252,West
61,61,CESAR CHAVEZ ELEMENTARY,SAN FRANCISCO,CA,SAN FRANCISCO UNIFIED,Transformation,175737,West
62,62,BUTTONWILLOW ELEMENTARY,BUTTONWILLOW,CA,BUTTONWILLOW UNION ELEMENTARY,Transformation,559268,West
63,63,EDISON-RONALD MCNAIR INTERMEDIATE,EAST PALO ALTO,CA,RAVENSWOOD CITY ELEMENTARY,Turnaround,135806,West
64,64,CENTURY HIGH,SANTA ANA,CA,SANTA ANA UNIFIED,Transformation,197223,West
65,65,LAKESIDE ELEMENTARY,HANFORD,CA,LAKESIDE UNION ELEMENTARY,Transformation,913211,West
66,66,KING/CHAVEZ ARTS ACADEMY,SAN DIEGO,CA,SAN DIEGO UNIFIED,Transformation,102906,West
67,67,PHARIS F. FEDDE MIDDLE,HAWAIIAN GARDENS,CA,ABC UNIFIED,Transformation,10000,West
68,68,SEASIDE HIGH,SEASIDE,CA,MONTEREY PENINSULA UNIFIED,Turnaround,159471,West
69,69,ELLA ELEMENTARY,OLIVEHURST,CA,MARYSVILLE JOINT UNIFIED,Turnaround,180738,West
70,70,WILSON ELEMENTARY,SAN BERNARDINO,CA,SAN BERNARDINO CITY UNIFIED,Turnaround,925749,West
71,71,YOSEMITE MIDDLE,FRESNO,CA,FRESNO UNIFIED,Turnaround,173752,West
72,72,T. S. MACQUIDDY ELEMENTARY,WATSONVILLE,CA,PAJARO VALLEY UNIFIED,Transformation,577030,West
73,73,ENCINA PREPARATORY HIGH,SACRAMENTO,CA,SAN JUAN UNIFIED,Turnaround,102743,West
74,74,EDWIN MARKHAM MIDDLE,LOS ANGELES,CA,LOS ANGELES UNIFIED,Restart,185886,West
75,75,RIO VISTA ELEMENTARY,SAN BERNARDINO,CA,SAN BERNARDINO CITY UNIFIED,Transformation,142575,West
76,76,FELICITA ELEMENTARY,ESCONDIDO,CA,ESCONDIDO UNION,Turnaround,171031,West
77,77,UNITED FOR SUCCESS ACADEMY,OAKLAND,CA,OAKLAND UNIFIED,Transformation,128129,West
78,78,MISSION HIGH,SAN FRANCISCO,CA,SAN FRANCISCO UNIFIED,Transformation,201467,West
79,79,GARDENA SENIOR HIGH,GARDENA,CA,LOS ANGELES UNIFIED,Transformation,167368,West
80,80,BARTON ELEMENTARY,SAN BERNARDINO,CA,SAN BERNARDINO CITY UNIFIED,Turnaround,10000,West
81,81,ROSE FERRERO ELEMENTARY,SOLEDAD,CA,SOLEDAD UNIFIED,Turnaround,157616,West
82,82,GEORGE WASHINGTON CARVER ELEMENTARY,SAN FRANCISCO,CA,SAN FRANCISCO UNIFIED,Turnaround,158151,West
83,83,EASTSIDE HIGH,LANCASTER,CA,ANTELOPE VALLEY UNION HIGH,Transformation,10000,West
84,84,GLENBROOK MIDDLE,CONCORD,CA,MT. DIABLO UNIFIED,Transformation,584002,West
85,85,COSTANO ELEMENTARY,EAST PALO ALTO,CA,RAVENSWOOD CITY ELEMENTARY,Turnaround,135806,West
86,86,WILLARD INTERMEDIATE,SANTA ANA,CA,SANTA ANA UNIFIED,Transformation,181152,West
87,87,PESCADERO ELEMENTARY AND MIDDLE,PESCADERO,CA,LA HONDA-PESCADERO UNIFIED,Transformation,629711,West
88,88,BURBANK ELEMENTARY,SAN DIEGO,CA,SAN DIEGO UNIFIED,Transformation,116423,West
89,89,HIGHLANDS ACADEMY OF ARTS AND DESIGN,NORTH HIGHLANDS,CA,TWIN RIVERS UNIFIED,Transformation,184555,West
90,90,MARTIN LUTHER KING,SEASIDE,CA,MONTEREY PENINSULA UNIFIED,Turnaround,126595,West
91,91,BURBANK ELEMENTARY,HAYWARD,CA,HAYWARD UNIFIED,Transformation,158712,West
92,92,EMERSON MIDDLE,POMONA,CA,POMONA UNIFIED,Transformation,152096,West
93,93,SANTA ANA HIGH,SANTA ANA,CA,SANTA ANA UNIFIED,Transformation,197223,West
94,94,MAYWOOD ACADEMY HIGH,MAYWOOD,CA,LOS ANGELES UNIFIED,Transformation,187692,West
95,95,SHANDIN HILLS MIDDLE,SAN BERNARDINO,CA,SAN BERNARDINO CITY UNIFIED,Turnaround,10000,West
96,96,WEBSTER ELEMENTARY,FRESNO,CA,FRESNO UNIFIED,Turnaround,17325,West
97,97,HALL DISTRICT ELEMENTARY,WATSONVILLE,CA,PAJARO VALLEY UNIFIED,Transformation,630428,West
98,98,EVERETT MIDDLE,SAN FRANCISCO,CA,SAN FRANCISCO UNIFIED,Turnaround,140557,West
99,99,THOMAS JEFFERSON SENIOR HIGH,LOS ANGELES,CA,LOS ANGELES UNIFIED,Transformation,180068,West
100,100,MARSHALL ELEMENTARY,SAN BERNARDINO,CA,SAN BERNARDINO CITY UNIFIED,Turnaround,194293,West
101,101,SAN JUAN,SAN JUAN BAUTISTA,CA,AROMAS/SAN JUAN UNIFIED,Transformation,173426,West
102,102,WEST SHORES HIGH,SALTON CITY,CA,COACHELLA VALLEY UNIFIED,Turnaround,126036,West
103,103,EXPLORE MIDDLE,OAKLAND,CA,OAKLAND UNIFIED,Closure,49045,West
104,104,JOHN MUIR ELEMENTARY,SAN FRANCISCO,CA,SAN FRANCISCO UNIFIED,Turnaround,148146,West
105,105,LINCOLN ELEMENTARY,RICHMOND,CA,WEST CONTRA COSTA UNIFIED,Turnaround,122138,West
106,106,SEMITROPIC ELEMENTARY,WASCO,CA,SEMITROPIC ELEMENTARY,Transformation,133333,West
107,107,GEORGE WASHINGTON CARVER MIDDLE,LOS ANGELES,CA,LOS ANGELES UNIFIED,Restart,174824,West
108,108,BRYANT ELEMENTARY,SAN FRANCISCO,CA,SAN FRANCISCO UNIFIED,Turnaround,155171,West
109,109,LITTLEROCK HIGH,LITTLEROCK,CA,ANTELOPE VALLEY UNION HIGH,Transformation,17292,West
110,110,BEL AIR ELEMENTARY,BAY POINT,CA,MT. DIABLO UNIFIED,Transformation,144166,West
111,111,POMONA SENIOR HIGH,POMONA,CA,POMONA UNIFIED,Transformation,189832,West
112,112,VALLEY HIGH,SANTA ANA,CA,SANTA ANA UNIFIED,Transformation,197223,West
113,113,TENNYSON HIGH,HAYWARD,CA,HAYWARD UNIFIED,Transformation,179529,West
114,114,HIGHLAND ELEMENTARY,SEASIDE,CA,MONTEREY PENINSULA UNIFIED,Turnaround,126595,West
115,115,ARROYO VALLEY HIGH,SAN BERNARDINO,CA,SAN BERNARDINO CITY UNIFIED,Transformation,10000,West
116,116,VISTA VERDE MIDDLE,GREENFIELD,CA,GREENFIELD UNION ELEMENTARY,Transformation,806917,West
117,117,CACTUS MIDDLE,PALMDALE,CA,PALMDALE ELEMENTARY,Turnaround,184271,West
118,118,SADDLEBACK HIGH,SANTA ANA,CA,SANTA ANA UNIFIED,Transformation,197223,West
119,119,ROBERT LOUIS STEVENSON MIDDLE,LOS ANGELES,CA,LOS ANGELES UNIFIED,Restart,189229,West
120,120,SERRANO MIDDLE,HIGHLAND,CA,SAN BERNARDINO CITY UNIFIED,Turnaround,179747,West
121,121,CARVER ACADEMY,FRESNO,CA,FRESNO UNIFIED,Turnaround,105245,West
122,122,CALABASAS ELEMENTARY,WATSONVILLE,CA,PAJARO VALLEY UNIFIED,Transformation,631759,West
123,123,JOHN O'CONNELL ALTERNATIVE HIGH,SAN FRANCISCO,CA,SAN FRANCISCO UNIFIED,Transformation,163043,West
124,124,HILLCREST DRIVE ELEMENTARY,LOS ANGELES,CA,LOS ANGELES UNIFIED,Transformation,189181,West
125,125,HUNT ELEMENTARY,SAN BERNARDINO,CA,SAN BERNARDINO CITY UNIFIED,Turnaround,140097,West
126,126,RIVERSIDE COUNTY COMMUNITY,RIVERSIDE,CA,RIVERSIDE COUNTY OFFICE OF EDUCATION,Transformation,141497,West
127,127,CHUALAR ELEMENTARY,CHUALAR,CA,CHUALAR UNION ELEMENTARY,Transformation,233414,West
128,128,RIO VISTA ELEMENTARY,BAY POINT,CA,MT. DIABLO UNIFIED,Transformation,443230,West
129,129,HORACE MANN MIDDLE,SAN FRANCISCO,CA,SAN FRANCISCO UNIFIED,Transformation,125599,West
130,130,STANFORD NEW SCHOOL,MENLO PARK,CA,RAVENSWOOD CITY ELEMENTARY,Transformation,105585,West
131,131,CESAR ESTRADA CHAVEZ DUAL LANGUAGE IMMERSION CHART,SANTA BARBARA,CA,SANTA BARBARA ELEMENTARY,Transformation,388816,West
132,132,JEFFERSON ELEMENTARY,LINDSAY,CA,LINDSAY UNIFIED,Turnaround,108247,West
133,133,"BROWN, JR., (WILLIE L.) ELEMENTARY",SAN FRANCISCO,CA,SAN FRANCISCO UNIFIED,Closure,50000,West
134,134,NORTE VISTA HIGH,RIVERSIDE,CA,ALVORD UNIFIED,Turnaround,187562,West
135,135,MARCH MOUNTAIN HIGH,MORENO VALLEY,CA,MORENO VALLEY UNIFIED,Transformation,481154,West
136,136,NORTH HIGH SCHOOL,DENVER,CO,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,Transformation,924081,West
137,137,HASKIN ELEMENTARY SCHOOL,CENTER,CO,"CENTER CONSOLIDATED SCHOOL DISTRICT NO. 26 JT., OF THE COUNT",Transformation,539797,West
138,138,RONCALLI MIDDLE SCHOOL,PUEBLO,CO,"PUEBLO, SCHOOL DISTRICT NO. 60, IN THE COUNTY OF PUEBLO AND",Transformation,674025,West
139,139,CENTRAL HIGH SCHOOL,PUEBLO,CO,"PUEBLO, SCHOOL DISTRICT NO. 60, IN THE COUNTY OF PUEBLO AND",Transformation,852911,West
140,140,MONTBELLO HIGH SCHOOL,DENVER,CO,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,Transformation,100778,West
141,141,LAKE MIDDLE SCHOOL,DENVER,CO,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,Restart,619609,West
142,142,HANSON ELEMENTARY SCHOOL,COMMERCE CITY,CO,SCHOOL DISTRICT N. 14 IN THE COUNTY OF ADAMS & STATE OF COLO,Transformation,641451,West
143,143,LEMUEL PITTS MIDDLE SCHOOL,PUEBLO,CO,"PUEBLO, SCHOOL DISTRICT NO. 60, IN THE COUNTY OF PUEBLO AND",Turnaround,622865,West
144,144,CLIFTON ELEMENTARY SCHOOL,CLIFTON,CO,MESA COUNTY VALLEY SCHOOL DISTRICT NO. 51,Transformation,821295,West
145,145,RISHEL MIDDLE SCHOOL,DENVER,CO,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,Closure,13729,West
146,146,GREENLEE K-8 SCHOOL,DENVER,CO,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,Turnaround,671148,West
147,147,FORT LOGAN ELEMENTARY SCHOOL,ENGLEWOOD,CO,SHERIDAN SCHOOL DISTRICT NO. 2,Turnaround,728445,West
148,148,JAMES H RISLEY MIDDLE SCHOOL,PUEBLO,CO,"PUEBLO, SCHOOL DISTRICT NO. 60, IN THE COUNTY OF PUEBLO AND",Turnaround,606822,West
149,149,SKYLAND COMMUNITY HIGH SCHOOL,DENVER,CO,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,Closure,31935,West
150,150,PHILIPS ELEMENTARY SCHOOL,DENVER,CO,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,Closure,32491,West
151,151,GILPIN K-8 SCHOOL,DENVER,CO,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,Turnaround,374767,West
152,152,YOUTH & FAMILY ACADEMY CHARTER,PUEBLO,CO,"PUEBLO, SCHOOL DISTRICT NO. 60, IN THE COUNTY OF PUEBLO AND",Transformation,481016,West
153,153,FREED MIDDLE SCHOOL,PUEBLO,CO,"PUEBLO, SCHOOL DISTRICT NO. 60, IN THE COUNTY OF PUEBLO AND",Turnaround,595238,West
154,154,NOEL MIDDLE SCHOOL,DENVER,CO,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,Transformation,825829,West
155,155,BURNS SCHOOL,HARTFORD,CT,HARTFORD SCHOOL DISTRICT,Turnaround,430568,Northeast
156,156,BARNUM SCHOOL,BRIDGEPORT,CT,BRIDGEPORT SCHOOL DISTRICT,Transformation,500000,Northeast
157,157,KATHERINE BRENNAN SCHOOL,NEW HAVEN,CT,NEW HAVEN SCHOOL DISTRICT,Turnaround,590000,Northeast
158,158,DR. RAMON E. BETANCES SCHOOL,HARTFORD,CT,HARTFORD SCHOOL DISTRICT,Turnaround,400000,Northeast
159,159,STAMFORD ACADEMY,STAMFORD,CT,STAMFORD ACADEMY,Transformation,400000,Northeast
160,160,JAMES HILLHOUSE HIGH SCHOOL,NEW HAVEN,CT,NEW HAVEN SCHOOL DISTRICT,Transformation,700000,Northeast
161,161,MILNER SCHOOL,HARTFORD,CT,HARTFORD SCHOOL DISTRICT,Turnaround,430569,Northeast
162,162,HARDING HIGH SCHOOL,BRIDGEPORT,CT,BRIDGEPORT SCHOOL DISTRICT,Restart,800000,Northeast
163,163,NATCHAUG SCHOOL,WILLIMANTIC,CT,WINDHAM SCHOOL DISTRICT,Transformation,700000,Northeast
164,164,HILL CENTRAL MUSIC ACADEMY,NEW HAVEN,CT,NEW HAVEN SCHOOL DISTRICT,Turnaround,590000,Northeast
165,165,SAND SCHOOL,HARTFORD,CT,HARTFORD SCHOOL DISTRICT,Turnaround,400000,Northeast
166,166,BASSICK HIGH SCHOOL,BRIDGEPORT,CT,BRIDGEPORT SCHOOL DISTRICT,Transformation,700000,Northeast
167,167,WILBUR CROSS HIGH SCHOOL,NEW HAVEN,CT,NEW HAVEN SCHOOL DISTRICT,Transformation,700000,Northeast
168,168,SMALLEY ACADEMY,NEW BRITAIN,CT,NEW BRITAIN SCHOOL DISTRICT,Transformation,700000,Northeast
169,169,ANACOSTIA SHS,DISTRICT OF COLUMBIA,DC,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,Restart,517340,
170,170,BROWNE EC,DISTRICT OF COLUMBIA,DC,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,Transformation,445400,
171,171,DUNBAR SHS,DISTRICT OF COLUMBIA,DC,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,Restart,517340,
172,172,HAMILTON CENTER SPEC ED AT HAMILTON SCHOOL,DISTRICT OF COLUMBIA,DC,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,Turnaround,330050,
173,173,SPINGARN SHS,DISTRICT OF COLUMBIA,DC,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,Transformation,619950,
174,174,EASTERN SHS,DISTRICT OF COLUMBIA,DC,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,Turnaround,189350,
175,175,LUKE C. MOORE ACADEMY SHS,DISTRICT OF COLUMBIA,DC,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,Turnaround,552658,
176,176,PROSPECT LC,DISTRICT OF COLUMBIA,DC,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,Transformation,180700,
177,177,OPTIONS PCS,DISTRICT OF COLUMBIA,DC,OPTIONS PCS,Turnaround,541226,
178,178,KENILWORTH ES,DISTRICT OF COLUMBIA,DC,DISTRICT OF COLUMBIA PUBLIC SCHOOLS,Restart,305325,
179,179,SEAFORD SENIOR HIGH SCHOOL,SEAFORD,DE,SEAFORD SCHOOL DISTRICT,Transformation,630295,South
180,180,MOUNT PLEASANT HIGH SCHOOL,WILMINGTON,DE,BRANDYWINE SCHOOL DISTRICT,Transformation,672921,South
181,181,LITTLE RIVER ELEMENTARY SCHOOL,MIAMI,FL,DADE,Transformation,394739,South
182,182,HARDEE SENIOR HIGH SCHOOL,WAUCHULA,FL,HARDEE,Transformation,733198,South
183,183,MIAMI SOUTHRIDGE SENIOR HIGH,MIAMI,FL,DADE,Turnaround,115447,South
184,184,POINCIANA HIGH SCHOOL,KISSIMMEE,FL,OSCEOLA,Transformation,660025,South
185,185,EAST GADSDEN HIGH SCHOOL,HAVANA,FL,GADSDEN,Transformation,737977,South
186,186,COLUMBIA HIGH SCHOOL,LAKE CITY,FL,COLUMBIA,Transformation,759293,South
187,187,MIAMI JACKSON SENIOR HIGH SCHOOL,MIAMI,FL,DADE,Transformation,816787,South
188,188,MEMORIAL MIDDLE SCHOOL,ORLANDO,FL,ORANGE,Transformation,652558,South
189,189,LARKDALE ELEMENTARY SCHOOL,FORT LAUDERDALE,FL,BROWARD,Transformation,713746,South
190,190,EDWARD H. WHITE HIGH SCHOOL,JACKSONVILLE,FL,DUVAL,Transformation,759293,South
191,191,ST. JOHNS TECHNICAL HIGH SCHOOL,ST AUGUSTINE,FL,ST. JOHNS,Transformation,728868,South
192,192,HOMESTEAD SENIOR HIGH SCHOOL,HOMESTEAD,FL,DADE,Transformation,845263,South
193,193,LEESBURG HIGH SCHOOL,LEESBURG,FL,LAKE,Transformation,734298,South
194,194,CHARLES W. DUVAL ELEMENTARY SCHOOL,GAINESVILLE,FL,ALACHUA,Transformation,759293,South
195,195,SMART POPE LIVINGSTON ELEMENTARY,JACKSONVILLE,FL,DUVAL,Transformation,500000,South
196,196,DIXIE M. HOLLINS HIGH SCHOOL,ST PETERSBURG,FL,PINELLAS,Transformation,500000,South
197,197,DR. HENRY W. MACK/WEST LITTLE RIVER ELEMENTARY SCH,MIAMI,FL,DADE,Transformation,258108,South
198,198,CENTRAL HIGH SCHOOL,BROOKSVILLE,FL,HERNANDO,Transformation,737052,South
199,199,NORTH SHORE K-8,JACKSONVILLE,FL,DUVAL,Turnaround,711587,South
200,200,GLADES CENTRAL HIGH SCHOOL,BELLE GLADE,FL,PALM BEACH,Transformation,666136,South
201,201,NORTH MIAMI SENIOR HIGH SCHOOL,NORTH MIAMI,FL,DADE,Transformation,108015,South
202,202,GATEWAY HIGH SCHOOL,KISSIMMEE,FL,OSCEOLA,Transformation,660025,South
203,203,EDEN PARK ELEMENTARY SCHOOL,IMMOKALEE,FL,COLLIER,Transformation,617334,South
204,204,WEST GADSDEN HIGH SCHOOL,GREENSBORO,FL,GADSDEN,Transformation,737977,South
205,205,MIAMI EDISON SENIOR HIGH SCHOOL,MIAMI,FL,DADE,Turnaround,618351,South
206,206,MADISON COUNTY HIGH SCHOOL,MADISON,FL,MADISON,Transformation,515138,South
207,207,SUNLAND PARK ELEMENTARY SCHOOL,FORT LAUDERDALE,FL,BROWARD,Transformation,713746,South
208,208,NATHAN B. FORREST HIGH SCHOOL,JACKSONVILLE,FL,DUVAL,Transformation,759293,South
209,209,OSCAR J. POPE ELEMENTARY SCHOOL,LAKELAND,FL,POLK,Transformation,736088,South
210,210,NORTH MIAMI MIDDLE SCHOOL,NORTH MIAMI,FL,DADE,Transformation,440823,South
211,211,JEFFERSON COUNTY MIDDLE/HIGH SCHOOL,MONTICELLO,FL,JEFFERSON,Transformation,647552,South
212,212,LONG BRANCH ELEMENTARY SCHOOL,JACKSONVILLE,FL,DUVAL,Turnaround,500000,South
213,213,BOCA CIEGA HIGH SCHOOL,GULFPORT,FL,PINELLAS,Transformation,500000,South
214,214,PINE VILLA ELEMENTARY SCHOOL,MIAMI,FL,DADE,Transformation,267620,South
215,215,HERNANDO HIGH SCHOOL,BROOKSVILLE,FL,HERNANDO,Transformation,737052,South
216,216,ANDREW JACKSON HIGH SCHOOL,JACKSONVILLE,FL,DUVAL,Turnaround,636816,South
217,217,LAKE WORTH HIGH SCHOOL,LAKE WORTH,FL,PALM BEACH,Transformation,10496,South
218,218,HOLMES ELEMENTARY SCHOOL,MIAMI,FL,DADE,Transformation,276644,South
219,219,HAMILTON COUNTY HIGH SCHOOL,JASPER,FL,HAMILTON,Transformation,698427,South
220,220,OAK RIDGE HIGH SCHOOL,ORLANDO,FL,ORANGE,Transformation,652965,South
221,221,MIAMI NORTHWESTERN SENIOR HIGH,MIAMI,FL,DADE,Turnaround,796553,South
222,222,IMMOKALEE HIGH SCHOOL,IMMOKALEE,FL,COLLIER,Transformation,567148,South
223,223,WARRINGTON MIDDLE SCHOOL,PENSACOLA,FL,ESCAMBIA,Turnaround,759293,South
224,224,MIAMI CENTRAL SENIOR HIGH SCHOOL,MIAMI,FL,DADE,Turnaround,784700,South
