,mon,dom,dow,carrier,flight,org,depart,duration,delay,km,org_idx,org_dummy,depart_bucket,depart_dummy,dow_dummy,mon_dummy,features
568,8,1,1,WN,367,SMF,18.67,75,-7.0,626.0,4.0,"(7,[4],[1.0])",6.0,"(7,[6],[1.0])","(6,[1],[1.0])","(11,[8],[1.0])","(32,[0,5,14,16,29],[626.0,1.0,1.0,1.0,1.0])"
569,8,2,2,OO,5806,ORD,15.0,96,-17.0,744.0,0.0,"(7,[0],[1.0])",5.0,"(7,[5],[1.0])","(6,[2],[1.0])","(11,[8],[1.0])","(32,[0,1,13,17,29],[744.0,1.0,1.0,1.0,1.0])"
570,8,3,3,OO,3904,SFO,6.25,110,12.0,964.0,1.0,"(7,[1],[1.0])",2.0,"(7,[2],[1.0])","(6,[3],[1.0])","(11,[8],[1.0])","(32,[0,2,10,18,29],[964.0,1.0,1.0,1.0,1.0])"
571,8,5,5,OH,6892,JFK,14.98,66,18.0,232.0,2.0,"(7,[2],[1.0])",4.0,"(7,[4],[1.0])","(6,[5],[1.0])","(11,[8],[1.0])","(32,[0,3,12,20,29],[232.0,1.0,1.0,1.0,1.0])"
572,8,5,5,OO,5985,ORD,18.17,80,-4.0,520.0,0.0,"(7,[0],[1.0])",6.0,"(7,[6],[1.0])","(6,[5],[1.0])","(11,[8],[1.0])","(32,[0,1,14,20,29],[520.0,1.0,1.0,1.0,1.0])"
573,8,6,6,AA,413,ORD,11.75,255,-10.0,2778.0,0.0,"(7,[0],[1.0])",3.0,"(7,[3],[1.0])","(6,[],[])","(11,[8],[1.0])","(32,[0,1,11,29],[2778.0,1.0,1.0,1.0])"
574,8,7,0,AA,1403,ORD,14.83,110,-2.0,941.0,0.0,"(7,[0],[1.0])",4.0,"(7,[4],[1.0])","(6,[0],[1.0])","(11,[8],[1.0])","(32,[0,1,12,15,29],[941.0,1.0,1.0,1.0,1.0])"
575,8,7,0,B6,134,JFK,17.42,105,12.0,425.0,2.0,"(7,[2],[1.0])",5.0,"(7,[5],[1.0])","(6,[0],[1.0])","(11,[8],[1.0])","(32,[0,3,13,15,29],[425.0,1.0,1.0,1.0,1.0])"
576,8,7,0,OH,6919,LGA,10.25,164,-12.0,1342.0,3.0,"(7,[3],[1.0])",3.0,"(7,[3],[1.0])","(6,[0],[1.0])","(11,[8],[1.0])","(32,[0,4,11,15,29],[1342.0,1.0,1.0,1.0,1.0])"
577,8,9,2,B6,42,JFK,11.0,73,111.0,336.0,2.0,"(7,[2],[1.0])",3.0,"(7,[3],[1.0])","(6,[2],[1.0])","(11,[8],[1.0])","(32,[0,3,11,17,29],[336.0,1.0,1.0,1.0,1.0])"
578,8,9,2,UA,695,LGA,19.98,163,,1180.0,3.0,"(7,[3],[1.0])",6.0,"(7,[6],[1.0])","(6,[2],[1.0])","(11,[8],[1.0])","(32,[0,4,14,17,29],[1180.0,1.0,1.0,1.0,1.0])"
579,8,10,3,AA,462,ORD,19.92,110,3.0,1041.0,0.0,"(7,[0],[1.0])",6.0,"(7,[6],[1.0])","(6,[3],[1.0])","(11,[8],[1.0])","(32,[0,1,14,18,29],[1041.0,1.0,1.0,1.0,1.0])"
580,8,10,3,AA,933,JFK,12.0,170,32.0,1754.0,2.0,"(7,[2],[1.0])",4.0,"(7,[4],[1.0])","(6,[3],[1.0])","(11,[8],[1.0])","(32,[0,3,12,18,29],[1754.0,1.0,1.0,1.0,1.0])"
581,8,11,4,OO,5910,ORD,9.1,122,63.0,1244.0,0.0,"(7,[0],[1.0])",3.0,"(7,[3],[1.0])","(6,[4],[1.0])","(11,[8],[1.0])","(32,[0,1,11,19,29],[1244.0,1.0,1.0,1.0,1.0])"
582,8,11,4,OO,6439,ORD,20.08,61,-2.0,343.0,0.0,"(7,[0],[1.0])",6.0,"(7,[6],[1.0])","(6,[4],[1.0])","(11,[8],[1.0])","(32,[0,1,14,19,29],[343.0,1.0,1.0,1.0,1.0])"
583,8,14,0,AA,1005,ORD,10.42,265,38.0,2799.0,0.0,"(7,[0],[1.0])",3.0,"(7,[3],[1.0])","(6,[0],[1.0])","(11,[8],[1.0])","(32,[0,1,11,15,29],[2799.0,1.0,1.0,1.0,1.0])"
584,8,14,0,B6,135,JFK,6.75,180,-23.0,1728.0,2.0,"(7,[2],[1.0])",2.0,"(7,[2],[1.0])","(6,[0],[1.0])","(11,[8],[1.0])","(32,[0,3,10,15,29],[1728.0,1.0,1.0,1.0,1.0])"
585,8,14,0,UA,266,ORD,18.87,65,116.0,386.0,0.0,"(7,[0],[1.0])",6.0,"(7,[6],[1.0])","(6,[0],[1.0])","(11,[8],[1.0])","(32,[0,1,14,15,29],[386.0,1.0,1.0,1.0,1.0])"
586,8,15,1,B6,67,JFK,14.98,189,-8.0,1720.0,2.0,"(7,[2],[1.0])",4.0,"(7,[4],[1.0])","(6,[1],[1.0])","(11,[8],[1.0])","(32,[0,3,12,16,29],[1720.0,1.0,1.0,1.0,1.0])"
587,8,15,1,UA,664,ORD,18.33,50,25.0,220.0,0.0,"(7,[0],[1.0])",6.0,"(7,[6],[1.0])","(6,[1],[1.0])","(11,[8],[1.0])","(32,[0,1,14,16,29],[220.0,1.0,1.0,1.0,1.0])"
588,8,15,1,US,2116,LGA,7.0,66,,298.0,3.0,"(7,[3],[1.0])",2.0,"(7,[2],[1.0])","(6,[1],[1.0])","(11,[8],[1.0])","(32,[0,4,10,16,29],[298.0,1.0,1.0,1.0,1.0])"
589,8,16,2,AA,272,SFO,23.33,315,8.0,4160.0,1.0,"(7,[1],[1.0])",7.0,"(7,[],[])","(6,[2],[1.0])","(11,[8],[1.0])","(32,[0,2,17,29],[4160.0,1.0,1.0,1.0])"
590,8,16,2,B6,31,JFK,10.92,162,-5.0,1519.0,2.0,"(7,[2],[1.0])",3.0,"(7,[3],[1.0])","(6,[2],[1.0])","(11,[8],[1.0])","(32,[0,3,11,17,29],[1519.0,1.0,1.0,1.0,1.0])"
591,8,17,3,OO,6585,ORD,14.93,61,-6.0,343.0,0.0,"(7,[0],[1.0])",4.0,"(7,[4],[1.0])","(6,[3],[1.0])","(11,[8],[1.0])","(32,[0,1,12,18,29],[343.0,1.0,1.0,1.0,1.0])"
592,8,17,3,US,2163,LGA,7.0,69,0.0,344.0,3.0,"(7,[3],[1.0])",2.0,"(7,[2],[1.0])","(6,[3],[1.0])","(11,[8],[1.0])","(32,[0,4,10,18,29],[344.0,1.0,1.0,1.0,1.0])"
593,8,17,3,WN,1940,SFO,19.17,85,-3.0,719.0,1.0,"(7,[1],[1.0])",6.0,"(7,[6],[1.0])","(6,[3],[1.0])","(11,[8],[1.0])","(32,[0,2,14,18,29],[719.0,1.0,1.0,1.0,1.0])"
594,8,18,4,AA,442,SFO,12.08,320,39.0,4160.0,1.0,"(7,[1],[1.0])",4.0,"(7,[4],[1.0])","(6,[4],[1.0])","(11,[8],[1.0])","(32,[0,2,12,19,29],[4160.0,1.0,1.0,1.0,1.0])"
595,8,18,4,UA,802,SJC,6.33,160,17.0,1526.0,5.0,"(7,[5],[1.0])",2.0,"(7,[2],[1.0])","(6,[4],[1.0])","(11,[8],[1.0])","(32,[0,6,10,19,29],[1526.0,1.0,1.0,1.0,1.0])"
596,8,19,5,AA,1318,ORD,19.0,150,35.0,1617.0,0.0,"(7,[0],[1.0])",6.0,"(7,[6],[1.0])","(6,[5],[1.0])","(11,[8],[1.0])","(32,[0,1,14,20,29],[1617.0,1.0,1.0,1.0,1.0])"
597,8,19,5,OO,5526,SFO,10.33,86,33.0,509.0,1.0,"(7,[1],[1.0])",3.0,"(7,[3],[1.0])","(6,[5],[1.0])","(11,[8],[1.0])","(32,[0,2,11,20,29],[509.0,1.0,1.0,1.0,1.0])"
598,8,20,6,OO,3968,TUS,6.0,108,5.0,967.0,7.0,"(7,[],[])",2.0,"(7,[2],[1.0])","(6,[],[])","(11,[8],[1.0])","(32,[0,10,29],[967.0,1.0,1.0])"
599,8,21,0,AA,85,JFK,14.92,370,24.0,4162.0,2.0,"(7,[2],[1.0])",4.0,"(7,[4],[1.0])","(6,[0],[1.0])","(11,[8],[1.0])","(32,[0,3,12,15,29],[4162.0,1.0,1.0,1.0,1.0])"
600,8,22,1,AA,1561,ORD,18.67,275,30.0,2971.0,0.0,"(7,[0],[1.0])",6.0,"(7,[6],[1.0])","(6,[1],[1.0])","(11,[8],[1.0])","(32,[0,1,14,16,29],[2971.0,1.0,1.0,1.0,1.0])"
601,8,22,1,UA,226,SFO,8.05,95,-12.0,542.0,1.0,"(7,[1],[1.0])",2.0,"(7,[2],[1.0])","(6,[1],[1.0])","(11,[8],[1.0])","(32,[0,2,10,16,29],[542.0,1.0,1.0,1.0,1.0])"
602,8,22,1,UA,405,LGA,10.48,267,48.0,2606.0,3.0,"(7,[3],[1.0])",3.0,"(7,[3],[1.0])","(6,[1],[1.0])","(11,[8],[1.0])","(32,[0,4,11,16,29],[2606.0,1.0,1.0,1.0,1.0])"
603,8,22,1,UA,501,SFO,10.75,90,-4.0,719.0,1.0,"(7,[1],[1.0])",3.0,"(7,[3],[1.0])","(6,[1],[1.0])","(11,[8],[1.0])","(32,[0,2,11,16,29],[719.0,1.0,1.0,1.0,1.0])"
604,8,22,1,UA,1204,ORD,18.73,82,21.0,663.0,0.0,"(7,[0],[1.0])",6.0,"(7,[6],[1.0])","(6,[1],[1.0])","(11,[8],[1.0])","(32,[0,1,14,16,29],[663.0,1.0,1.0,1.0,1.0])"
605,8,24,3,AA,382,ORD,10.17,130,30.0,1180.0,0.0,"(7,[0],[1.0])",3.0,"(7,[3],[1.0])","(6,[3],[1.0])","(11,[8],[1.0])","(32,[0,1,11,18,29],[1180.0,1.0,1.0,1.0,1.0])"
606,8,24,3,AA,1797,LGA,7.83,180,8.0,1765.0,3.0,"(7,[3],[1.0])",2.0,"(7,[2],[1.0])","(6,[3],[1.0])","(11,[8],[1.0])","(32,[0,4,10,18,29],[1765.0,1.0,1.0,1.0,1.0])"
607,8,25,4,AA,1929,SFO,7.58,85,5.0,542.0,1.0,"(7,[1],[1.0])",2.0,"(7,[2],[1.0])","(6,[4],[1.0])","(11,[8],[1.0])","(32,[0,2,10,19,29],[542.0,1.0,1.0,1.0,1.0])"
608,8,25,4,B6,8,JFK,14.67,91,21.0,484.0,2.0,"(7,[2],[1.0])",4.0,"(7,[4],[1.0])","(6,[4],[1.0])","(11,[8],[1.0])","(32,[0,3,12,19,29],[484.0,1.0,1.0,1.0,1.0])"
609,8,26,5,AA,753,LGA,14.75,240,125.0,2235.0,3.0,"(7,[3],[1.0])",4.0,"(7,[4],[1.0])","(6,[5],[1.0])","(11,[8],[1.0])","(32,[0,4,12,20,29],[2235.0,1.0,1.0,1.0,1.0])"
610,8,26,5,AA,1339,ORD,17.83,260,26.0,2773.0,0.0,"(7,[0],[1.0])",5.0,"(7,[5],[1.0])","(6,[5],[1.0])","(11,[8],[1.0])","(32,[0,1,13,20,29],[2773.0,1.0,1.0,1.0,1.0])"
611,8,26,5,UA,176,SFO,11.8,338,56.0,4352.0,1.0,"(7,[1],[1.0])",3.0,"(7,[3],[1.0])","(6,[5],[1.0])","(11,[8],[1.0])","(32,[0,2,11,20,29],[4352.0,1.0,1.0,1.0,1.0])"
612,8,27,6,AA,117,JFK,14.5,355,16.0,3983.0,2.0,"(7,[2],[1.0])",4.0,"(7,[4],[1.0])","(6,[],[])","(11,[8],[1.0])","(32,[0,3,12,29],[3983.0,1.0,1.0,1.0])"
613,8,27,6,AA,327,LGA,11.67,155,28.0,1180.0,3.0,"(7,[3],[1.0])",3.0,"(7,[3],[1.0])","(6,[],[])","(11,[8],[1.0])","(32,[0,4,11,29],[1180.0,1.0,1.0,1.0])"
614,8,27,6,OH,6794,JFK,12.92,81,45.0,301.0,2.0,"(7,[2],[1.0])",4.0,"(7,[4],[1.0])","(6,[],[])","(11,[8],[1.0])","(32,[0,3,12,29],[301.0,1.0,1.0,1.0])"
615,8,28,0,AA,1686,ORD,7.08,110,-4.0,1041.0,0.0,"(7,[0],[1.0])",2.0,"(7,[2],[1.0])","(6,[0],[1.0])","(11,[8],[1.0])","(32,[0,1,10,15,29],[1041.0,1.0,1.0,1.0,1.0])"
616,8,29,1,AA,1940,ORD,19.42,175,41.0,1926.0,0.0,"(7,[0],[1.0])",6.0,"(7,[6],[1.0])","(6,[1],[1.0])","(11,[8],[1.0])","(32,[0,1,14,16,29],[1926.0,1.0,1.0,1.0,1.0])"
617,8,30,2,UA,133,SFO,8.95,95,-11.0,542.0,1.0,"(7,[1],[1.0])",2.0,"(7,[2],[1.0])","(6,[2],[1.0])","(11,[8],[1.0])","(32,[0,2,10,17,29],[542.0,1.0,1.0,1.0,1.0])"
618,8,30,2,UA,646,ORD,13.28,151,16.0,1157.0,0.0,"(7,[0],[1.0])",4.0,"(7,[4],[1.0])","(6,[2],[1.0])","(11,[8],[1.0])","(32,[0,1,12,17,29],[1157.0,1.0,1.0,1.0,1.0])"
619,9,1,3,AA,1269,JFK,17.33,170,39.0,1191.0,2.0,"(7,[2],[1.0])",5.0,"(7,[5],[1.0])","(6,[3],[1.0])","(11,[9],[1.0])","(32,[0,3,13,18,30],[1191.0,1.0,1.0,1.0,1.0])"
620,9,1,3,AA,1609,ORD,18.92,185,-22.0,1799.0,0.0,"(7,[0],[1.0])",6.0,"(7,[6],[1.0])","(6,[3],[1.0])","(11,[9],[1.0])","(32,[0,1,14,18,30],[1799.0,1.0,1.0,1.0,1.0])"
621,9,1,3,AA,1765,ORD,19.25,65,-9.0,415.0,0.0,"(7,[0],[1.0])",6.0,"(7,[6],[1.0])","(6,[3],[1.0])","(11,[9],[1.0])","(32,[0,1,14,18,30],[415.0,1.0,1.0,1.0,1.0])"
622,9,1,3,HA,175,OGG,9.42,34,,161.0,6.0,"(7,[6],[1.0])",3.0,"(7,[3],[1.0])","(6,[3],[1.0])","(11,[9],[1.0])","(32,[0,7,11,18,30],[161.0,1.0,1.0,1.0,1.0])"
623,9,1,3,US,204,SMF,9.25,112,5.0,1041.0,4.0,"(7,[4],[1.0])",3.0,"(7,[3],[1.0])","(6,[3],[1.0])","(11,[9],[1.0])","(32,[0,5,11,18,30],[1041.0,1.0,1.0,1.0,1.0])"
624,9,2,4,OO,6048,ORD,21.25,112,-18.0,1053.0,0.0,"(7,[0],[1.0])",7.0,"(7,[],[])","(6,[4],[1.0])","(11,[9],[1.0])","(32,[0,1,19,30],[1053.0,1.0,1.0,1.0])"
625,9,2,4,OO,6567,ORD,20.67,152,87.0,1466.0,0.0,"(7,[0],[1.0])",6.0,"(7,[6],[1.0])","(6,[4],[1.0])","(11,[9],[1.0])","(32,[0,1,14,19,30],[1466.0,1.0,1.0,1.0,1.0])"
626,9,2,4,UA,341,ORD,9.83,90,-13.0,669.0,0.0,"(7,[0],[1.0])",3.0,"(7,[3],[1.0])","(6,[4],[1.0])","(11,[9],[1.0])","(32,[0,1,11,19,30],[669.0,1.0,1.0,1.0,1.0])"
627,9,3,5,AA,874,ORD,18.83,140,-17.0,1395.0,0.0,"(7,[0],[1.0])",6.0,"(7,[6],[1.0])","(6,[5],[1.0])","(11,[9],[1.0])","(32,[0,1,14,20,30],[1395.0,1.0,1.0,1.0,1.0])"
628,9,4,6,B6,119,JFK,14.67,198,1.0,1902.0,2.0,"(7,[2],[1.0])",4.0,"(7,[4],[1.0])","(6,[],[])","(11,[9],[1.0])","(32,[0,3,12,30],[1902.0,1.0,1.0,1.0])"
629,9,4,6,UA,332,ORD,21.07,70,-12.0,378.0,0.0,"(7,[0],[1.0])",7.0,"(7,[],[])","(6,[],[])","(11,[9],[1.0])","(32,[0,1,30],[378.0,1.0,1.0])"
630,9,5,0,UA,54,SFO,6.22,128,-8.0,1093.0,1.0,"(7,[1],[1.0])",2.0,"(7,[2],[1.0])","(6,[0],[1.0])","(11,[9],[1.0])","(32,[0,2,10,15,30],[1093.0,1.0,1.0,1.0,1.0])"
631,9,6,1,HA,157,OGG,12.18,34,-12.0,161.0,6.0,"(7,[6],[1.0])",4.0,"(7,[4],[1.0])","(6,[1],[1.0])","(11,[9],[1.0])","(32,[0,7,12,16,30],[161.0,1.0,1.0,1.0,1.0])"
632,9,6,1,WN,1018,SJC,15.25,75,-15.0,496.0,5.0,"(7,[5],[1.0])",5.0,"(7,[5],[1.0])","(6,[1],[1.0])","(11,[9],[1.0])","(32,[0,6,13,16,30],[496.0,1.0,1.0,1.0,1.0])"
633,9,7,2,AA,1291,JFK,5.75,180,30.0,1754.0,2.0,"(7,[2],[1.0])",1.0,"(7,[1],[1.0])","(6,[2],[1.0])","(11,[9],[1.0])","(32,[0,3,9,17,30],[1754.0,1.0,1.0,1.0,1.0])"
634,9,7,2,OH,6562,JFK,12.0,94,-9.0,615.0,2.0,"(7,[2],[1.0])",4.0,"(7,[4],[1.0])","(6,[2],[1.0])","(11,[9],[1.0])","(32,[0,3,12,17,30],[615.0,1.0,1.0,1.0,1.0])"
635,9,7,2,OH,6627,JFK,16.67,140,-43.0,777.0,2.0,"(7,[2],[1.0])",5.0,"(7,[5],[1.0])","(6,[2],[1.0])","(11,[9],[1.0])","(32,[0,3,13,17,30],[777.0,1.0,1.0,1.0,1.0])"
636,9,7,2,OO,5728,SFO,17.67,90,-13.0,489.0,1.0,"(7,[1],[1.0])",5.0,"(7,[5],[1.0])","(6,[2],[1.0])","(11,[9],[1.0])","(32,[0,2,13,17,30],[489.0,1.0,1.0,1.0,1.0])"
637,9,8,3,B6,121,JFK,7.0,163,-5.0,1519.0,2.0,"(7,[2],[1.0])",2.0,"(7,[2],[1.0])","(6,[3],[1.0])","(11,[9],[1.0])","(32,[0,3,10,18,30],[1519.0,1.0,1.0,1.0,1.0])"
638,9,8,3,UA,620,ORD,16.0,113,9.0,985.0,0.0,"(7,[0],[1.0])",5.0,"(7,[5],[1.0])","(6,[3],[1.0])","(11,[9],[1.0])","(32,[0,1,13,18,30],[985.0,1.0,1.0,1.0,1.0])"
639,9,8,3,UA,1508,ORD,10.75,156,4.0,1617.0,0.0,"(7,[0],[1.0])",3.0,"(7,[3],[1.0])","(6,[3],[1.0])","(11,[9],[1.0])","(32,[0,1,11,18,30],[1617.0,1.0,1.0,1.0,1.0])"
640,9,8,3,US,2187,LGA,19.0,77,,344.0,3.0,"(7,[3],[1.0])",6.0,"(7,[6],[1.0])","(6,[3],[1.0])","(11,[9],[1.0])","(32,[0,4,14,18,30],[344.0,1.0,1.0,1.0,1.0])"
641,9,9,4,UA,683,LGA,14.07,156,-5.0,1180.0,3.0,"(7,[3],[1.0])",4.0,"(7,[4],[1.0])","(6,[4],[1.0])","(11,[9],[1.0])","(32,[0,4,12,19,30],[1180.0,1.0,1.0,1.0,1.0])"
642,9,10,5,UA,10,SFO,11.62,343,27.0,4162.0,1.0,"(7,[1],[1.0])",3.0,"(7,[3],[1.0])","(6,[5],[1.0])","(11,[9],[1.0])","(32,[0,2,11,20,30],[4162.0,1.0,1.0,1.0,1.0])"
643,9,11,6,B6,45,JFK,7.93,174,-19.0,1617.0,2.0,"(7,[2],[1.0])",2.0,"(7,[2],[1.0])","(6,[],[])","(11,[9],[1.0])","(32,[0,3,10,30],[1617.0,1.0,1.0,1.0])"
644,9,11,6,OH,6673,JFK,13.0,85,-10.0,343.0,2.0,"(7,[2],[1.0])",4.0,"(7,[4],[1.0])","(6,[],[])","(11,[9],[1.0])","(32,[0,3,12,30],[343.0,1.0,1.0,1.0])"
645,9,12,0,B6,1107,JFK,16.58,120,5.0,686.0,2.0,"(7,[2],[1.0])",5.0,"(7,[5],[1.0])","(6,[0],[1.0])","(11,[9],[1.0])","(32,[0,3,13,15,30],[686.0,1.0,1.0,1.0,1.0])"
646,9,12,0,OO,5822,ORD,21.07,108,-11.0,1015.0,0.0,"(7,[0],[1.0])",7.0,"(7,[],[])","(6,[0],[1.0])","(11,[9],[1.0])","(32,[0,1,15,30],[1015.0,1.0,1.0,1.0])"
647,9,12,0,UA,207,ORD,9.0,277,33.0,2971.0,0.0,"(7,[0],[1.0])",3.0,"(7,[3],[1.0])","(6,[0],[1.0])","(11,[9],[1.0])","(32,[0,1,11,15,30],[2971.0,1.0,1.0,1.0,1.0])"
648,9,12,0,UA,519,ORD,19.0,77,1.0,481.0,0.0,"(7,[0],[1.0])",6.0,"(7,[6],[1.0])","(6,[0],[1.0])","(11,[9],[1.0])","(32,[0,1,14,15,30],[481.0,1.0,1.0,1.0,1.0])"
649,9,13,1,UA,776,ORD,13.27,83,30.0,425.0,0.0,"(7,[0],[1.0])",4.0,"(7,[4],[1.0])","(6,[1],[1.0])","(11,[9],[1.0])","(32,[0,1,12,16,30],[425.0,1.0,1.0,1.0,1.0])"
650,9,14,2,UA,186,SFO,13.95,328,-37.0,4057.0,1.0,"(7,[1],[1.0])",4.0,"(7,[4],[1.0])","(6,[2],[1.0])","(11,[9],[1.0])","(32,[0,2,12,17,30],[4057.0,1.0,1.0,1.0,1.0])"
651,9,14,2,UA,1161,ORD,20.17,224,-20.0,2313.0,0.0,"(7,[0],[1.0])",6.0,"(7,[6],[1.0])","(6,[2],[1.0])","(11,[9],[1.0])","(32,[0,1,14,17,30],[2313.0,1.0,1.0,1.0,1.0])"
652,9,15,3,AA,201,JFK,6.42,360,22.0,3983.0,2.0,"(7,[2],[1.0])",2.0,"(7,[2],[1.0])","(6,[3],[1.0])","(11,[9],[1.0])","(32,[0,3,10,18,30],[3983.0,1.0,1.0,1.0,1.0])"
653,9,15,3,OO,5445,SFO,13.83,67,2.0,307.0,1.0,"(7,[1],[1.0])",4.0,"(7,[4],[1.0])","(6,[3],[1.0])","(11,[9],[1.0])","(32,[0,2,12,18,30],[307.0,1.0,1.0,1.0,1.0])"
654,9,16,4,B6,37,JFK,8.08,175,17.0,1654.0,2.0,"(7,[2],[1.0])",2.0,"(7,[2],[1.0])","(6,[4],[1.0])","(11,[9],[1.0])","(32,[0,3,10,19,30],[1654.0,1.0,1.0,1.0,1.0])"
655,9,16,4,UA,524,ORD,7.33,139,69.0,1395.0,0.0,"(7,[0],[1.0])",2.0,"(7,[2],[1.0])","(6,[4],[1.0])","(11,[9],[1.0])","(32,[0,1,10,19,30],[1395.0,1.0,1.0,1.0,1.0])"
656,9,17,5,AA,2093,LGA,12.17,190,21.0,1765.0,3.0,"(7,[3],[1.0])",4.0,"(7,[4],[1.0])","(6,[5],[1.0])","(11,[9],[1.0])","(32,[0,4,12,20,30],[1765.0,1.0,1.0,1.0,1.0])"
657,9,18,6,UA,341,ORD,9.92,90,-12.0,669.0,0.0,"(7,[0],[1.0])",3.0,"(7,[3],[1.0])","(6,[],[])","(11,[9],[1.0])","(32,[0,1,11,30],[669.0,1.0,1.0,1.0])"
658,9,19,0,AA,437,ORD,13.0,90,-8.0,538.0,0.0,"(7,[0],[1.0])",4.0,"(7,[4],[1.0])","(6,[0],[1.0])","(11,[9],[1.0])","(32,[0,1,12,15,30],[538.0,1.0,1.0,1.0,1.0])"
659,9,19,0,OO,5496,SFO,22.33,67,75.0,307.0,1.0,"(7,[1],[1.0])",7.0,"(7,[],[])","(6,[0],[1.0])","(11,[9],[1.0])","(32,[0,2,15,30],[307.0,1.0,1.0,1.0])"
660,9,19,0,US,110,SFO,12.0,92,-5.0,666.0,1.0,"(7,[1],[1.0])",4.0,"(7,[4],[1.0])","(6,[0],[1.0])","(11,[9],[1.0])","(32,[0,2,12,15,30],[666.0,1.0,1.0,1.0,1.0])"
661,9,20,1,B6,357,JFK,16.88,375,3.0,3967.0,2.0,"(7,[2],[1.0])",5.0,"(7,[5],[1.0])","(6,[1],[1.0])","(11,[9],[1.0])","(32,[0,3,13,16,30],[3967.0,1.0,1.0,1.0,1.0])"
662,9,23,4,B6,619,JFK,20.17,169,-27.0,1334.0,2.0,"(7,[2],[1.0])",6.0,"(7,[6],[1.0])","(6,[4],[1.0])","(11,[9],[1.0])","(32,[0,3,14,19,30],[1334.0,1.0,1.0,1.0,1.0])"
663,9,24,5,AA,3,JFK,12.5,365,-26.0,3983.0,2.0,"(7,[2],[1.0])",4.0,"(7,[4],[1.0])","(6,[5],[1.0])","(11,[9],[1.0])","(32,[0,3,12,20,30],[3983.0,1.0,1.0,1.0,1.0])"
664,9,24,5,AA,780,ORD,6.0,175,14.0,1926.0,0.0,"(7,[0],[1.0])",2.0,"(7,[2],[1.0])","(6,[5],[1.0])","(11,[9],[1.0])","(32,[0,1,10,20,30],[1926.0,1.0,1.0,1.0,1.0])"
665,9,24,5,AA,1502,ORD,6.67,155,8.0,1629.0,0.0,"(7,[0],[1.0])",2.0,"(7,[2],[1.0])","(6,[5],[1.0])","(11,[9],[1.0])","(32,[0,1,10,20,30],[1629.0,1.0,1.0,1.0,1.0])"
666,9,24,5,WN,415,SJC,6.58,75,-4.0,536.0,5.0,"(7,[5],[1.0])",2.0,"(7,[2],[1.0])","(6,[5],[1.0])","(11,[9],[1.0])","(32,[0,6,10,20,30],[536.0,1.0,1.0,1.0,1.0])"
667,9,25,6,UA,1241,SFO,22.55,104,-8.0,885.0,1.0,"(7,[1],[1.0])",7.0,"(7,[],[])","(6,[],[])","(11,[9],[1.0])","(32,[0,2,30],[885.0,1.0,1.0])"
668,9,26,0,B6,1087,JFK,21.67,132,-31.0,871.0,2.0,"(7,[2],[1.0])",7.0,"(7,[],[])","(6,[0],[1.0])","(11,[9],[1.0])","(32,[0,3,15,30],[871.0,1.0,1.0,1.0])"
669,9,27,1,WN,1774,SMF,7.0,105,-18.0,974.0,4.0,"(7,[4],[1.0])",2.0,"(7,[2],[1.0])","(6,[1],[1.0])","(11,[9],[1.0])","(32,[0,5,10,16,30],[974.0,1.0,1.0,1.0,1.0])"
670,9,28,2,B6,709,JFK,6.0,223,10.0,2570.0,2.0,"(7,[2],[1.0])",2.0,"(7,[2],[1.0])","(6,[2],[1.0])","(11,[9],[1.0])","(32,[0,3,10,17,30],[2570.0,1.0,1.0,1.0,1.0])"
671,9,28,2,UA,226,SFO,7.8,87,-20.0,542.0,1.0,"(7,[1],[1.0])",2.0,"(7,[2],[1.0])","(6,[2],[1.0])","(11,[9],[1.0])","(32,[0,2,10,17,30],[542.0,1.0,1.0,1.0,1.0])"
672,9,29,3,AA,779,ORD,11.0,260,-28.0,2773.0,0.0,"(7,[0],[1.0])",3.0,"(7,[3],[1.0])","(6,[3],[1.0])","(11,[9],[1.0])","(32,[0,1,11,18,30],[2773.0,1.0,1.0,1.0,1.0])"
673,9,29,3,B6,45,JFK,7.93,174,-5.0,1617.0,2.0,"(7,[2],[1.0])",2.0,"(7,[2],[1.0])","(6,[3],[1.0])","(11,[9],[1.0])","(32,[0,3,10,18,30],[1617.0,1.0,1.0,1.0,1.0])"
674,9,29,3,B6,608,JFK,22.5,81,3.0,441.0,2.0,"(7,[2],[1.0])",7.0,"(7,[],[])","(6,[3],[1.0])","(11,[9],[1.0])","(32,[0,3,18,30],[441.0,1.0,1.0,1.0])"
675,9,29,3,OO,6446,ORD,18.1,109,3.0,1053.0,0.0,"(7,[0],[1.0])",6.0,"(7,[6],[1.0])","(6,[3],[1.0])","(11,[9],[1.0])","(32,[0,1,14,18,30],[1053.0,1.0,1.0,1.0,1.0])"
676,9,29,3,UA,1178,SMF,7.63,140,-9.0,1464.0,4.0,"(7,[4],[1.0])",2.0,"(7,[2],[1.0])","(6,[3],[1.0])","(11,[9],[1.0])","(32,[0,5,10,18,30],[1464.0,1.0,1.0,1.0,1.0])"
677,9,29,3,UA,1463,ORD,12.02,240,21.0,2438.0,0.0,"(7,[0],[1.0])",4.0,"(7,[4],[1.0])","(6,[3],[1.0])","(11,[9],[1.0])","(32,[0,1,12,18,30],[2438.0,1.0,1.0,1.0,1.0])"
