,mon,dom,dow,carrier,flight,org,depart,duration,delay,km,org_idx,org_dummy,features
0,11,20,6,US,19,JFK,9.48,351,,3465.0,2.0,"(7,[2],[1.0])",[3465.0]
1,0,22,2,UA,1107,ORD,16.33,82,30.0,509.0,0.0,"(7,[0],[1.0])",[509.0]
2,2,20,4,UA,226,SFO,6.17,82,-8.0,542.0,1.0,"(7,[1],[1.0])",[542.0]
3,9,13,1,AA,419,ORD,10.33,195,-5.0,1989.0,0.0,"(7,[0],[1.0])",[1989.0]
4,4,2,5,AA,325,ORD,8.92,65,,415.0,0.0,"(7,[0],[1.0])",[415.0]
5,5,2,1,UA,704,SFO,7.98,102,2.0,885.0,1.0,"(7,[1],[1.0])",[885.0]
6,7,2,6,AA,380,ORD,10.83,135,54.0,1180.0,0.0,"(7,[0],[1.0])",[1180.0]
7,1,16,6,UA,1477,ORD,8.0,232,-7.0,2317.0,0.0,"(7,[0],[1.0])",[2317.0]
8,1,22,5,UA,620,SJC,7.98,250,-13.0,2943.0,5.0,"(7,[5],[1.0])",[2943.0]
9,11,8,1,OO,5590,SFO,7.77,60,88.0,254.0,1.0,"(7,[1],[1.0])",[254.0]
10,4,26,1,AA,1144,SFO,13.25,210,-10.0,2356.0,1.0,"(7,[1],[1.0])",[2356.0]
11,4,25,0,AA,321,ORD,13.75,160,31.0,1574.0,0.0,"(7,[0],[1.0])",[1574.0]
12,8,30,2,UA,646,ORD,13.28,151,16.0,1157.0,0.0,"(7,[0],[1.0])",[1157.0]
13,3,16,3,UA,107,ORD,9.0,264,3.0,2808.0,0.0,"(7,[0],[1.0])",[2808.0]
14,0,3,4,AA,1559,LGA,17.08,190,32.0,1765.0,3.0,"(7,[3],[1.0])",[1765.0]
15,5,9,1,UA,770,SFO,12.7,158,20.0,1556.0,1.0,"(7,[1],[1.0])",[1556.0]
16,3,10,4,B6,937,ORD,17.58,265,155.0,2792.0,0.0,"(7,[0],[1.0])",[2792.0]
17,11,15,1,AA,2303,ORD,6.75,160,23.0,1291.0,0.0,"(7,[0],[1.0])",[1291.0]
18,8,18,4,UA,802,SJC,6.33,160,17.0,1526.0,5.0,"(7,[5],[1.0])",[1526.0]
19,2,14,5,B6,71,JFK,6.17,166,0.0,1519.0,2.0,"(7,[2],[1.0])",[1519.0]
20,7,21,4,OO,5806,ORD,19.0,110,21.0,977.0,0.0,"(7,[0],[1.0])",[977.0]
21,11,6,6,OO,5524,SFO,8.75,82,40.0,509.0,1.0,"(7,[1],[1.0])",[509.0]
22,0,10,4,AA,15,JFK,11.0,379,100.0,4162.0,2.0,"(7,[2],[1.0])",[4162.0]
23,11,14,0,OO,6500,SJC,6.33,90,-28.0,496.0,5.0,"(7,[5],[1.0])",[496.0]
24,3,1,2,OH,5105,ORD,13.83,75,-9.0,425.0,0.0,"(7,[0],[1.0])",[425.0]
25,1,18,1,OO,6761,ORD,20.5,102,168.0,750.0,0.0,"(7,[0],[1.0])",[750.0]
26,4,19,1,AA,181,JFK,16.92,360,15.0,3983.0,2.0,"(7,[2],[1.0])",[3983.0]
27,7,24,0,AA,1860,ORD,17.42,90,7.0,538.0,0.0,"(7,[0],[1.0])",[538.0]
28,3,21,1,WN,342,SJC,15.25,60,-8.0,476.0,5.0,"(7,[5],[1.0])",[476.0]
29,9,26,0,B6,1087,JFK,21.67,132,-31.0,871.0,2.0,"(7,[2],[1.0])",[871.0]
30,5,30,1,US,58,SMF,20.67,83,-7.0,639.0,4.0,"(7,[4],[1.0])",[639.0]
31,3,30,3,AA,755,ORD,10.75,165,6.0,1675.0,0.0,"(7,[0],[1.0])",[1675.0]
32,6,12,6,OH,5557,LGA,11.25,147,38.0,1162.0,3.0,"(7,[3],[1.0])",[1162.0]
33,11,27,6,AA,2331,ORD,14.42,160,53.0,1291.0,0.0,"(7,[0],[1.0])",[1291.0]
34,9,2,4,UA,909,ORD,15.42,153,-20.0,1429.0,0.0,"(7,[0],[1.0])",[1429.0]
35,0,8,2,UA,549,ORD,11.08,85,,538.0,0.0,"(7,[0],[1.0])",[538.0]
36,0,7,1,OO,5494,SFO,21.0,64,5.0,320.0,1.0,"(7,[1],[1.0])",[320.0]
37,2,21,5,AA,496,ORD,6.58,105,18.0,985.0,0.0,"(7,[0],[1.0])",[985.0]
38,4,14,3,OO,5889,ORD,14.83,166,119.0,1489.0,0.0,"(7,[0],[1.0])",[1489.0]
39,7,4,1,AA,1058,ORD,19.5,155,266.0,1617.0,0.0,"(7,[0],[1.0])",[1617.0]
40,0,22,2,AA,678,SFO,16.25,80,62.0,542.0,1.0,"(7,[1],[1.0])",[542.0]
41,2,6,4,AA,1438,ORD,18.33,85,45.0,658.0,0.0,"(7,[0],[1.0])",[658.0]
42,9,9,4,UA,683,LGA,14.07,156,-5.0,1180.0,3.0,"(7,[3],[1.0])",[1180.0]
43,3,11,5,UA,498,ORD,14.28,143,28.0,1347.0,0.0,"(7,[0],[1.0])",[1347.0]
44,3,14,1,OO,5912,ORD,11.02,70,-1.0,509.0,0.0,"(7,[0],[1.0])",[509.0]
45,10,3,1,B6,345,JFK,8.33,192,-1.0,1675.0,2.0,"(7,[2],[1.0])",[1675.0]
46,5,8,0,UA,574,ORD,14.48,79,,378.0,0.0,"(7,[0],[1.0])",[378.0]
47,2,25,2,UA,11,JFK,11.17,394,36.0,4162.0,2.0,"(7,[2],[1.0])",[4162.0]
48,0,5,6,AA,1547,ORD,15.25,60,16.0,285.0,0.0,"(7,[0],[1.0])",[285.0]
49,11,25,4,OO,6063,ORD,13.23,55,27.0,288.0,0.0,"(7,[0],[1.0])",[288.0]
50,1,1,5,OO,6417,ORD,17.55,176,92.0,1630.0,0.0,"(7,[0],[1.0])",[1630.0]
51,0,8,2,OO,5449,SMF,17.17,45,259.0,138.0,4.0,"(7,[4],[1.0])",[138.0]
52,8,26,5,AA,753,LGA,14.75,240,125.0,2235.0,3.0,"(7,[3],[1.0])",[2235.0]
53,4,6,2,UA,1293,SFO,13.17,94,-17.0,726.0,1.0,"(7,[1],[1.0])",[726.0]
54,0,28,1,OO,6669,ORD,10.02,194,29.0,1909.0,0.0,"(7,[0],[1.0])",[1909.0]
55,0,8,2,UA,1547,ORD,14.75,240,-18.0,2438.0,0.0,"(7,[0],[1.0])",[2438.0]
56,6,8,2,HA,133,OGG,9.35,34,-2.0,161.0,6.0,"(7,[6],[1.0])",[161.0]
57,4,16,5,B6,383,LGA,21.75,162,166.0,1732.0,3.0,"(7,[3],[1.0])",[1732.0]
58,1,28,4,AA,789,ORD,15.83,160,-9.0,1429.0,0.0,"(7,[0],[1.0])",[1429.0]
59,3,19,6,OO,5718,SFO,13.27,44,70.0,126.0,1.0,"(7,[1],[1.0])",[126.0]
60,11,1,1,AA,1659,ORD,20.67,90,83.0,649.0,0.0,"(7,[0],[1.0])",[649.0]
61,9,19,0,AA,437,ORD,13.0,90,-8.0,538.0,0.0,"(7,[0],[1.0])",[538.0]
62,11,1,1,AA,1571,ORD,12.17,85,115.0,538.0,0.0,"(7,[0],[1.0])",[538.0]
63,8,5,5,OO,5985,ORD,18.17,80,-4.0,520.0,0.0,"(7,[0],[1.0])",[520.0]
64,11,9,2,B6,131,JFK,7.33,195,-4.0,1728.0,2.0,"(7,[2],[1.0])",[1728.0]
65,3,3,4,UA,1504,SFO,10.87,99,53.0,666.0,1.0,"(7,[1],[1.0])",[666.0]
66,2,25,2,UA,842,ORD,8.28,277,18.0,2971.0,0.0,"(7,[0],[1.0])",[2971.0]
67,7,30,6,OO,6016,ORD,10.8,132,-16.0,1188.0,0.0,"(7,[0],[1.0])",[1188.0]
68,6,12,6,OH,5585,JFK,9.0,100,-7.0,296.0,2.0,"(7,[2],[1.0])",[296.0]
69,6,20,0,AA,2349,ORD,18.92,140,40.0,1291.0,0.0,"(7,[0],[1.0])",[1291.0]
70,4,17,6,OO,5492,SFO,17.25,42,11.0,124.0,1.0,"(7,[1],[1.0])",[124.0]
71,9,16,4,OH,6675,JFK,18.67,109,-4.0,343.0,2.0,"(7,[2],[1.0])",[343.0]
72,5,12,4,B6,91,JFK,15.92,373,13.0,4146.0,2.0,"(7,[2],[1.0])",[4146.0]
73,0,1,2,B6,145,JFK,20.58,204,79.0,1728.0,2.0,"(7,[2],[1.0])",[1728.0]
74,1,13,3,US,2189,LGA,20.0,82,,344.0,3.0,"(7,[3],[1.0])",[344.0]
75,4,21,3,HA,19,SMF,8.75,315,36.0,3962.0,4.0,"(7,[4],[1.0])",[3962.0]
76,4,19,1,UA,385,ORD,15.0,87,181.0,538.0,0.0,"(7,[0],[1.0])",[538.0]
77,6,19,6,B6,38,JFK,13.58,77,86.0,425.0,2.0,"(7,[2],[1.0])",[425.0]
78,2,27,4,AA,2060,SMF,14.08,195,16.0,2303.0,4.0,"(7,[4],[1.0])",[2303.0]
79,8,9,2,UA,695,LGA,19.98,163,,1180.0,3.0,"(7,[3],[1.0])",[1180.0]
80,2,21,5,AA,1087,ORD,20.17,140,72.0,1347.0,0.0,"(7,[0],[1.0])",[1347.0]
81,4,27,2,UA,156,ORD,15.83,79,-14.0,378.0,0.0,"(7,[0],[1.0])",[378.0]
82,0,21,1,UA,614,ORD,13.0,105,-9.0,985.0,0.0,"(7,[0],[1.0])",[985.0]
83,6,17,4,OH,5490,JFK,14.92,80,15.0,233.0,2.0,"(7,[2],[1.0])",[233.0]
84,11,5,5,OO,5954,ORD,8.02,77,0.0,520.0,0.0,"(7,[0],[1.0])",[520.0]
85,4,16,5,AA,1720,SJC,9.33,205,16.0,2314.0,5.0,"(7,[5],[1.0])",[2314.0]
86,9,14,2,UA,186,SFO,13.95,328,-37.0,4057.0,1.0,"(7,[1],[1.0])",[4057.0]
87,1,5,2,AA,761,ORD,10.75,65,114.0,415.0,0.0,"(7,[0],[1.0])",[415.0]
88,1,4,1,WN,2471,TUS,9.33,90,58.0,726.0,7.0,"(7,[],[])",[726.0]
89,0,7,1,WN,3155,SMF,18.92,90,5.0,771.0,4.0,"(7,[4],[1.0])",[771.0]
90,6,25,5,AA,775,LGA,8.5,185,9.0,1765.0,3.0,"(7,[3],[1.0])",[1765.0]
91,0,12,6,WN,943,SJC,20.08,75,,671.0,5.0,"(7,[5],[1.0])",[671.0]
92,0,17,4,OO,6153,ORD,16.83,56,,257.0,0.0,"(7,[0],[1.0])",[257.0]
93,4,15,4,AA,1248,ORD,6.67,115,-18.0,1091.0,0.0,"(7,[0],[1.0])",[1091.0]
94,10,21,5,UA,148,ORD,15.65,130,27.0,1091.0,0.0,"(7,[0],[1.0])",[1091.0]
95,4,27,2,HA,529,OGG,13.0,34,14.0,161.0,6.0,"(7,[6],[1.0])",[161.0]
96,5,23,1,AA,1178,SFO,15.17,215,42.0,2356.0,1.0,"(7,[1],[1.0])",[2356.0]
97,7,1,5,OH,5657,JFK,19.5,136,39.0,871.0,2.0,"(7,[2],[1.0])",[871.0]
98,9,30,4,UA,863,ORD,18.85,275,61.0,2971.0,0.0,"(7,[0],[1.0])",[2971.0]
99,9,6,1,WN,1018,SJC,15.25,75,-15.0,496.0,5.0,"(7,[5],[1.0])",[496.0]
100,9,12,0,UA,519,ORD,19.0,77,1.0,481.0,0.0,"(7,[0],[1.0])",[481.0]
101,3,15,2,OO,5992,ORD,6.27,78,34.0,460.0,0.0,"(7,[0],[1.0])",[460.0]
102,9,17,5,WN,1796,SMF,6.0,75,4.0,626.0,4.0,"(7,[4],[1.0])",[626.0]
103,4,16,5,UA,612,ORD,12.0,104,11.0,985.0,0.0,"(7,[0],[1.0])",[985.0]
104,10,12,3,AA,177,JFK,18.08,405,-23.0,4162.0,2.0,"(7,[2],[1.0])",[4162.0]
105,9,18,6,UA,341,ORD,9.92,90,-12.0,669.0,0.0,"(7,[0],[1.0])",[669.0]
106,2,10,1,OH,5105,ORD,13.83,75,30.0,425.0,0.0,"(7,[0],[1.0])",[425.0]
107,7,16,6,UA,322,SFO,10.7,124,-19.0,1093.0,1.0,"(7,[1],[1.0])",[1093.0]
108,8,16,2,AA,272,SFO,23.33,315,8.0,4160.0,1.0,"(7,[1],[1.0])",[4160.0]
109,7,15,5,B6,79,JFK,21.33,187,,1519.0,2.0,"(7,[2],[1.0])",[1519.0]
110,7,3,0,AA,1297,LGA,19.25,150,43.0,1225.0,3.0,"(7,[3],[1.0])",[1225.0]
111,7,9,6,OH,5089,JFK,10.98,92,22.0,425.0,2.0,"(7,[2],[1.0])",[425.0]
112,0,4,5,OH,5523,LGA,6.92,112,-7.0,694.0,3.0,"(7,[3],[1.0])",[694.0]
113,10,14,5,UA,292,SFO,12.12,308,0.0,3935.0,1.0,"(7,[1],[1.0])",[3935.0]
114,8,17,3,OO,6585,ORD,14.93,61,-6.0,343.0,0.0,"(7,[0],[1.0])",[343.0]
115,0,25,5,UA,36,OGG,22.5,285,29.0,3763.0,6.0,"(7,[6],[1.0])",[3763.0]
116,0,12,6,UA,294,SFO,15.2,305,-5.0,3954.0,1.0,"(7,[1],[1.0])",[3954.0]
117,0,7,1,HA,155,OGG,8.67,34,-1.0,161.0,6.0,"(7,[6],[1.0])",[161.0]
118,6,31,4,OO,6019,ORD,17.57,99,-15.0,744.0,0.0,"(7,[0],[1.0])",[744.0]
119,5,28,6,OH,5516,JFK,22.08,101,129.0,301.0,2.0,"(7,[2],[1.0])",[301.0]
120,1,26,2,OO,5985,ORD,19.83,79,115.0,520.0,0.0,"(7,[0],[1.0])",[520.0]
121,9,7,2,AA,1291,JFK,5.75,180,30.0,1754.0,2.0,"(7,[2],[1.0])",[1754.0]
122,9,1,3,AA,1269,JFK,17.33,170,39.0,1191.0,2.0,"(7,[2],[1.0])",[1191.0]
123,2,12,3,OO,5655,SMF,10.75,50,39.0,138.0,4.0,"(7,[4],[1.0])",[138.0]
124,2,17,1,UA,1582,SFO,19.5,91,-4.0,666.0,1.0,"(7,[1],[1.0])",[666.0]
125,4,6,2,OO,6164,ORD,16.3,63,-8.0,357.0,0.0,"(7,[0],[1.0])",[357.0]
126,7,14,4,OH,5519,LGA,7.75,131,-18.0,941.0,3.0,"(7,[3],[1.0])",[941.0]
127,0,2,3,AA,1442,ORD,16.58,105,82.0,985.0,0.0,"(7,[0],[1.0])",[985.0]
128,2,16,0,B6,369,LGA,21.08,166,6.0,1666.0,3.0,"(7,[3],[1.0])",[1666.0]
129,10,29,6,OO,6015,ORD,9.73,117,-32.0,896.0,0.0,"(7,[0],[1.0])",[896.0]
130,1,19,2,OO,6371,ORD,9.75,176,2.0,1630.0,0.0,"(7,[0],[1.0])",[1630.0]
131,10,22,6,WN,1010,SFO,18.0,150,-13.0,1556.0,1.0,"(7,[1],[1.0])",[1556.0]
132,7,23,6,US,49,SFO,9.38,92,-9.0,666.0,1.0,"(7,[1],[1.0])",[666.0]
133,9,8,3,US,2187,LGA,19.0,77,,344.0,3.0,"(7,[3],[1.0])",[344.0]
134,2,15,6,WN,3115,SMF,15.33,75,6.0,626.0,4.0,"(7,[4],[1.0])",[626.0]
135,3,5,6,UA,682,ORD,13.08,137,-20.0,1180.0,0.0,"(7,[0],[1.0])",[1180.0]
136,7,28,4,WN,896,SMF,18.75,135,24.0,1464.0,4.0,"(7,[4],[1.0])",[1464.0]
137,3,23,3,WN,2385,SMF,19.0,80,-1.0,650.0,4.0,"(7,[4],[1.0])",[650.0]
138,1,28,4,B6,625,JFK,13.17,245,145.0,2298.0,2.0,"(7,[2],[1.0])",[2298.0]
139,3,16,3,WN,895,SJC,8.0,70,6.0,496.0,5.0,"(7,[5],[1.0])",[496.0]
140,9,12,0,OO,5822,ORD,21.07,108,-11.0,1015.0,0.0,"(7,[0],[1.0])",[1015.0]
141,0,16,3,AA,779,ORD,10.33,260,-8.0,2773.0,0.0,"(7,[0],[1.0])",[2773.0]
142,6,4,5,UA,1504,SFO,10.75,97,17.0,666.0,1.0,"(7,[1],[1.0])",[666.0]
143,10,28,5,AA,2057,ORD,8.5,275,-15.0,3335.0,0.0,"(7,[0],[1.0])",[3335.0]
144,6,30,3,OH,5721,LGA,12.57,112,-20.0,694.0,3.0,"(7,[3],[1.0])",[694.0]
145,8,24,3,AA,1797,LGA,7.83,180,8.0,1765.0,3.0,"(7,[3],[1.0])",[1765.0]
146,6,24,4,OO,3908,SFO,10.2,104,-2.0,964.0,1.0,"(7,[1],[1.0])",[964.0]
147,10,15,6,B6,1075,JFK,16.17,109,258.0,463.0,2.0,"(7,[2],[1.0])",[463.0]
148,2,12,3,WN,441,SFO,6.33,90,-14.0,666.0,1.0,"(7,[1],[1.0])",[666.0]
149,1,22,5,B6,904,ORD,9.33,130,,1191.0,0.0,"(7,[0],[1.0])",[1191.0]
150,5,18,3,UA,472,ORD,13.12,101,10.0,850.0,0.0,"(7,[0],[1.0])",[850.0]
151,9,31,5,UA,549,ORD,10.88,92,,538.0,0.0,"(7,[0],[1.0])",[538.0]
152,4,1,4,UA,2,ORD,6.35,109,-14.0,964.0,0.0,"(7,[0],[1.0])",[964.0]
153,9,17,5,AA,2093,LGA,12.17,190,21.0,1765.0,3.0,"(7,[3],[1.0])",[1765.0]
154,5,15,0,UA,403,LGA,8.0,259,-13.0,2606.0,3.0,"(7,[3],[1.0])",[2606.0]
155,10,21,5,B6,819,JFK,14.48,175,2.0,1519.0,2.0,"(7,[2],[1.0])",[1519.0]
156,6,9,3,UA,224,SFO,23.32,311,-13.0,3893.0,1.0,"(7,[1],[1.0])",[3893.0]
157,1,26,2,OH,5394,LGA,20.5,145,74.0,1032.0,3.0,"(7,[3],[1.0])",[1032.0]
158,7,18,1,UA,322,SFO,10.67,124,78.0,1093.0,1.0,"(7,[1],[1.0])",[1093.0]
159,5,16,1,AA,1773,ORD,19.25,170,88.0,1799.0,0.0,"(7,[0],[1.0])",[1799.0]
160,3,13,0,UA,21,ORD,11.93,246,192.0,2659.0,0.0,"(7,[0],[1.0])",[2659.0]
161,5,14,6,B6,199,JFK,21.08,347,,3618.0,2.0,"(7,[2],[1.0])",[3618.0]
162,11,15,1,AA,1931,SFO,14.33,85,63.0,542.0,1.0,"(7,[1],[1.0])",[542.0]
163,3,18,5,AA,791,LGA,21.08,220,50.0,2235.0,3.0,"(7,[3],[1.0])",[2235.0]
164,1,24,0,OH,5526,JFK,20.83,108,7.0,430.0,2.0,"(7,[2],[1.0])",[430.0]
165,2,7,5,AA,1869,ORD,19.75,70,25.0,415.0,0.0,"(7,[0],[1.0])",[415.0]
166,0,29,2,UA,685,LGA,15.0,158,,1180.0,3.0,"(7,[3],[1.0])",[1180.0]
167,2,7,5,WN,1356,SMF,8.83,90,-9.0,771.0,4.0,"(7,[4],[1.0])",[771.0]
168,4,25,0,AA,1670,ORD,8.42,175,60.0,1902.0,0.0,"(7,[0],[1.0])",[1902.0]
169,1,10,0,B6,89,JFK,20.08,387,24.0,3911.0,2.0,"(7,[2],[1.0])",[3911.0]
170,3,12,6,B6,1315,JFK,22.08,90,23.0,367.0,2.0,"(7,[2],[1.0])",[367.0]
171,6,28,1,OO,5944,ORD,15.98,116,-2.0,896.0,0.0,"(7,[0],[1.0])",[896.0]
172,7,4,1,OO,5985,ORD,19.67,80,409.0,520.0,0.0,"(7,[0],[1.0])",[520.0]
173,11,17,3,OH,6439,ORD,12.0,78,43.0,425.0,0.0,"(7,[0],[1.0])",[425.0]
174,2,21,5,OO,6024,ORD,16.42,57,,253.0,0.0,"(7,[0],[1.0])",[253.0]
175,10,22,6,B6,217,JFK,18.08,405,17.0,3967.0,2.0,"(7,[2],[1.0])",[3967.0]
176,4,30,5,WN,1802,SJC,21.83,70,51.0,536.0,5.0,"(7,[5],[1.0])",[536.0]
177,2,28,5,AA,14,OGG,21.25,300,-19.0,4001.0,6.0,"(7,[6],[1.0])",[4001.0]
178,1,23,6,B6,713,JFK,6.0,224,24.0,2570.0,2.0,"(7,[2],[1.0])",[2570.0]
179,7,16,6,WN,233,SMF,20.33,80,34.0,639.0,4.0,"(7,[4],[1.0])",[639.0]
180,0,27,0,OO,5563,SMF,8.48,50,-14.0,138.0,4.0,"(7,[4],[1.0])",[138.0]
181,7,7,4,AA,14,OGG,21.33,300,-3.0,4001.0,6.0,"(7,[6],[1.0])",[4001.0]
182,1,7,4,US,10,ORD,18.83,233,39.0,2317.0,0.0,"(7,[0],[1.0])",[2317.0]
183,8,7,0,B6,134,JFK,17.42,105,12.0,425.0,2.0,"(7,[2],[1.0])",[425.0]
184,11,17,3,US,870,ORD,18.83,237,,2438.0,0.0,"(7,[0],[1.0])",[2438.0]
185,9,3,5,OH,6789,JFK,9.37,162,-8.0,1233.0,2.0,"(7,[2],[1.0])",[1233.0]
186,0,25,5,UA,717,ORD,19.92,265,54.0,2773.0,0.0,"(7,[0],[1.0])",[2773.0]
187,3,29,2,WN,2807,SMF,16.42,80,-6.0,600.0,4.0,"(7,[4],[1.0])",[600.0]
188,0,11,5,B6,1008,JFK,12.83,63,95.0,301.0,2.0,"(7,[2],[1.0])",[301.0]
189,0,2,3,WN,632,SFO,19.42,90,11.0,666.0,1.0,"(7,[1],[1.0])",[666.0]
190,6,7,1,AA,1345,ORD,14.08,250,75.0,2808.0,0.0,"(7,[0],[1.0])",[2808.0]
191,10,17,1,WN,2700,SMF,16.33,70,-4.0,576.0,4.0,"(7,[4],[1.0])",[576.0]
192,0,21,1,AA,423,JFK,11.5,190,5.0,1754.0,2.0,"(7,[2],[1.0])",[1754.0]
193,2,15,6,UA,1510,SFO,8.67,117,23.0,1048.0,1.0,"(7,[1],[1.0])",[1048.0]
194,6,1,2,UA,8,SFO,9.3,342,63.0,4162.0,1.0,"(7,[1],[1.0])",[4162.0]
195,8,30,2,UA,253,ORD,18.67,152,-17.0,1429.0,0.0,"(7,[0],[1.0])",[1429.0]
196,9,1,3,AA,1765,ORD,19.25,65,-9.0,415.0,0.0,"(7,[0],[1.0])",[415.0]
197,1,29,5,OO,5966,ORD,8.23,58,72.0,280.0,0.0,"(7,[0],[1.0])",[280.0]
198,6,23,3,B6,636,SFO,13.58,344,173.0,4352.0,1.0,"(7,[1],[1.0])",[4352.0]
199,7,12,2,B6,470,SJC,20.92,330,4.0,4328.0,5.0,"(7,[5],[1.0])",[4328.0]
200,8,15,1,UA,664,ORD,18.33,50,25.0,220.0,0.0,"(7,[0],[1.0])",[220.0]
201,8,17,3,US,2163,LGA,7.0,69,0.0,344.0,3.0,"(7,[3],[1.0])",[344.0]
202,4,5,1,HA,595,OGG,20.92,34,-10.0,161.0,6.0,"(7,[6],[1.0])",[161.0]
203,3,27,0,WN,287,SMF,7.92,75,-1.0,626.0,4.0,"(7,[4],[1.0])",[626.0]
204,6,25,5,B6,1002,JFK,7.33,75,17.0,301.0,2.0,"(7,[2],[1.0])",[301.0]
205,1,10,0,AA,1544,ORD,18.0,105,58.0,985.0,0.0,"(7,[0],[1.0])",[985.0]
206,7,3,0,OO,5482,SFO,12.98,72,-7.0,320.0,1.0,"(7,[1],[1.0])",[320.0]
207,11,14,0,WN,129,SJC,12.83,75,-12.0,496.0,5.0,"(7,[5],[1.0])",[496.0]
208,2,20,4,AA,655,JFK,7.17,235,0.0,2612.0,2.0,"(7,[2],[1.0])",[2612.0]
209,0,31,4,AA,201,JFK,6.5,375,0.0,3983.0,2.0,"(7,[2],[1.0])",[3983.0]
210,0,15,2,WN,2269,SMF,11.0,85,4.0,772.0,4.0,"(7,[4],[1.0])",[772.0]
211,0,5,6,OO,5975,ORD,15.75,90,28.0,658.0,0.0,"(7,[0],[1.0])",[658.0]
212,6,29,2,OO,5966,ORD,8.02,56,4.0,280.0,0.0,"(7,[0],[1.0])",[280.0]
213,11,17,3,UA,512,ORD,13.52,105,-13.0,956.0,0.0,"(7,[0],[1.0])",[956.0]
214,10,21,5,OO,6585,ORD,14.93,63,0.0,343.0,0.0,"(7,[0],[1.0])",[343.0]
215,8,15,1,B6,67,JFK,14.98,189,-8.0,1720.0,2.0,"(7,[2],[1.0])",[1720.0]
216,9,12,0,B6,1107,JFK,16.58,120,5.0,686.0,2.0,"(7,[2],[1.0])",[686.0]
217,3,16,3,UA,203,ORD,9.12,90,2.0,538.0,0.0,"(7,[0],[1.0])",[538.0]
218,1,25,1,UA,136,SFO,9.75,254,-4.0,2971.0,1.0,"(7,[1],[1.0])",[2971.0]
219,2,7,5,AA,751,LGA,14.75,240,86.0,2235.0,3.0,"(7,[3],[1.0])",[2235.0]
220,10,5,3,UA,524,ORD,6.85,135,36.0,1395.0,0.0,"(7,[0],[1.0])",[1395.0]
221,7,16,6,B6,611,JFK,8.67,155,66.0,1334.0,2.0,"(7,[2],[1.0])",[1334.0]
222,4,28,3,WN,2730,SJC,7.0,75,-4.0,496.0,5.0,"(7,[5],[1.0])",[496.0]
223,2,18,2,OO,6238,ORD,9.55,79,22.0,554.0,0.0,"(7,[0],[1.0])",[554.0]
224,1,5,2,AA,2361,ORD,21.0,140,157.0,1291.0,0.0,"(7,[0],[1.0])",[1291.0]
225,8,17,3,UA,399,ORD,8.95,72,-24.0,481.0,0.0,"(7,[0],[1.0])",[481.0]
226,5,11,3,AA,1417,ORD,14.75,225,36.0,2438.0,0.0,"(7,[0],[1.0])",[2438.0]
227,4,27,2,AA,2050,ORD,12.5,180,-16.0,1926.0,0.0,"(7,[0],[1.0])",[1926.0]
228,10,13,4,OO,5426,SFO,22.58,43,-7.0,138.0,1.0,"(7,[1],[1.0])",[138.0]
229,6,6,0,AA,454,ORD,18.25,115,82.0,1041.0,0.0,"(7,[0],[1.0])",[1041.0]
230,6,6,0,AA,400,ORD,9.75,140,-10.0,1395.0,0.0,"(7,[0],[1.0])",[1395.0]
231,4,7,3,AA,2355,ORD,20.08,135,48.0,1291.0,0.0,"(7,[0],[1.0])",[1291.0]
232,10,8,6,UA,481,ORD,15.13,235,-22.0,2317.0,0.0,"(7,[0],[1.0])",[2317.0]
233,9,1,3,HA,175,OGG,9.42,34,,161.0,6.0,"(7,[6],[1.0])",[161.0]
234,4,7,3,UA,130,ORD,21.92,48,,220.0,0.0,"(7,[0],[1.0])",[220.0]
235,2,23,0,AA,745,LGA,13.5,240,31.0,2235.0,3.0,"(7,[3],[1.0])",[2235.0]
236,1,27,3,B6,1,JFK,10.92,184,24.0,1720.0,2.0,"(7,[2],[1.0])",[1720.0]
237,5,20,5,UA,577,ORD,17.67,259,325.0,2866.0,0.0,"(7,[0],[1.0])",[2866.0]
238,4,6,2,AA,1344,TUS,11.0,130,31.0,1308.0,7.0,"(7,[],[])",[1308.0]
239,8,6,6,AA,413,ORD,11.75,255,-10.0,2778.0,0.0,"(7,[0],[1.0])",[2778.0]
240,4,19,1,UA,1564,ORD,18.5,171,16.0,1841.0,0.0,"(7,[0],[1.0])",[1841.0]
241,5,15,0,UA,314,ORD,21.55,86,113.0,663.0,0.0,"(7,[0],[1.0])",[663.0]
242,3,10,4,OH,5357,LGA,21.25,134,28.0,972.0,3.0,"(7,[3],[1.0])",[972.0]
243,11,9,2,OO,6752,ORD,6.22,107,-16.0,977.0,0.0,"(7,[0],[1.0])",[977.0]
244,0,2,3,AA,2079,ORD,8.33,265,-16.0,2773.0,0.0,"(7,[0],[1.0])",[2773.0]
245,5,19,4,B6,10,JFK,20.67,105,27.0,484.0,2.0,"(7,[2],[1.0])",[484.0]
246,3,21,1,US,514,SJC,13.83,85,-12.0,621.0,5.0,"(7,[5],[1.0])",[621.0]
247,7,4,1,OH,5436,LGA,15.98,169,62.0,1342.0,3.0,"(7,[3],[1.0])",[1342.0]
248,11,15,1,OO,5495,SFO,22.25,60,18.0,254.0,1.0,"(7,[1],[1.0])",[254.0]
249,8,14,0,AA,1005,ORD,10.42,265,38.0,2799.0,0.0,"(7,[0],[1.0])",[2799.0]
250,6,2,3,US,2144,LGA,21.0,72,1.0,298.0,3.0,"(7,[3],[1.0])",[298.0]
