,mon,dom,dow,carrier,flight,org,depart,duration,delay,km,org_idx,org_dummy,features
898,10,1,6,UA,506,ORD,8.07,91,-15.0,761.0,0.0,"(7,[0],[1.0])",[761.0]
899,11,21,0,B6,1432,SFO,7.0,87,62.0,570.0,1.0,"(7,[1],[1.0])",[570.0]
900,2,7,5,OO,6761,ORD,20.5,102,7.0,750.0,0.0,"(7,[0],[1.0])",[750.0]
901,7,26,2,WN,66,SMF,14.42,85,-1.0,771.0,4.0,"(7,[4],[1.0])",[771.0]
902,3,6,0,UA,580,ORD,10.67,110,13.0,1001.0,0.0,"(7,[0],[1.0])",[1001.0]
903,11,29,1,UA,1164,SFO,22.35,88,10.0,719.0,1.0,"(7,[1],[1.0])",[719.0]
904,3,4,5,OH,5103,JFK,9.33,96,45.0,430.0,2.0,"(7,[2],[1.0])",[430.0]
905,6,18,5,AA,337,LGA,14.98,160,20.0,1180.0,3.0,"(7,[3],[1.0])",[1180.0]
906,3,26,6,AA,2321,ORD,12.0,140,14.0,1291.0,0.0,"(7,[0],[1.0])",[1291.0]
907,8,27,6,AA,327,LGA,11.67,155,28.0,1180.0,3.0,"(7,[3],[1.0])",[1180.0]
908,4,2,5,AA,1823,ORD,9.17,170,110.0,1841.0,0.0,"(7,[0],[1.0])",[1841.0]
909,4,23,5,UA,158,SFO,23.08,240,10.0,2971.0,1.0,"(7,[1],[1.0])",[2971.0]
910,4,22,4,AA,759,LGA,16.42,235,25.0,2235.0,3.0,"(7,[3],[1.0])",[2235.0]
911,5,16,1,WN,613,SJC,21.08,55,19.0,303.0,5.0,"(7,[5],[1.0])",[303.0]
912,7,17,0,UA,732,ORD,8.23,108,6.0,948.0,0.0,"(7,[0],[1.0])",[948.0]
913,10,10,1,B6,74,JFK,15.48,87,10.0,430.0,2.0,"(7,[2],[1.0])",[430.0]
914,8,19,5,UA,581,ORD,15.52,262,-32.0,2799.0,0.0,"(7,[0],[1.0])",[2799.0]
915,3,7,1,OH,5131,LGA,8.95,130,20.0,769.0,3.0,"(7,[3],[1.0])",[769.0]
916,1,3,0,US,208,SJC,16.2,110,6.0,999.0,5.0,"(7,[5],[1.0])",[999.0]
917,2,12,3,UA,390,SJC,17.12,150,,1526.0,5.0,"(7,[5],[1.0])",[1526.0]
918,4,7,3,OO,5914,ORD,14.33,80,59.0,520.0,0.0,"(7,[0],[1.0])",[520.0]
919,9,19,0,US,110,SFO,12.0,92,-5.0,666.0,1.0,"(7,[1],[1.0])",[666.0]
920,7,28,4,UA,1468,SFO,22.38,94,5.0,666.0,1.0,"(7,[1],[1.0])",[666.0]
921,2,6,4,HA,115,OGG,7.5,34,-8.0,161.0,6.0,"(7,[6],[1.0])",[161.0]
922,2,16,0,UA,246,ORD,19.02,91,-14.0,761.0,0.0,"(7,[0],[1.0])",[761.0]
923,10,1,6,AA,1544,ORD,18.17,110,-17.0,985.0,0.0,"(7,[0],[1.0])",[985.0]
924,3,21,1,B6,612,JFK,14.33,75,-14.0,301.0,2.0,"(7,[2],[1.0])",[301.0]
925,8,20,6,OO,3968,TUS,6.0,108,5.0,967.0,7.0,"(7,[],[])",[967.0]
926,0,30,3,B6,369,LGA,21.08,166,3.0,1666.0,3.0,"(7,[3],[1.0])",[1666.0]
927,1,1,5,UA,658,ORD,18.0,141,149.0,1157.0,0.0,"(7,[0],[1.0])",[1157.0]
928,2,26,3,B6,51,JFK,13.5,185,0.0,1728.0,2.0,"(7,[2],[1.0])",[1728.0]
929,6,20,0,B6,919,JFK,20.5,171,154.0,1191.0,2.0,"(7,[2],[1.0])",[1191.0]
930,11,1,1,OO,5603,SMF,11.75,50,162.0,138.0,4.0,"(7,[4],[1.0])",[138.0]
931,9,29,3,B6,45,JFK,7.93,174,-5.0,1617.0,2.0,"(7,[2],[1.0])",[1617.0]
932,9,30,4,UA,346,ORD,21.42,94,,761.0,0.0,"(7,[0],[1.0])",[761.0]
933,9,25,6,UA,1241,SFO,22.55,104,-8.0,885.0,1.0,"(7,[1],[1.0])",[885.0]
934,3,11,5,OH,5679,LGA,16.08,130,16.0,769.0,3.0,"(7,[3],[1.0])",[769.0]
935,6,2,3,UA,245,ORD,8.98,149,31.0,1429.0,0.0,"(7,[0],[1.0])",[1429.0]
936,6,22,2,UA,10,SFO,11.38,354,89.0,4162.0,1.0,"(7,[1],[1.0])",[4162.0]
937,6,20,0,B6,648,SFO,22.33,336,,4162.0,1.0,"(7,[1],[1.0])",[4162.0]
938,3,28,1,B6,115,JFK,18.5,225,384.0,1902.0,2.0,"(7,[2],[1.0])",[1902.0]
939,7,26,2,OH,5046,JFK,20.17,145,-40.0,818.0,2.0,"(7,[2],[1.0])",[818.0]
940,4,20,2,B6,922,ORD,18.92,140,30.0,1395.0,0.0,"(7,[0],[1.0])",[1395.0]
941,6,13,0,AA,1957,SFO,20.25,85,27.0,542.0,1.0,"(7,[1],[1.0])",[542.0]
942,4,9,5,HA,30,OGG,14.5,320,8.0,4249.0,6.0,"(7,[6],[1.0])",[4249.0]
943,4,18,0,US,258,SFO,19.42,115,-8.0,1048.0,1.0,"(7,[1],[1.0])",[1048.0]
944,2,14,5,AA,1243,ORD,9.17,270,-14.0,2770.0,0.0,"(7,[0],[1.0])",[2770.0]
945,6,13,0,B6,619,JFK,21.0,168,96.0,1334.0,2.0,"(7,[2],[1.0])",[1334.0]
946,6,18,5,UA,111,ORD,11.53,251,36.0,2808.0,0.0,"(7,[0],[1.0])",[2808.0]
947,8,25,4,WN,1435,SMF,19.67,75,-6.0,626.0,4.0,"(7,[4],[1.0])",[626.0]
948,10,25,2,B6,377,LGA,13.42,179,30.0,1732.0,3.0,"(7,[3],[1.0])",[1732.0]
949,7,17,0,UA,410,SMF,6.0,139,65.0,1464.0,4.0,"(7,[4],[1.0])",[1464.0]
950,6,7,1,OH,5119,JFK,12.58,90,173.0,367.0,2.0,"(7,[2],[1.0])",[367.0]
951,0,18,5,B6,121,JFK,8.0,185,22.0,1519.0,2.0,"(7,[2],[1.0])",[1519.0]
952,1,22,5,UA,405,LGA,10.5,271,,2606.0,3.0,"(7,[3],[1.0])",[2606.0]
953,2,10,1,OO,6724,ORD,16.7,48,53.0,135.0,0.0,"(7,[0],[1.0])",[135.0]
954,2,6,4,UA,818,ORD,21.0,121,-18.0,1157.0,0.0,"(7,[0],[1.0])",[1157.0]
955,11,21,0,HA,545,OGG,17.67,34,34.0,161.0,6.0,"(7,[6],[1.0])",[161.0]
956,10,8,6,AA,582,SJC,8.08,210,9.0,2314.0,5.0,"(7,[5],[1.0])",[2314.0]
957,2,24,1,OO,5475,SFO,13.92,79,2.0,402.0,1.0,"(7,[1],[1.0])",[402.0]
958,8,7,0,OH,6919,LGA,10.25,164,-12.0,1342.0,3.0,"(7,[3],[1.0])",[1342.0]
959,3,6,0,UA,907,ORD,17.32,273,39.0,2971.0,0.0,"(7,[0],[1.0])",[2971.0]
960,9,10,5,UA,10,SFO,11.62,343,27.0,4162.0,1.0,"(7,[1],[1.0])",[4162.0]
961,10,25,2,WN,1489,SMF,14.5,75,1.0,626.0,4.0,"(7,[4],[1.0])",[626.0]
962,1,14,4,OO,5944,ORD,15.5,119,-1.0,896.0,0.0,"(7,[0],[1.0])",[896.0]
963,10,20,4,OH,6799,JFK,12.28,163,10.0,1191.0,2.0,"(7,[2],[1.0])",[1191.0]
964,9,24,5,AA,3,JFK,12.5,365,-26.0,3983.0,2.0,"(7,[2],[1.0])",[3983.0]
965,9,3,5,AA,874,ORD,18.83,140,-17.0,1395.0,0.0,"(7,[0],[1.0])",[1395.0]
966,8,22,1,UA,1204,ORD,18.73,82,21.0,663.0,0.0,"(7,[0],[1.0])",[663.0]
967,2,7,5,WN,3073,SMF,12.17,80,30.0,600.0,4.0,"(7,[4],[1.0])",[600.0]
968,0,14,1,US,473,JFK,9.67,362,,3618.0,2.0,"(7,[2],[1.0])",[3618.0]
969,6,27,0,US,2136,LGA,17.0,76,265.0,298.0,3.0,"(7,[3],[1.0])",[298.0]
970,1,14,4,UA,653,ORD,20.17,279,45.0,2943.0,0.0,"(7,[0],[1.0])",[2943.0]
971,8,26,5,AA,1339,ORD,17.83,260,26.0,2773.0,0.0,"(7,[0],[1.0])",[2773.0]
972,3,3,4,UA,763,ORD,14.75,72,3.0,415.0,0.0,"(7,[0],[1.0])",[415.0]
973,8,16,2,OH,6693,LGA,10.17,147,30.0,1041.0,3.0,"(7,[3],[1.0])",[1041.0]
974,7,18,1,WN,2300,SMF,14.92,75,-6.0,626.0,4.0,"(7,[4],[1.0])",[626.0]
975,9,13,1,OH,6749,LGA,19.58,150,-45.0,1032.0,3.0,"(7,[3],[1.0])",[1032.0]
976,8,1,1,WN,367,SMF,18.67,75,-7.0,626.0,4.0,"(7,[4],[1.0])",[626.0]
977,5,24,2,OO,5716,SFO,20.38,42,-3.0,126.0,1.0,"(7,[1],[1.0])",[126.0]
978,3,4,5,WN,609,SJC,15.0,110,16.0,999.0,5.0,"(7,[5],[1.0])",[999.0]
979,6,10,4,B6,87,JFK,13.75,325,48.0,3201.0,2.0,"(7,[2],[1.0])",[3201.0]
980,0,1,2,AA,2328,ORD,11.08,105,18.0,985.0,0.0,"(7,[0],[1.0])",[985.0]
981,3,16,3,US,17,JFK,17.92,350,353.0,3465.0,2.0,"(7,[2],[1.0])",[3465.0]
982,4,3,6,B6,117,JFK,7.0,186,49.0,1902.0,2.0,"(7,[2],[1.0])",[1902.0]
983,6,18,5,OO,3940,SMF,16.08,98,-11.0,856.0,4.0,"(7,[4],[1.0])",[856.0]
984,5,2,1,AA,759,LGA,16.42,225,69.0,2235.0,3.0,"(7,[3],[1.0])",[2235.0]
985,3,5,6,US,1571,ORD,16.42,132,0.0,1091.0,0.0,"(7,[0],[1.0])",[1091.0]
986,1,3,0,OO,3761,TUS,8.58,114,28.0,967.0,7.0,"(7,[],[])",[967.0]
987,1,3,0,OO,5962,ORD,16.83,83,108.0,663.0,0.0,"(7,[0],[1.0])",[663.0]
988,3,20,0,B6,837,JFK,14.92,175,19.0,1654.0,2.0,"(7,[2],[1.0])",[1654.0]
989,11,11,4,AA,1869,ORD,21.0,70,-9.0,415.0,0.0,"(7,[0],[1.0])",[415.0]
990,5,13,5,AA,1067,ORD,9.67,155,24.0,1489.0,0.0,"(7,[0],[1.0])",[1489.0]
991,3,8,2,AA,301,LGA,6.0,140,0.0,1180.0,3.0,"(7,[3],[1.0])",[1180.0]
992,2,26,3,AA,607,ORD,19.83,270,1.0,2808.0,0.0,"(7,[0],[1.0])",[2808.0]
993,2,10,1,UA,128,ORD,8.0,116,3.0,1091.0,0.0,"(7,[0],[1.0])",[1091.0]
994,5,9,1,HA,595,OGG,20.92,34,-9.0,161.0,6.0,"(7,[6],[1.0])",[161.0]
995,11,21,0,AA,411,ORD,13.67,85,16.0,538.0,0.0,"(7,[0],[1.0])",[538.0]
996,1,4,1,UA,1468,SFO,22.33,89,24.0,666.0,1.0,"(7,[1],[1.0])",[666.0]
997,3,16,3,HA,545,OGG,17.92,34,1.0,161.0,6.0,"(7,[6],[1.0])",[161.0]
998,11,28,0,OO,6398,SFO,18.8,94,-12.0,840.0,1.0,"(7,[1],[1.0])",[840.0]
999,7,29,5,UA,524,ORD,6.42,135,-4.0,1395.0,0.0,"(7,[0],[1.0])",[1395.0]
1000,1,29,5,AQ,227,OGG,20.0,34,1.0,161.0,6.0,"(7,[6],[1.0])",[161.0]
1001,6,8,2,OO,6108,ORD,17.08,72,90.0,481.0,0.0,"(7,[0],[1.0])",[481.0]
1002,1,16,6,UA,220,SFO,16.27,297,18.0,3893.0,1.0,"(7,[1],[1.0])",[3893.0]
1003,8,16,2,AA,1101,ORD,18.75,155,,1489.0,0.0,"(7,[0],[1.0])",[1489.0]
1004,4,10,6,WN,3873,SMF,15.5,70,37.0,576.0,4.0,"(7,[4],[1.0])",[576.0]
1005,5,6,5,UA,466,SFO,16.22,146,-22.0,1556.0,1.0,"(7,[1],[1.0])",[1556.0]
1006,1,18,1,UA,687,LGA,16.1,158,177.0,1180.0,3.0,"(7,[3],[1.0])",[1180.0]
1007,5,28,6,AA,1442,ORD,16.58,110,,985.0,0.0,"(7,[0],[1.0])",[985.0]
1008,11,15,1,UA,691,LGA,18.08,159,152.0,1180.0,3.0,"(7,[3],[1.0])",[1180.0]
1009,8,25,4,UA,472,SMF,6.05,234,2.0,2866.0,4.0,"(7,[4],[1.0])",[2866.0]
1010,10,17,1,OO,6703,ORD,21.23,103,39.0,790.0,0.0,"(7,[0],[1.0])",[790.0]
1011,8,10,3,AA,2463,ORD,7.5,85,-12.0,649.0,0.0,"(7,[0],[1.0])",[649.0]
1012,7,6,3,UA,145,ORD,12.63,264,-1.0,2971.0,0.0,"(7,[0],[1.0])",[2971.0]
1013,9,1,3,OO,6416,SFO,11.8,139,1.0,1442.0,1.0,"(7,[1],[1.0])",[1442.0]
1014,3,27,0,UA,945,ORD,12.0,154,-2.0,1429.0,0.0,"(7,[0],[1.0])",[1429.0]
1015,1,21,4,AA,2331,ORD,18.08,255,-2.0,2659.0,0.0,"(7,[0],[1.0])",[2659.0]
1016,7,29,5,US,1892,ORD,15.92,113,28.0,964.0,0.0,"(7,[0],[1.0])",[964.0]
1017,3,7,1,WN,2468,SMF,8.42,70,-4.0,576.0,4.0,"(7,[4],[1.0])",[576.0]
1018,11,29,1,WN,294,SJC,7.75,75,-12.0,496.0,5.0,"(7,[5],[1.0])",[496.0]
1019,6,17,4,UA,892,SFO,10.2,354,35.0,4162.0,1.0,"(7,[1],[1.0])",[4162.0]
1020,0,25,5,OO,5872,ORD,15.97,99,,705.0,0.0,"(7,[0],[1.0])",[705.0]
1021,1,19,2,AA,613,JFK,18.58,210,73.0,1754.0,2.0,"(7,[2],[1.0])",[1754.0]
1022,5,18,3,AA,408,ORD,20.67,115,27.0,1091.0,0.0,"(7,[0],[1.0])",[1091.0]
1023,11,22,1,AA,1031,ORD,19.08,205,30.0,1989.0,0.0,"(7,[0],[1.0])",[1989.0]
1024,8,22,1,AA,1101,ORD,18.75,155,7.0,1489.0,0.0,"(7,[0],[1.0])",[1489.0]
1025,1,7,4,AA,775,LGA,8.5,195,16.0,1765.0,3.0,"(7,[3],[1.0])",[1765.0]
1026,2,18,2,AA,2293,ORD,17.75,165,66.0,1574.0,0.0,"(7,[0],[1.0])",[1574.0]
1027,1,6,3,AA,730,ORD,12.5,180,,1902.0,0.0,"(7,[0],[1.0])",[1902.0]
1028,3,19,6,US,231,SJC,6.25,119,-14.0,999.0,5.0,"(7,[5],[1.0])",[999.0]
1029,5,20,5,UA,527,ORD,9.85,274,-13.0,2943.0,0.0,"(7,[0],[1.0])",[2943.0]
1030,8,25,4,UA,638,ORD,9.03,118,39.0,1157.0,0.0,"(7,[0],[1.0])",[1157.0]
1031,1,5,2,AA,2247,ORD,9.08,165,23.0,1802.0,0.0,"(7,[0],[1.0])",[1802.0]
1032,1,21,4,WN,727,SMF,17.83,80,26.0,650.0,4.0,"(7,[4],[1.0])",[650.0]
1033,0,9,3,AA,874,ORD,19.42,130,27.0,1395.0,0.0,"(7,[0],[1.0])",[1395.0]
1034,9,12,0,OO,5916,ORD,13.23,76,8.0,460.0,0.0,"(7,[0],[1.0])",[460.0]
1035,1,10,0,OH,5166,LGA,20.25,141,96.0,941.0,3.0,"(7,[3],[1.0])",[941.0]
1036,1,6,3,OO,5496,SFO,21.42,66,12.0,307.0,1.0,"(7,[1],[1.0])",[307.0]
1037,7,22,5,OO,6059,ORD,10.85,132,21.0,1188.0,0.0,"(7,[0],[1.0])",[1188.0]
1038,7,9,6,WN,477,TUS,11.0,140,-20.0,1202.0,7.0,"(7,[],[])",[1202.0]
1039,5,26,4,US,58,SMF,20.67,83,30.0,639.0,4.0,"(7,[4],[1.0])",[639.0]
1040,2,28,5,WN,1745,SFO,19.5,90,50.0,719.0,1.0,"(7,[1],[1.0])",[719.0]
1041,3,28,1,OO,5497,SFO,23.08,81,-5.0,402.0,1.0,"(7,[1],[1.0])",[402.0]
1042,5,26,4,AA,1807,ORD,18.92,120,87.0,975.0,0.0,"(7,[0],[1.0])",[975.0]
1043,5,25,3,UA,189,ORD,8.02,250,16.0,2773.0,0.0,"(7,[0],[1.0])",[2773.0]
1044,2,15,6,AA,1268,SMF,11.83,195,8.0,2303.0,4.0,"(7,[4],[1.0])",[2303.0]
1045,11,2,2,AA,348,ORD,19.33,129,-17.0,1180.0,0.0,"(7,[0],[1.0])",[1180.0]
1046,3,10,4,WN,329,SJC,20.0,80,31.0,621.0,5.0,"(7,[5],[1.0])",[621.0]
1047,0,10,4,UA,75,SFO,12.75,331,11.0,3859.0,1.0,"(7,[1],[1.0])",[3859.0]
1048,3,3,4,OH,5557,LGA,13.92,152,21.0,1162.0,3.0,"(7,[3],[1.0])",[1162.0]
1049,0,22,2,UA,475,ORD,9.53,146,40.0,1347.0,0.0,"(7,[0],[1.0])",[1347.0]
1050,8,18,4,OO,5796,SFO,19.92,53,16.0,246.0,1.0,"(7,[1],[1.0])",[246.0]
1051,2,9,0,OO,6369,TUS,5.17,138,13.0,1209.0,7.0,"(7,[],[])",[1209.0]
1052,3,10,4,UA,34,OGG,12.53,290,77.0,3763.0,6.0,"(7,[6],[1.0])",[3763.0]
1053,1,9,6,US,182,ORD,8.48,242,-7.0,2438.0,0.0,"(7,[0],[1.0])",[2438.0]
1054,3,27,0,UA,1506,SFO,18.17,117,-12.0,1048.0,1.0,"(7,[1],[1.0])",[1048.0]
1055,0,16,3,US,128,SFO,15.67,116,7.0,1048.0,1.0,"(7,[1],[1.0])",[1048.0]
1056,11,4,4,B6,265,SMF,19.5,80,0.0,623.0,4.0,"(7,[4],[1.0])",[623.0]
1057,7,15,5,UA,710,SFO,22.73,60,44.0,309.0,1.0,"(7,[1],[1.0])",[309.0]
1058,10,2,0,WN,1203,SJC,7.67,145,-13.0,1526.0,5.0,"(7,[5],[1.0])",[1526.0]
1059,4,17,6,B6,165,JFK,19.58,379,-19.0,3949.0,2.0,"(7,[2],[1.0])",[3949.0]
1060,6,18,5,UA,768,TUS,15.18,117,39.0,1028.0,7.0,"(7,[],[])",[1028.0]
1061,1,25,1,AA,1994,SFO,9.42,200,10.0,2356.0,1.0,"(7,[1],[1.0])",[2356.0]
1062,7,5,2,B6,608,JFK,22.42,91,20.0,441.0,2.0,"(7,[2],[1.0])",[441.0]
1063,6,22,2,UA,642,ORD,10.65,133,38.0,1157.0,0.0,"(7,[0],[1.0])",[1157.0]
1064,4,6,2,AA,305,ORD,9.42,260,24.0,2770.0,0.0,"(7,[0],[1.0])",[2770.0]
1065,9,15,3,OO,5557,SFO,9.0,48,-7.0,124.0,1.0,"(7,[1],[1.0])",[124.0]
1066,2,22,6,UA,676,ORD,10.0,128,65.0,1180.0,0.0,"(7,[0],[1.0])",[1180.0]
1067,0,20,0,B6,179,JFK,18.75,350,17.0,3465.0,2.0,"(7,[2],[1.0])",[3465.0]
1068,7,2,6,OO,5548,SFO,18.3,93,35.0,529.0,1.0,"(7,[1],[1.0])",[529.0]
1069,1,1,5,OO,5525,SMF,14.23,45,-13.0,138.0,4.0,"(7,[4],[1.0])",[138.0]
1070,4,27,2,WN,3082,TUS,7.25,200,0.0,2317.0,7.0,"(7,[],[])",[2317.0]
1071,2,20,4,OH,5269,LGA,19.0,100,165.0,470.0,3.0,"(7,[3],[1.0])",[470.0]
1072,5,16,1,UA,1163,SFO,13.78,89,48.0,542.0,1.0,"(7,[1],[1.0])",[542.0]
1073,5,27,5,B6,739,JFK,23.98,234,7.0,2602.0,2.0,"(7,[2],[1.0])",[2602.0]
1074,5,19,4,AA,705,LGA,7.0,205,55.0,2235.0,3.0,"(7,[3],[1.0])",[2235.0]
1075,3,4,5,OO,5738,SFO,21.75,118,4.0,744.0,1.0,"(7,[1],[1.0])",[744.0]
1076,7,9,6,AA,1972,ORD,16.42,115,28.0,1041.0,0.0,"(7,[0],[1.0])",[1041.0]
1077,4,23,5,AA,2057,ORD,8.0,275,6.0,3335.0,0.0,"(7,[0],[1.0])",[3335.0]
1078,8,30,2,B6,377,LGA,13.08,175,35.0,1732.0,3.0,"(7,[3],[1.0])",[1732.0]
1079,1,3,0,AA,1417,ORD,14.5,240,88.0,2438.0,0.0,"(7,[0],[1.0])",[2438.0]
1080,11,16,2,WN,3033,SJC,14.33,75,28.0,671.0,5.0,"(7,[5],[1.0])",[671.0]
1081,0,9,3,HA,30,OGG,15.83,325,-47.0,4249.0,6.0,"(7,[6],[1.0])",[4249.0]
1082,11,25,4,WN,3965,SMF,21.33,85,30.0,772.0,4.0,"(7,[4],[1.0])",[772.0]
1083,6,14,1,OO,5445,SFO,14.25,70,21.0,307.0,1.0,"(7,[1],[1.0])",[307.0]
1084,4,1,4,AA,1551,LGA,19.75,145,38.0,1230.0,3.0,"(7,[3],[1.0])",[1230.0]
1085,11,22,1,OO,6371,ORD,10.58,180,35.0,1630.0,0.0,"(7,[0],[1.0])",[1630.0]
1086,8,29,1,WN,332,SFO,12.0,100,40.0,666.0,1.0,"(7,[1],[1.0])",[666.0]
1087,4,26,1,UA,610,ORD,11.0,105,-9.0,985.0,0.0,"(7,[0],[1.0])",[985.0]
1088,3,2,3,OH,5659,JFK,16.17,135,19.0,684.0,2.0,"(7,[2],[1.0])",[684.0]
1089,11,27,6,OO,6001,ORD,14.88,95,91.0,669.0,0.0,"(7,[0],[1.0])",[669.0]
1090,6,19,6,UA,428,ORD,13.13,81,,509.0,0.0,"(7,[0],[1.0])",[509.0]
1091,0,22,2,UA,514,ORD,18.32,142,192.0,1392.0,0.0,"(7,[0],[1.0])",[1392.0]
1092,7,7,4,AA,1403,ORD,15.42,110,-14.0,941.0,0.0,"(7,[0],[1.0])",[941.0]
1093,11,3,3,WN,1489,SMF,14.5,75,-9.0,626.0,4.0,"(7,[4],[1.0])",[626.0]
1094,2,23,0,OO,6412,SFO,22.42,93,20.0,726.0,1.0,"(7,[1],[1.0])",[726.0]
1095,3,9,3,US,178,SFO,8.92,91,-10.0,666.0,1.0,"(7,[1],[1.0])",[666.0]
1096,10,11,2,UA,685,LGA,15.08,162,2.0,1180.0,3.0,"(7,[3],[1.0])",[1180.0]
1097,2,4,2,OH,5103,JFK,9.33,96,-36.0,430.0,2.0,"(7,[2],[1.0])",[430.0]
1098,9,29,3,WN,938,SMF,19.25,85,-2.0,650.0,4.0,"(7,[4],[1.0])",[650.0]
1099,3,1,2,UA,692,ORD,20.75,131,41.0,1180.0,0.0,"(7,[0],[1.0])",[1180.0]
1100,11,6,6,OO,5551,SFO,7.45,45,,138.0,1.0,"(7,[1],[1.0])",[138.0]
1101,1,23,6,AA,2328,ORD,11.08,105,-13.0,985.0,0.0,"(7,[0],[1.0])",[985.0]
1102,4,22,4,OO,5704,SJC,19.92,67,19.0,377.0,5.0,"(7,[5],[1.0])",[377.0]
1103,8,24,3,US,52,JFK,17.98,344,55.0,3618.0,2.0,"(7,[2],[1.0])",[3618.0]
1104,1,22,5,UA,722,ORD,17.83,111,16.0,948.0,0.0,"(7,[0],[1.0])",[948.0]
1105,4,27,2,UA,695,LGA,19.98,160,216.0,1180.0,3.0,"(7,[3],[1.0])",[1180.0]
1106,4,18,0,OO,6036,ORD,18.0,131,-21.0,1188.0,0.0,"(7,[0],[1.0])",[1188.0]
1107,1,12,2,AA,366,ORD,14.33,130,,1180.0,0.0,"(7,[0],[1.0])",[1180.0]
1108,6,18,5,B6,159,JFK,12.5,250,25.0,2617.0,2.0,"(7,[2],[1.0])",[2617.0]
1109,2,2,0,OH,5251,LGA,14.75,134,-4.0,875.0,3.0,"(7,[3],[1.0])",[875.0]
1110,3,9,3,AA,1561,ORD,18.58,275,108.0,2971.0,0.0,"(7,[0],[1.0])",[2971.0]
1111,6,6,0,UA,395,ORD,17.87,250,-2.0,2773.0,0.0,"(7,[0],[1.0])",[2773.0]
1112,0,29,2,AA,1704,ORD,9.25,120,,1157.0,0.0,"(7,[0],[1.0])",[1157.0]
1113,10,2,0,WN,1255,SMF,13.33,115,-9.0,974.0,4.0,"(7,[4],[1.0])",[974.0]
1114,7,18,1,UA,274,SFO,10.75,213,-12.0,2385.0,1.0,"(7,[1],[1.0])",[2385.0]
1115,9,12,0,AA,437,ORD,13.0,90,-11.0,538.0,0.0,"(7,[0],[1.0])",[538.0]
1116,5,16,1,OO,5790,SFO,16.78,58,50.0,246.0,1.0,"(7,[1],[1.0])",[246.0]
1117,4,1,4,UA,1476,SFO,6.0,90,-9.0,666.0,1.0,"(7,[1],[1.0])",[666.0]
1118,4,29,4,AA,1194,SJC,13.17,260,-2.0,2943.0,5.0,"(7,[5],[1.0])",[2943.0]
1119,1,8,5,UA,664,ORD,18.4,52,42.0,220.0,0.0,"(7,[0],[1.0])",[220.0]
1120,11,15,1,UA,907,ORD,17.58,289,58.0,2971.0,0.0,"(7,[0],[1.0])",[2971.0]
1121,11,8,1,UA,676,ORD,9.98,142,45.0,1180.0,0.0,"(7,[0],[1.0])",[1180.0]
1122,3,5,6,WN,2689,SMF,9.0,105,10.0,974.0,4.0,"(7,[4],[1.0])",[974.0]
1123,7,16,6,UA,332,SMF,13.37,238,1.0,2866.0,4.0,"(7,[4],[1.0])",[2866.0]
1124,3,2,3,UA,299,SFO,9.0,70,-7.0,525.0,1.0,"(7,[1],[1.0])",[525.0]
1125,2,23,0,HA,160,OGG,14.65,31,-8.0,135.0,6.0,"(7,[6],[1.0])",[135.0]
1126,10,4,2,OH,6419,LGA,9.0,131,-11.0,694.0,3.0,"(7,[3],[1.0])",[694.0]
1127,7,29,5,US,2140,LGA,19.0,74,18.0,298.0,3.0,"(7,[3],[1.0])",[298.0]
1128,5,29,0,OO,5819,ORD,8.28,99,-7.0,750.0,0.0,"(7,[0],[1.0])",[750.0]
1129,11,19,5,WN,1483,SMF,19.92,75,25.0,626.0,4.0,"(7,[4],[1.0])",[626.0]
1130,1,13,3,WN,381,SMF,8.75,70,-7.0,576.0,4.0,"(7,[4],[1.0])",[576.0]
1131,5,13,5,B6,68,JFK,9.83,83,19.0,336.0,2.0,"(7,[2],[1.0])",[336.0]
1132,9,20,1,UA,1135,TUS,14.1,112,22.0,1028.0,7.0,"(7,[],[])",[1028.0]
1133,4,14,3,UA,245,ORD,9.0,159,41.0,1429.0,0.0,"(7,[0],[1.0])",[1429.0]
1134,3,15,2,OO,5409,SJC,13.98,98,-11.0,496.0,5.0,"(7,[5],[1.0])",[496.0]
1135,6,22,2,OH,5203,JFK,17.48,269,252.0,2449.0,2.0,"(7,[2],[1.0])",[2449.0]
1136,11,2,2,UA,148,ORD,15.65,130,73.0,1091.0,0.0,"(7,[0],[1.0])",[1091.0]
1137,7,25,1,UA,1163,SFO,13.85,89,35.0,542.0,1.0,"(7,[1],[1.0])",[542.0]
1138,5,5,4,B6,1075,JFK,14.98,91,1.0,463.0,2.0,"(7,[2],[1.0])",[463.0]
1139,4,19,1,UA,896,ORD,16.77,119,3.0,975.0,0.0,"(7,[0],[1.0])",[975.0]
1140,4,5,1,UA,506,SFO,20.73,116,-1.0,1093.0,1.0,"(7,[1],[1.0])",[1093.0]
1141,3,3,4,AA,580,ORD,20.25,104,22.0,985.0,0.0,"(7,[0],[1.0])",[985.0]
1142,8,29,1,UA,931,SFO,19.2,92,-6.0,542.0,1.0,"(7,[1],[1.0])",[542.0]
1143,4,20,2,OO,5830,ORD,19.67,120,0.0,1223.0,0.0,"(7,[0],[1.0])",[1223.0]
1144,4,27,2,OH,5570,LGA,19.52,122,257.0,742.0,3.0,"(7,[3],[1.0])",[742.0]
1145,2,3,1,AA,1757,LGA,12.92,170,,1427.0,3.0,"(7,[3],[1.0])",[1427.0]
1146,4,9,5,UA,544,SFO,16.42,99,42.0,885.0,1.0,"(7,[1],[1.0])",[885.0]
