,mon,dom,dow,carrier,flight,org,depart,duration,delay,km,org_idx,org_dummy,features
3688,11,7,0,UA,976,ORD,18.08,110,-10.0,948.0,0.0,"(7,[0],[1.0])",[948.0]
3689,11,8,1,AA,1031,ORD,19.08,205,30.0,1989.0,0.0,"(7,[0],[1.0])",[1989.0]
3690,11,8,1,OO,5479,SFO,13.42,80,66.0,383.0,1.0,"(7,[1],[1.0])",[383.0]
3691,11,8,1,OO,5497,SFO,22.37,86,-19.0,402.0,1.0,"(7,[1],[1.0])",[402.0]
3692,11,8,1,OO,5590,SFO,7.77,60,88.0,254.0,1.0,"(7,[1],[1.0])",[254.0]
3693,11,8,1,OO,5781,SMF,6.58,63,14.0,333.0,4.0,"(7,[4],[1.0])",[333.0]
3694,11,8,1,OO,5946,ORD,15.52,118,-14.0,946.0,0.0,"(7,[0],[1.0])",[946.0]
3695,11,8,1,UA,322,SFO,10.4,129,-4.0,1093.0,1.0,"(7,[1],[1.0])",[1093.0]
3696,11,8,1,UA,676,ORD,9.98,142,45.0,1180.0,0.0,"(7,[0],[1.0])",[1180.0]
3697,11,8,1,UA,1114,ORD,13.57,131,-12.0,1260.0,0.0,"(7,[0],[1.0])",[1260.0]
