,id,job,name
12980,22,Set Dressing Artist,G. Roger Abell
12986,22,Sequence Supervisor,Neil Herzinger
12988,22,Sound Recordist,Erik Flockoi
12990,22,Video Assist Operator,David Goldsmith
12996,22,Researcher,David Bullock
13000,22,Visual Effects,Yuichiro Yamashita
13002,22,Visual Effects Supervisor,Alex Frisch
13004,22,Boom Operator,David Holmes
13005,22,Stunts,John Ross
13011,131631,Director,Francis Lawrence
13013,131631,Set Designer,James E. Tocci
13015,131631,Art Department Coordinator,Roxy Konrad
13018,131631,Set Decoration,Larry Dias
13019,131631,Director of Photography,Jo Willems
13025,131631,Editor,Alan Edward Bell
13026,131631,Editor,Mark Yoshikawa
13027,131631,Makeup Department Head,Nikoletta Skarlatos
13031,131631,Makeup Department Head,Ve Neill
13035,131631,Supervising Art Director,David Scheunemann
13037,131631,Set Designer,Jim Hewitt
13038,131631,Set Designer,Easton Michael Smith
13045,131631,Costume Supervisor,Meike Schlegel
13049,131631,Script Supervisor,Ana Maria Quintana
13054,131631,Sound Effects Editor,Lee Gilmore
13056,131631,Camera Operator,David Luckenbach
13062,131631,Set Costumer,Tiffany Busche
13068,131631,Set Designer,Ernie Avila
13074,131631,Camera Operator,Michael Burgess
13081,131631,Gaffer,Jean-François Drigeard
13084,131631,Visual Effects Producer,Melinka Thompson-Godoy
13085,131631,CG Supervisor,Votch Levi
13087,131631,Set Designer,Stephanie Rass
13088,131631,Camera Operator,Sönke Hansen
13094,131631,CG Supervisor,Jorge Razon
13098,131631,Visual Effects Editor,Liana Jackson
13100,131631,Location Manager,Ken Lavet
13103,131631,Art Department Coordinator,Loïc Chavanon
13110,131631,Greensman,T.J. Rottenberg
13112,131631,Sculptor,Christine Mahuna
13114,131631,Set Decoration Buyer,Nane Cornelius
13118,131631,Animation Supervisor,Catherine Mullan
13124,131631,Visual Effects Supervisor,Adrian De Wet
13130,131631,VFX Production Coordinator,Seda Yilmaz
13132,131631,Stunt Coordinator,Ralf Häger
13141,591,Producer,Brian Grazer
13142,591,Casting,John Hubbard
13143,591,Casting,Janet Hirshenson
13145,591,Screenplay,Akiva Goldsman
13146,591,Director,Ron Howard
13147,591,Producer,Ron Howard
13152,591,Editor,Daniel P. Hanley
13154,591,Production Design,Allan Cameron
13155,591,Art Direction,Tony Reading
13157,591,Executive Producer,Dan Brown
13158,591,Novel,Dan Brown
13159,591,Producer,John Calley
13164,591,Makeup Artist,Paul Gooch
13166,591,Unit Production Manager,Nigel Gostelow
13168,591,Production Supervisor,Suzie F. Wiesmann
13174,591,Hairstylist,Veronica McAleer
13180,591,Makeup Artist,Christophe Danchaud
13188,591,Foley,Michael J. Broomberg
13195,591,Visual Effects Producer,Richard Friedlander
13197,591,Assistant Art Director,Patricia Johnson
13202,591,Helicopter Camera,Jeremy Braben
13209,591,Set Costumer,Nicholas Roche-Gordon
13215,591,Hairstylist,Norma Webb
13217,591,Property Master,Marc Pinquier
13218,591,Sculptor,Martin Smeaton
13219,591,ADR & Dubbing,Deborah Wallach
13220,591,Dialogue Editor,Teri E. Dorman
13231,591,Second Unit Cinematographer,Fraser Taggart
13233,591,Gaffer,Jean-Pierre Lacroix
13236,591,Video Assist Operator,Adrian Spanna
13242,591,Location Manager,Nicolas Foulatier
13246,591,Location Manager,Olivier Servanin
13249,172385,Director,Carlos Saldanha
13250,172385,Story,Carlos Saldanha
13252,172385,Original Music Composer,John Powell
13257,172385,Screenplay,Jenny Bicks
13259,172385,Producer,Bruce Anderson
13260,172385,Screenplay,Yoni Brenner
13262,172385,Supervising Sound Editor,Gwendolyn Yates Whittle
13263,172385,Sound Effects Editor,Jeremy Bowker
13266,172385,Animation,Tony Mecca
13267,172385,Animation,Erik Baker
13269,172385,Sound Recordist,Brian Tarlecki
13274,36658,Director,Bryan Singer
13275,36658,Story,Bryan Singer
13278,36658,Director of Photography,Newton Thomas Sigel
13280,36658,Screenplay,Michael Dougherty
13283,36658,Set Decoration,Elizabeth Wilcox
13284,36658,Supervising Art Director,Geoff Hubbard
13290,36658,Choreographer,Terry Notary
13291,36658,Stunts,J.J. Makaro
13294,36658,Script Supervisor,Christine Wilson
13302,51497,Editor,Christian Wagner
13305,51497,Art Direction,Andrew Neskoromny
13306,51497,Stunt Coordinator,Jack Gill
13310,51497,Set Decoration,Bob Kensinger
13311,51497,ADR & Dubbing,Anna MacKenzie
13312,51497,Producer,Vin Diesel
13313,51497,Production Design,Peter Wenham
13316,51497,Executive Producer,Amanda Lewis
13318,51497,Director,Justin Lin
13319,51497,Executive Producer,Justin Lin
13320,51497,Director of Photography,Stephen F. Windon
13321,51497,Editor,Kelly Matsumoto
13332,51497,Foley,Gary A. Hecker
13333,51497,Camera Operator,Ken Fisher
13334,51497,Scenic Artist,Wilhem Perez
13337,51497,Set Designer,Thomas Minton
13338,51497,Costume Supervisor,Nick Scarano
13345,51497,Sound Effects Editor,Jon Title
13346,51497,Music Editor,Joe Lisanti
13357,51497,Visual Effects Supervisor,Angela Barson
13362,51497,Sound Re-Recording Mixer,Frank A. Montaño
13370,51497,Camera Operator,Patrick B. O'Brien
13373,51497,Foley,Katherine Rose
13377,51497,Hairstylist,Margarita Jeannot
13380,51497,Visual Effects Editor,Migs Rustia
13381,51497,Helicopter Camera,Steve Koster
13386,51497,Second Unit Cinematographer,Ronald Hersey
13390,51497,Visual Effects Producer,Melinka Thompson-Godoy
13391,51497,Dolby Consultant,Thom 'Coach' Ehle
13394,51497,Art Department Coordinator,Carla S. Nemec
13395,51497,Sound Designer,Stephen P. Robinson
13397,51497,Visual Effects Producer,Pam Hammarlund
13399,51497,Visual Effects Editor,Scott Anderson
13400,51497,Hairstylist,Joani Yarbrough
13404,51497,Visual Effects Supervisor,Adam Avitabile
13408,51497,Script Supervisor,Kate Eastridge
13410,51497,Hairstylist,Jo Jo Stephens
13411,51497,Hairstylist,Margarita Pidgeon
13412,51497,Makeup Artist,Sherri Zebeck
13413,51497,Assistant Art Director,Mailara Santana
13414,51497,Art Department Coordinator,Cedar Valentine
13415,51497,Art Department Assistant,Jenn Moye
13416,51497,Construction Coordinator,Dale DeStefani
13422,51497,CG Supervisor,Harry Mukhopadhyay
13423,51497,Visual Effects Producer,Erin Ferguson
13424,51497,Visual Effects Editor,Christopher Johnston
13427,51497,Visual Effects Supervisor,David Wallace Allen
13429,51497,Visual Effects Supervisor,Guillaume Rocheron
13430,51497,Stunt Coordinator,Agnaldo Bueno
13434,51497,Gaffer,Don Bixby
13435,51497,Rigging Gaffer,Tom Fendley
13436,51497,Costume Supervisor,Nava R. Sadan
13437,51497,Set Costumer,Karola Hawk
13439,51497,Transportation Coordinator,Gustavo de Jesus
13440,51497,Script Supervisor,Florence Weyne Robert
13442,51497,Location Manager,Philip Barnes
13445,58574,Director,Guy Ritchie
13446,58574,Producer,Joel Silver
13448,58574,Director of Photography,Philippe Rousselot
13449,58574,Foley,Peter Burgis
13450,58574,Producer,Lionel Wigram
13451,58574,Costume Design,Jenny Beavan
13453,58574,Production Design,Sarah Greenwood
13462,58574,Orchestrator,Kevin Kaska
13466,58574,Art Direction,James Foster
13467,58574,Casting,Reg Poerscout-Edgerton
13468,58574,Supervising Art Director,Niall Moroney
13469,58574,Set Decoration,Alison Harvey
13471,58574,Special Effects Coordinator,Mark Holt
13472,58574,Stunts,Nina Armstrong
13480,18823,Executive Producer,Lynn Harris
13481,18823,Special Effects,Neil Corbould
13489,18823,Director,Louis Leterrier
13492,18823,Editor,David Freeman
13494,18823,Executive Producer,Thomas Tull
13495,18823,Executive Producer,William Fay
13500,18823,Producer,Basil Iwanyk
13504,18823,Screenplay,Travis Beacham
13509,18823,Steadicam Operator,George Richmond
13517,18823,Greensman,Lawrie Ayres
13523,18823,Greensman,Will Holden
13524,18823,Construction Coordinator,Meike Maher
13526,18823,Sculptor,Francis Poirier
13527,18823,Greensman,Terry Royce
13528,18823,Greensman,Keith Stevenson
13531,18823,Sound Effects Editor,Michael Fentum
13533,18823,Sound Effects Editor,Jed Loughran
13535,18823,Special Effects,Michael Dawson
13537,18823,Visual Effects Supervisor,Hugh Macdonald
13539,18823,Music Editor,Christopher Benstead
13541,18823,Transportation Captain,Steven Brigden
13544,18823,Script Supervisor,Lisa Vick
13545,18823,Still Photographer,Jay Maidment
13557,18823,Script Supervisor,Laura Miles
13558,18823,Digital Intermediate,Todd Kleparski
13560,18823,Location Manager,Jamie Lengyel
13562,18823,Makeup Artist,Joe Hopker
13563,18823,Hairstylist,Sarah Monzani
13564,18823,Makeup Artist,Sarah Monzani
13565,18823,Hairstylist,Maralyn Sherman
13568,18823,Makeup Artist,Julia Vernon
13570,18823,Makeup Artist,Zoe Brown
13574,18823,Wigmaker,Sarah Weatherburn
13581,18823,Animatronic and Prosthetic Effects,John Nolan
13582,18823,Visual Effects Supervisor,Rob Harvey
13587,18823,Visual Effects Producer,Nic Hatch
13589,18823,Camera Operator,Robert Binnall
13591,18823,Set Costumer,Karen Beale
13597,18823,Location Manager,Phil Hounam
13601,861,Author,Philip K. Dick
13613,861,Director,Paul Verhoeven
13619,861,Producer,Buzz Feitshans
13625,1911,Director,John McTiernan
13628,1911,Screenplay,William Wisher Jr.
13637,1911,Screenplay,Warren Lewis
13640,1911,Co-Producer,Lou Arkoff
13648,49040,Stunt Coordinator,Dan Bradley
13651,49040,Sound Designer,Dino Dimuro
13655,49040,Screenplay,Tony Gilroy
13656,49040,Director,Tony Gilroy
13658,49040,Executive Producer,Henry Morrison
13659,49040,Production Design,Kevin Thompson
13660,49040,Assistant Art Director,Hinju Kim
13663,49040,Dialect Coach,Susan Hegarty
13667,49040,Art Direction,Charlie Campbell
13671,49040,Art Direction,Stephen H. Carter
13672,49040,Gaffer,Cory Geryak
13676,49040,Property Master,Wanjin Choi
13680,49040,Costume Supervisor,Jeffrey Fayle
13683,49040,Foley,Dan O'Connell
13685,49040,Visual Effects Producer,Seth Kleinberg
13686,49040,Foley,John T. Cucci
13688,49040,Dialogue Editor,John C. Stuver
13691,49040,Sound Effects Editor,William R. Dean
13694,49040,Unit Publicist,Julie Kuehndorf
13711,49040,Post Production Supervisor,Jennifer Lane
13712,49040,Assistant Art Director,Marion Kolsby
13713,49040,Scenic Artist,Doug Anderson
13714,49040,Scenic Artist,Yong Xi Chen
13715,49040,Scenic Artist,Christopher Hébel
13719,49040,Scenic Artist,Kosyo Minchev
13720,49040,Scenic Artist,Danh Nguyen
13725,49040,ADR & Dubbing,Chris Jargo
13727,49040,Visual Effects Editor,Abi Cadogan
13728,49040,Visual Effects Editor,Benjamin Chua
13735,49040,Camera Operator,Sean M. Harding
13738,49040,Gaffer,Pepito Mirador Jr.
13740,49040,Transportation Coordinator,Cecile Vitan
13744,415,Sound Designer,Lance Brown
13748,415,Director,Joel Schumacher
13755,415,Production Design,Barbara Ling
13756,415,Foley Editor,Bob Beher
13762,415,Makeup Department Head,Bill Corso
13763,415,Visual Effects,John Dykstra
13777,415,Painter,Andy Carter
13780,415,Production Supervisor,Mitchell E. Dauterive
13782,415,Sculptor,Matt Rose
13789,415,Visual Effects Editor,Miller Drake
13790,415,Construction Coordinator,Greg John Callas
13793,415,Location Manager,Laura Sode-Matteson
13794,415,Unit Publicist,Michael Singer
13799,415,Music Supervisor,Danny Bramson
13801,415,Storyboard,Timothy Burgard
13804,415,Utility Stunts,Gary Barnes
13811,415,Video Assist Operator,Martin Weight
13812,415,Stunts,Kevin Abercrombie
13814,415,Scenic Artist,Michael Denering
13819,415,Technical Supervisor,Philippe Gluckman
13822,415,Visual Effects Producer,Tripp Hudson
13823,415,Lighting Supervisor,Craig Ring
13824,415,Lighting Technician,Billy Craft
13829,415,Construction Foreman,Peter Alvarez
13837,415,Propmaker,Brook Mansbridge
13839,415,Software Engineer,Sosh Mirsepassi
13842,415,First Assistant Editor,Erin Michelle Hopkins
13843,415,Best Boy Electric,Jan Gould
13844,415,Electrician,Lowell Crisp
13845,415,Rigging Grip,Jason Hicks
13847,415,Production Accountant,Kimberly Jase
13848,415,Digital Compositors,Michael Adkisson
13851,8871,Director,Ron Howard
13856,8871,Director of Photography,Donald Peterman
13857,8871,Screenplay,Jeffrey Price
13859,8871,Makeup Artist,Bill Corso
13861,8871,Makeup Artist,Ve Neill
13864,8871,Special Effects Coordinator,Allen Hall
13865,8871,Hairstylist,Nina Paskowitz
13870,435,Director,Roland Emmerich
13871,435,Producer,Roland Emmerich
13875,435,Original Music Composer,Thomas Wanker
13877,435,Editor,David Brenner
13883,435,Music Editor,Emanuele Arnone
13890,435,Art Direction,Michele Laliberte
13892,435,Set Designer,Hugo Santiago
13894,435,Executive Producer,Ute Emmerich
13896,435,Production Design,Barry Chusid
13900,435,Conductor,Blake Neely
13902,435,First Assistant Director,Kim H. Winther
13903,435,Sound Recordist,Tim Gomillion
13904,435,Sound Recordist,Dennis Rogers
13905,435,Co-Producer,Thomas M. Hammel
13909,435,Art Direction,Tom Reta
13911,435,Set Designer,Stephanie Gilliam
13913,435,Set Medic,Jean Marchand
13916,435,Makeup Artist,Sharon Ilson
13917,435,Driver,Chris Haynes
13919,435,Color Timer,Michael Eaves
13922,435,Foley,Glenn T. Morgan
13932,435,Visual Effects Producer,Mike Chambers
13933,435,Still Photographer,Kerry Hayes
13935,435,Set Designer,Steve Cooper
13936,435,Casting,Randi Wells
13940,435,Musician,Maria Newman
13941,435,Makeup Artist,Elisabeth Fry
13947,435,Costume Coordinator,Lyse Pomerleau
13949,435,Construction Coordinator,Bruce Di Valerio
13952,435,Transportation Coordinator,Daniel Matthews
13954,435,First Assistant Sound Editor,Victor Ray Ennis
13958,435,Set Designer,Frédéric Amblard
13963,435,Assistant Art Director,Camille Parent
13969,435,Visual Effects Supervisor,Greg Anderson
13971,435,Visual Effects Supervisor,Richard Britton
13975,435,Visual Effects Supervisor,Jerry Spivack
13978,435,Visual Effects Producer,Todd Isroelit
13981,435,Visual Effects Producer,Casey Conroy
13985,435,Gaffer,Logan Leabo
13986,435,Local Casting,Cate Praggastis
13988,435,Set Costumer,Arlynn Abseck
13991,435,Location Manager,Céline Daignault
13993,435,Camera Operator,Gary L. Camp
13994,435,Steadicam Operator,Gary L. Camp
13999,435,Steadicam Operator,Francois Archambault
14001,435,Key Makeup Artist,Kathryn Casault
14002,435,Makeup Effects,C.J. Goldman
14006,435,Leadman,David M. Milstien
14008,435,Hairstylist,Sandy DeBlasio
14010,435,Makeup Effects,George Tucci
14014,435,CG Supervisor,Sean Andrew Faden
14023,435,Camera Operator,Bill O'Drobinak
14031,435,Storyboard,Timothy Burgard
14032,435,Unit Production Manager,Joe Dishner
14037,435,Post Production Assistant,Jeff Schweikart
14038,435,I/O Supervisor,Ryan Beadle
14041,435,Art Department Assistant,Una Martin
14042,435,Construction Foreman,Eric Lafrance
14045,435,First Assistant Camera,Michel Bernier
14056,435,Transportation Co-Captain,Spiro Tsovras
14057,435,Video Assist Operator,Julie Garceau
14059,435,Lighting Artist,David B. Menkes
14060,435,Lighting Technician,Stéphane Byl
14063,435,Production Accountant,Manon Lapointe
14071,435,Visual Effects Coordinator,Erica Headley
14072,435,Sequence Leads,Jason Iversen
14076,435,Unit Manager,Paul Boutin
14081,435,Dolly Grip,Alain Masse
14083,435,Key Costumer,Valerie T. O'Brien
14089,435,Utility Sound,Schavaria Reeves
14090,435,3D Animator,Jeremy F. Butler
14092,435,Creature Technical Director,Vijay Myneni
14100,955,Story,Brannon Braga
14106,955,Set Decoration,Kerrie Brown
14107,955,Art Direction,Michelle McGahey
14109,955,Music Editor,Zigmund Gron
14110,955,Stunts,Ray Anthony
14113,955,Additional Music,Lalo Schifrin
14114,955,Director,John Woo
14120,955,Original Story,Bruce Geller
14122,955,Casting,Gregory Apps
14128,955,Supervising Sound Editor,Mark P. Stoeckinger
14133,955,Gaffer,John Rogers
14136,955,Executive Producer,Paul Hitchcock
14137,955,Foley Editor,Scott Curtis
14138,955,Music Editor,Marc Streitenfeld
14140,955,Unit Production Manager,Kevin De La Noy
14141,955,Property Master,Elaine Kusmishko
14143,955,Dialogue Editor,John H. Arrufat
14146,955,Assistant Director,Arthur Anderson
14152,955,Production Coordinator,Barrie Hemsley
14155,955,Visual Effects Producer,Krystyna Demkowicz
14156,955,CG Supervisor,John 'D.J.' Des Jardin
14157,955,Aerial Director of Photography,Phil Pastuhov
14163,955,Rigging Grip,John Copeman
14164,955,Sound Recordist,Craig Heath
14170,955,Greensman,Jeff Brown
14174,955,Propmaker,Michael Crowe
14175,955,Set Costumer,Lisa Javelin
14177,955,Armorer,Gideon Marshall
14179,955,Assistant Sound Editor,Anne Couk
14180,955,Special Effects Supervisor,David P. Kelsey
14192,955,Production Accountant,Jim Davidson
14193,955,Costume Design,Timothy Everest
14195,955,Art Department Coordinator,Ehren Koepf
14196,955,Assistant Art Director,Clive Memmott
14200,955,Assistant Costume Designer,Brett Cooper
14209,955,Video Assist Operator,Daniel Mellitz
14215,955,Digital Compositors,Mike Castillo
14217,955,Unit Manager,Will Matthews
14218,2133,Original Music Composer,James Horner
14220,2133,Casting,Janet Hirshenson
14221,2133,Editor,Richard Francis-Bruce
14222,2133,Director,Wolfgang Petersen
14224,2133,Production Design,William Sandell
14226,2133,Set Decoration,Ernie Bishop
14229,2133,Screenplay,William D. Wittliff
14232,2133,Art Direction,Bruce Crone
14233,2133,Makeup Department Head,Susan A. Cabral
14236,1979,Producer,Bernd Eichinger
14237,1979,Producer,Ralph Winter
14239,1979,Casting,Heike Brandstatter
14245,1979,Costume Design,Mary E. Vogt
14246,1979,Original Music Composer,John Ottman
14251,1979,Executive Producer,Michael Barnathan
14253,1979,Director,Tim Story
14254,1979,Screenplay,Don Payne
14258,1979,Screenplay,Mark Frost
14261,1979,Story,John Turman
14262,1979,Art Direction,Sandi Tanaka
14263,1979,Co-Producer,Lee Cleary
14264,1979,Associate Producer,Stewart Bethune
14265,1979,Associate Producer,Allison Calleri
14266,87827,Casting,Avy Kaufman
14267,87827,Set Decoration,Anna Pinnock
14268,87827,Director,Ang Lee
14269,87827,Editor,Tim Squyres
14270,87827,Production Design,David Gropman
14273,87827,Screenplay,David Magee
14274,87827,Executive Producer,Dean Georgaris
14275,87827,Producer,Gil Netter
14288,87827,Animation,Rohit Kolhe
14291,87827,Set Decoration,Terry Lewis
14296,1250,Producer,Avi Arad
14297,1250,Original Music Composer,Christopher Young
14298,1250,Art Direction,Peter Russell
14299,1250,Property Master,Lisa Brennan
14300,1250,Sound Designer,Dane A. Davis
14308,1250,Director,Mark Steven Johnson
14311,1250,Director of Photography,Russell Boyd
14312,1250,Supervising Art Director,Richard Hobbs
14313,1250,Set Decoration,Suza Maybury
14318,1250,Makeup Effects,Matt Corrigan
14320,1250,Scenic Artist,Peter Collias
14323,1250,Sound Effects Editor,Eric Lindemann
14326,1250,Sound Effects Editor,Greg Hedgepath
14331,1250,Hairstylist,Kate Birch
14332,1250,Dialogue Editor,Stephanie Flack
14333,1250,Conceptual Design,Miles Teves
14335,1250,Set Designer,Jenny Hitchcock
14336,1250,Makeup Effects,Katherine Brown
14338,1250,ADR & Dubbing,Bobbi Banks
14339,1250,Makeup Effects,Dave Elsey
14347,1250,Construction Coordinator,Marcus Smith
14349,1250,Sound Effects Editor,Simon Coke
14355,324668,Supervising Art Director,Mark Scruton
14356,324668,Art Direction,Cornelia Ott
14362,324668,Director,Paul Greengrass
14366,324668,Editor,Christopher Rouse
14367,324668,Executive Producer,Christopher Rouse
14372,324668,Art Direction,Caty Maxey
14373,324668,Original Music Composer,David Buckley
14379,324668,Armorer,Simon Atherton
14380,324668,Still Photographer,Melinda Sue Gordon
14383,324668,Sound Designer,Michael Fentum
14385,324668,Foley,Jason Swanscott
14390,324668,Still Photographer,Jasin Boland
14391,324668,Sound Re-Recording Mixer,Mark Taylor
14395,324668,Set Costumer,Elizabeth Frank
14398,324668,Music Editor,Thomas A. Carlson
14404,324668,Supervising Sound Editor,Oliver Tarney
14405,324668,ADR & Dubbing,Simon Chase
14407,324668,Visual Effects Supervisor,Adam Rowland
14409,324668,Digital Intermediate,Rob Farris
14411,324668,Visual Effects Supervisor,David Vickery
14412,324668,Steadicam Operator,Christopher TJ McGuire
14413,324668,Digital Intermediate,Patrick Malone
14418,324668,Camera Operator,Oliver Loncraine
14420,324668,Digital Intermediate,Shaun Richards
14427,324668,Visual Effects Supervisor,Shailendra Swarnkar
14428,324668,CG Supervisor,Giuseppe Motta
14431,324668,Set Costumer,John Voght
14433,324668,Additional Photography,Patrick Longman
14435,324668,Visual Effects Producer,Geraint Hixson
14437,324668,Makeup Artist,Malwina Suwinska
14438,324668,Visual Effects Editor,Tom Balogh
14441,324668,Makeup Artist,Jessica Reid
14442,324668,Makeup Artist,Jane Fantozzi
14447,324668,Art Direction,Amanda Dazely
14449,324668,Costume Supervisor,Martin Mandeville
14451,324668,Rigging Gaffer,Sam Kite
14452,324668,Rigging Grip,Ian Hotujac
14453,324668,Animation,Scott Fritts
14456,324668,Visual Effects Coordinator,Mehul Jhaveri
14464,324668,Sound Editor,Dawn Gough
14467,324668,Makeup Artist,Claire Matthews
14469,324668,First Assistant Editor,Tom Davis
14474,9471,Director,McG
14476,9471,Director of Photography,Russell Carpenter
14483,70981,Casting,Avy Kaufman
14485,70981,Director,Ridley Scott
14495,70981,Stunt Coordinator,Rob Inch
14496,70981,Sound Re-Recording Mixer,Ron Bartlett
14498,70981,Casting,Nina Gold
14501,70981,Art Direction,Karen Wakefield
14504,70981,Executive Producer,Michael Costigan
14513,70981,Writer,Jon Spaihts
14518,70981,Assistant Art Director,Claudio Campana
14520,70981,Foley,Dan O'Connell
14523,70981,Dialogue Editor,Julie Feiner
14524,70981,Foley,John T. Cucci
14526,70981,Visual Effects Producer,Michelle Eisenreich
14529,70981,Art Direction,Peter Dorme
14530,70981,Transportation Coordinator,Peter Devlin
14533,70981,Construction Coordinator,Laura Davison
14534,70981,Art Department Coordinator,Sarah Griggs
14537,70981,Scenic Artist,James Newell
14541,70981,Visual Effects Supervisor,Martin Hill
14546,70981,Camera Operator,Graham Hall
14553,70981,Dialect Coach,Catherine Charlton
14554,70981,Location Manager,Steve Hart
14558,70981,Hairstylist,Peta Dunstall
14559,70981,Compositors,Michael Queen
14560,70981,Hair Designer,Enzo Angileri
14564,10996,Original Music Composer,Alan Silvestri
14565,10996,Producer,Douglas Wick
14568,10996,Director,Rob Minkoff
14570,10996,Screenplay,E.B. White
14578,68724,Sound Re-Recording Mixer,Craig Berkey
14579,68724,Producer,Simon Kinberg
14580,68724,Art Direction,Hania Robledo
14581,68724,Property Master,Patricia Cuevas
14584,68724,Makeup Artist,Gitte Axen
14589,68724,Assistant Art Director,Catherine Ircha
14591,68724,Casting,Candice Elzinga
14594,68724,Director,Neill Blomkamp
14597,68724,Helicopter Camera,Dylan Goss
14602,68724,Supervising Art Director,Don MacAulay
14605,68724,Assistant Art Director,Luis Antonio Ordoñez
14607,68724,Original Music Composer,Ryan Amon
14608,68724,Makeup Department Head,Connie Parker
14609,68724,Set Costumer,Ismael Jardon
14620,68724,Greensman,Glenn Foerster
14622,68724,Camera Operator,Norbert Kaluza
14624,68724,Visual Effects Supervisor,Mark Breakspear
14625,68724,Visual Effects Producer,Shawn Walsh
14633,68724,Unit Publicist,Brigitte Prochaska
14638,68724,Hairstylist,Jessica Rain
14639,68724,Additional Photography,Mannie Ferreira
14650,68724,Set Designer,Mira Caveno
14652,68724,Dolby Consultant,Matt Kunau
14653,68724,Sound Effects Editor,Matthew Wilson
14654,68724,Special Effects Coordinator,Stewart Bradley
14660,68724,Visual Effects Producer,Chris Anderson
14661,68724,Visual Effects Producer,Lori Arnold
14662,68724,Visual Effects Editor,Miles Barry
14664,68724,Visual Effects Producer,Camille Cellucci
14666,68724,Visual Effects Editor,David Legault
14674,68724,Still Photographer,Stephanie Blomkamp
14676,68724,Gaffer,Chris Rumak
14681,68724,Set Costumer,Anne Burke
14683,68724,Digital Intermediate,William Bartlett
14686,68724,Transportation Coordinator,Scott Irvine
14687,68724,Transportation Coordinator,Nicole Soriano
14689,68724,Script Supervisor,Gabriela Herrera
14691,68724,Location Manager,Milenco Galipienzo
14693,2789,Set Designer,Adrian Gorton
14697,2789,Costume Design,Ellen Mirojnick
14698,2789,Set Designer,Andrew Menzies
14701,2789,Editor,Dennis Virkler
14702,2789,Supervising Art Director,Kevin Ishioka
14703,2789,Producer,Scott Kroopf
14710,2789,Art Direction,Mark W. Mansbridge
14714,2789,Art Direction,Bruce Crone
14715,2789,Director of Photography,Hugh Johnson
14716,2789,Production Design,Holger Gross
14718,2789,Director,David Twohy
14726,2789,Set Decoration,Peter Lando
14728,2789,Casting Associate,Jay Scully
14730,2789,Characters,Jim Wheat
14731,2789,Characters,Ken Wheat
14732,2789,VFX Supervisor,Mike Wassel
14733,2789,Additional Editing,Tracy Adams
14735,2789,Set Designer,Luke Freeborn
14736,2789,Supervising Music Editor,Joshua Winget
14740,2789,Additional Sound Re-Recording Mixer,Michael Keller
14746,2789,Casting Associate,Freddy Luis
14749,2789,Costume Supervisor,James W. Tyson
14759,2789,VFX Supervisor,Tom Debenham
14760,2789,Set Designer,Pamela Klamer
14763,2789,Dialogue Editor,Michael Hertlein
14764,2789,ADR Editor,Michael Hertlein
14776,2789,Dialogue Editor,Daniel S. Irwin
14779,2789,Sound Re-Recording Mixer,Frank A. Montaño
14782,2789,Transportation Coordinator,Sylvia Nablo
14787,2789,Dialogue Editor,Thomas Jones
14792,2789,Sound Effects Editor,Hector C. Gika
14793,2789,Visual Effects Designer,Lubo Hristov
14794,2789,Sound Designer,Peter Zinda
14800,2789,Assistant Art Director,Vivien Nishi
14802,2789,Construction Coordinator,Jan Kobylka
14807,2789,Camera Operator,Scott MacDonald
14808,2789,Camera Operator,Mike Thomas
14809,2789,Set Costumer,Marco Daxton
14810,2789,Set Costumer,Andra Norton
14814,2789,Assistant Costume Designer,Gail L. Smith
14818,2789,Assistant Property Master,John Sweeney
14820,2789,Post Production Supervisor,Lisa Rodgers
14822,2789,Storyboard,Benton Jew
14824,2789,Production Sound Mixer,Rob Young
14825,2789,First Assistant Camera,Lee Blasingame
14830,2789,Art Department Assistant,Venessa De Anda
14832,2789,Storyboard,Phillip Norwood
14833,2789,First Assistant Camera,Bob Findlay
14836,2789,Negative Cutter,Mo Henry
14839,2789,Second Assistant Director,David Ticotin
14846,2789,Set Dresser,Mecca Thornhill
14855,2789,Set Costumer,Christine Kunicki
14856,2789,Set Costumer,Eliza Lau
14859,2789,Set Costumer,Elizabeth Merrie
14861,2789,Best Boy Electric,Teya Sellan
14864,2789,Production Accountant,Mark Mayer
14867,2789,Transportation Captain,Cliff Brown
14882,2789,3D Animator,Sari Gennis
14884,2789,Matchmove Supervisor,Mark Welser
14896,97020,Production Design,Martin Whist
14897,97020,Director,José Padilha
14898,97020,Original Music Composer,Pedro Bromfman
14901,97020,Set Decoration,Carolyn 'Cal' Loucks
14905,97020,Art Direction,Gregory S. Hooper
14909,97020,Casting,Kevin Kuffa
14910,97020,Costume Supervisor,Isabel De Biasio
14912,7459,Casting,Lucinda Syson
14918,7459,Producer,Grant Hill
14919,7459,Director,Lilly Wachowski
14920,7459,Producer,Lilly Wachowski
14922,7459,Director,Lana Wachowski
14924,7459,Writer,Lana Wachowski
14927,7459,Producer,Jessica Alan
14932,7459,Original Music Composer,Michael Giacchino
14933,7459,Author,Tatsuo Yoshida
14938,42888,Director,James L. Brooks
14941,42888,Original Music Composer,Hans Zimmer
14942,42888,Director of Photography,Janusz Kamiński
14943,42888,Casting,Francine Maisler
14946,42888,Production Design,Jeannine Oppewall
14947,42888,Producer,Laurence Mark
14949,42888,Costume Design,Shay Cunliffe
14952,42888,Editor,Tracey Wadmore-Smith
14956,42888,Art Direction,Anthony Dunne
