id,budget,revenue
9992,86000000,107944236.0
10077,80000000,5989640.0
76649,130000000,117831631.0
453,60000000,313542341.0
8587,45000000,788241776.0
72545,79000000,355692760.0
109451,78000000,248384621.0
9533,78000000,209196298.0
2023,100000000,108103450.0
71880,79000000,149673788.0
584,76000000,236350661.0
309809,64000000,97571250.0
4858,80000000,15071514.0
17711,76000000,35134820.0
328111,75000000,875958308.0
8698,78000000,179265204.0
93456,76000000,970761885.0
602,75000000,816969268.0
330,73000000,229074524.0
953,75000000,532680671.0
9693,76000000,69959751.0
36657,75000000,296339527.0
8909,75000000,258270008.0
9802,75000000,335062621.0
950,80000000,660940780.0
1824,75000000,196482882.0
2976,50000000,90450008.0
11026,80000000,78000586.0
75656,75000000,117698894.0
38365,80000000,271430189.0
594,60000000,219417255.0
15189,35000000,73034460.0
11678,75000000,215663859.0
6538,75000000,119000410.0
10555,75000000,367275019.0
1125,70000000,154937680.0
4551,53000000,95226116.0
612,70000000,130358911.0
9567,70000000,85632458.0
37821,75000000,98159963.0
203801,75000000,108145109.0
2539,80000000,55041367.0
9297,75000000,140175006.0
3172,75000000,67631903.0
6520,55000000,127600435.0
37958,75000000,226904017.0
2026,52000000,77944725.0
7450,75000000,36754634.0
11375,75000000,51142659.0
9425,75000000,14567883.0
23685,75000000,5409517.0
11866,45000000,21009180.0
9741,75000000,248118121.0
211672,74000000,1156730962.0
23629,82000000,89792502.0
8688,73000000,103891409.0
10153,75000000,13100000.0
153518,73000000,349779543.0
8676,70000000,111231041.0
20829,75000000,61458982.0
4349,70000000,86658558.0
9718,72500000,162966177.0
10808,70000000,176104344.0
197,72000000,210000000.0
25,72000000,96889998.0
35,75000000,527068851.0
11086,72000000,37317558.0
10477,94000000,54744738.0
1997,74500000,62172050.0
6947,60000000,256697520.0
3050,71000000,294456605.0
2675,72000000,408247917.0
809,150000000,919838758.0
920,120000000,461983149.0
4806,70000000,309457509.0
7451,70000000,277448382.0
228165,74000000,311594032.0
3595,80000000,309492681.0
16869,70000000,319131050.0
879,70000000,300854823.0
1573,70000000,240031094.0
9257,80000000,116643346.0
1903,68000000,203388341.0
9697,75000000,42285169.0
395,70000000,171183863.0
23398,75000000,443140005.0
10590,75000000,114660784.0
117263,70000000,161025640.0
200,70000000,118000000.0
44943,70000000,202466756.0
587,70000000,122919055.0
57212,66000000,177584879.0
152760,70000000,154984035.0
2756,70000000,90000098.0
33909,70000000,134748021.0
49017,70000000,215529201.0
9882,70000000,116672912.0
2270,70000000,135560026.0
978,70000000,131457682.0
44564,70000000,67112664.0
3132,70000000,65977295.0
8814,60000000,55987321.0
8427,70000000,33561137.0
52520,70000000,160112671.0
80585,75000000,59418613.0
10592,70000000,32287044.0
49021,66000000,57777106.0
10550,70000000,19924033.0
11258,70000000,19870567.0
12610,75000000,13596911.0
59981,70000000,18662027.0
201088,70000000,17752940.0
5137,70000000,57958696.0
3093,70000000,38629478.0
107846,50000000,122915111.0
188207,70000000,61279452.0
4614,68000000,193000000.0
24021,68000000,698491347.0
11371,68000000,71069884.0
20352,69000000,543513985.0
11517,60000000,35431113.0
214756,68000000,217022588.0
26428,70000000,39041505.0
9824,68000000,29762011.0
48988,36000000,83160734.0
9008,90000000,60289912.0
300673,80000000,52099090.0
12113,70000000,113280098.0
38778,69000000,86387857.0
72331,69000000,112265139.0
1844,66000000,212404396.0
846,66000000,189198313.0
9703,67000000,25303038.0
857,70000000,481840909.0
136797,66000000,203277636.0
3981,70000000,374111707.0
425,59000000,383257136.0
6171,68000000,75715436.0
72976,65000000,275293450.0
603,63000000,463517383.0
568,52000000,355237933.0
9021,65000000,172855065.0
82695,61000000,441809770.0
9489,65000000,250821495.0
12133,65000000,128107642.0
9342,95000000,250288523.0
41733,65000000,211780824.0
227306,65000000,163442937.0
5551,65000000,128884132.0
9350,70000000,255000211.0
9208,50000000,150270147.0
4244,65000000,69700000.0
1852,63000000,162945894.0
76493,65000000,179379533.0
345,65000000,162091208.0
196867,65000000,133821816.0
256591,50100000,153962963.0
59962,65000000,156974557.0
36648,65000000,128905366.0
1880,4200000,38376497.0
71679,65000000,240159255.0
10483,45000000,73762516.0
11412,65000000,89456761.0
6795,65000000,64321501.0
550,63000000,100853753.0
11170,65000000,43545364.0
9292,65000000,17218080.0
100241,65000000,71154592.0
257,50000000,42093706.0
9947,43000000,56681566.0
189,65000000,39407616.0
12618,64000000,74608570.0
253412,55000000,203427584.0
1427,50000000,132180323.0
818,63000000,296655431.0
16577,65000000,44091067.0
329,63000000,920100000.0
12160,63000000,25052000.0
9331,62000000,215887717.0
300168,65000000,121545703.0
9072,64000000,101595121.0
3536,62000000,127666415.0
9087,62000000,107879496.0
12177,62000000,41819064.0
12138,62000000,18720175.0
273248,44000000,155760117.0
50359,63000000,183953723.0
1271,65000000,422610419.0
693,80000000,516642939.0
14306,60000000,244082376.0
497,60000000,284600000.0
9982,150000000,314432665.0
210577,61000000,369330363.0
2501,60000000,214034224.0
710,58000000,352194034.0
2275,60000000,149705852.0
37165,60000000,264118201.0
9837,70000000,218613188.0
10708,60000000,164433867.0
136400,61000000,131940411.0
10992,60000000,93375151.0
9654,60000000,176070171.0
2642,60000000,93354918.0
8916,60000000,171757863.0
19899,70000000,171844840.0
2119,60000000,157920733.0
9641,60000000,129181830.0
294254,61000000,311256926.0
38167,60000000,204594016.0
39514,58000000,71664962.0
9563,55000000,100230832.0
547,60000000,186883563.0
1538,65000000,217764291.0
9334,60000000,165333180.0
11128,60000000,74541707.0
75780,60000000,218340595.0
8914,60000000,73648228.0
39538,60000000,137551594.0
14836,60000000,124596398.0
8645,60000000,163403799.0
9509,70000000,130293714.0
10067,50000000,61112916.0
9384,60000000,170268750.0
9279,60000000,129832389.0
1487,66000000,99318987.0
9422,70000000,56702901.0
77174,60000000,107139399.0
4824,60000000,159330280.0
9620,60000000,96269812.0
10199,60000000,50877145.0
3512,60000000,104324083.0
137094,60000000,50549107.0
274479,60000000,101134059.0
267860,60000000,205754447.0
8078,70000000,162000000.0
7485,61000000,95696996.0
170687,60000000,108255770.0
6435,75000000,46683377.0
137106,60000000,469160692.0
6278,60000000,43061982.0
82682,60000000,105200903.0
17610,60000000,62357900.0
22954,60000000,122233971.0
16995,60000000,87784194.0
16558,78146652,60000000.0
9849,65000000,36850101.0
5820,60000000,77920346.0
16866,70000000,104945765.0
201,60000000,67312826.0
11775,60000000,119940815.0
12201,80000000,74901339.0
11015,60000000,33956608.0
9932,60000000,55003135.0
13389,60000000,73174566.0
17332,60000000,31720158.0
4958,80000000,39459427.0
786,60000000,47383689.0
11679,60000000,71073932.0
38321,60000000,78309131.0
14411,60000000,26288320.0
8413,60000000,26673242.0
10052,60000000,52322400.0
9676,50000000,49111202.0
9664,60000000,17800000.0
2100,72000000,27642707.0
10384,90000000,14828081.0
137321,60000000,30800231.0
123553,60000000,90565421.0
11260,60000000,50650079.0
9009,30000000,25473093.0
2309,60000000,57490374.0
8285,60000000,39031337.0
210860,60000000,30418560.0
381902,68490000,193677158.0
13922,80000000,10166502.0
293660,58000000,783112979.0
190859,58800000,542307423.0
257445,58000000,158162788.0
9007,58000000,102854431.0
889,83000000,59468275.0
1370,63000000,189015611.0
4942,58000000,41299492.0
24438,58000000,85280250.0
116741,58000000,44000000.0
35791,60000000,300228084.0
72431,58000000,50365377.0
1813,57000000,152944660.0
87428,70000000,58058367.0
8840,57000000,115267375.0
10589,60000000,61347797.0
71676,57000000,149217355.0
1722,57000000,62112895.0
10022,56000000,113006880.0
11358,56000000,57223890.0
13,55000000,677945399.0
6477,60000000,361366633.0
1597,55000000,330444045.0
10530,55000000,346079773.0
1924,55000000,300218018.0
9327,54000000,128769345.0
8488,70000000,368100420.0
8273,55000000,231449203.0
109424,55000000,95000000.0
35056,55000000,152263880.0
8839,50000000,287928194.0
156022,55000000,192330738.0
7303,55000000,154906693.0
8963,53000000,157387195.0
1402,55000000,307077295.0
9315,55000000,223387299.0
8984,55000000,214015089.0
795,55000000,198685114.0
24,30000000,180949000.0
393,30000000,152159461.0
9618,55000000,63408614.0
9374,55000000,149022650.0
8584,55000000,56932305.0
2320,55000000,121969216.0
58224,55000000,187361754.0
1729,55000000,127906624.0
175574,55000000,110000000.0
8077,50000000,159773545.0
8818,55000000,141047179.0
8195,55000000,41610884.0
10586,50000000,75000000.0
116149,55000000,259207227.0
80035,68000000,68267862.0
10632,55000000,34234008.0
1792,55000000,33828318.0
72197,60000000,118338361.0
3580,55000000,113020255.0
12123,50000000,60209334.0
9566,55000000,18626419.0
9833,70000000,154648887.0
4517,55000000,74237563.0
8202,62000000,52304001.0
16072,56000000,12923936.0
34314,55000000,11466088.0
145220,50000000,80383290.0
14623,57000000,28283637.0
42297,55000000,89519773.0
802,2000000,9250000.0
10375,55000000,6416302.0
36586,54000000,155010032.0
11321,55000000,168167691.0
70074,55000000,9489829.0
242,54000000,136766062.0
9621,57000000,52034889.0
1819,54000000,130431368.0
8536,54000000,190458706.0
8046,54000000,7266209.0
1717,55000000,9450897.0
479,46000000,107196498.0
9444,53000000,139804348.0
824,52500000,179213434.0
11456,75000000,54249294.0
261023,53000000,98837872.0
3683,90000000,65900249.0
22803,53000000,126690726.0
285923,67000000,25037897.0
640,52000000,352114312.0
97630,40000000,132820716.0
9767,52000000,204999686.0
11631,52000000,609841637.0
32856,52000000,216485654.0
6519,50000000,110803676.0
8741,52000000,98126565.0
49520,52000000,75450437.0
1850,82000000,47434430.0
524,52000000,116112375.0
26389,52000000,52826594.0
2123,51000000,149270999.0
9907,51000000,72779000.0
18239,50000000,709827462.0
808,60000000,484409218.0
38050,50200000,127869379.0
8367,48000000,390493908.0
9390,50000000,273552592.0
72105,50000000,549368315.0
2898,50000000,314178011.0
10312,50000000,202292902.0
109443,50000000,173649015.0
2022,50000000,171269535.0
37686,50000000,260095987.0
462,52000000,256271286.0
9919,50000000,177371441.0
187017,50000000,188441614.0
628,60000000,223664608.0
10201,70000000,225990978.0
302699,50000000,216972543.0
274167,50000000,242786137.0
224141,50000000,212902372.0
388,45000000,184376254.0
2112,90000000,161626121.0
10329,50000000,152022101.0
74465,50000000,120081841.0
13811,50000000,155446362.0
6877,50000000,88715192.0
10320,50000000,161451538.0
50646,50000000,142851197.0
8920,50000000,200804534.0
60308,50000000,110206216.0
6950,50000000,189859560.0
225574,50000000,222809600.0
13836,50000000,106303988.0
752,54000000,132511035.0
6038,50000000,88323487.0
9975,50000000,69834815.0
11451,50000000,66002004.0
12103,50000000,100020092.0
60304,50000000,224803475.0
2251,50000000,119137784.0
46529,50000000,144492830.0
231,50000000,94000000.0
300671,50000000,69411370.0
228326,50000000,97437106.0
9754,45000000,82800000.0
66,50000000,50068310.0
4421,50000000,48169156.0
2649,50000000,109423648.0
588,50000000,97607453.0
71552,50000000,234989584.0
9631,50000000,44547681.0
216282,50000000,160602194.0
306,50000000,119208989.0
928,50000000,41482207.0
205587,50000000,83719388.0
1577,45000000,129394835.0
9801,50000000,40203020.0
2116,50000000,55495563.0
9624,50000000,49000000.0
14199,50000000,69425966.0
1907,40000000,144056873.0
4599,50000000,49718611.0
22832,40000000,60462347.0
9879,50000000,113309743.0
38579,50000000,83761844.0
44603,50000000,105197635.0
11892,50000000,56714147.0
9691,50000000,30303072.0
1248,50000000,82169884.0
12220,50000000,58900031.0
72710,44000000,63327201.0
10782,50000000,42792561.0
9573,50000000,26199517.0
4959,50000000,60161391.0
10061,50000000,42277365.0
10386,70000000,23159305.0
421,50000000,34808403.0
316152,50000000,25035950.0
11615,50000000,38955598.0
241554,50000000,71561644.0
2252,51500000,55112356.0
11968,50000000,44434439.0
10047,60000000,66976317.0
38319,49900000,26121638.0
69668,50000000,38502340.0
9770,50000000,10541523.0
11212,50000000,16671505.0
10533,50000000,10382407.0
38363,22000000,24188922.0
9923,50000000,22944502.0
11863,50000000,9851610.0
18501,50000000,40828540.0
109491,60000000,60052138.0
329833,50000000,55969000.0
12634,50000000,6808550.0
47327,50000000,28931401.0
15268,50000000,12764201.0
10796,49000000,72700000.0
9548,49000000,20423389.0
18947,50000000,36348784.0
1900,48000000,207515725.0
89,48000000,474171806.0
198184,49000000,104399548.0
9481,73000000,151493655.0
4547,48000000,196397415.0
6415,75000000,108000000.0
181283,50000000,3324330.0
9896,48000000,85498534.0
167,48000000,50315140.0
1636,48000000,90383208.0
2148,58000000,25928721.0
5176,55000000,70016220.0
260346,48000000,325771424.0
1389,48000000,77745568.0
9894,47000000,102825796.0
8592,47000000,103738726.0
913,48000000,124305181.0
11091,48000000,35743308.0
1368,15000000,125212904.0
5393,47000000,38085778.0
9095,47000000,12379402.0
8874,38000000,299288605.0
320,46000000,113714830.0
199,46000000,150000000.0
20533,47000000,10539000.0
10684,46000000,100860818.0
1624,45000000,181000000.0
325789,25000000,15436808.0
113464,46000000,5200000.0
888,46000000,341631208.0
82675,45000000,376141306.0
4256,48000000,220673217.0
1493,45000000,212000000.0
88751,45000000,101702060.0
11130,40000000,95149435.0
9944,45000000,195268056.0
10731,45000000,117615211.0
7350,45000000,175372502.0
9869,45000000,178051587.0
4379,43000000,154749918.0
146233,46000000,122126687.0
2034,45000000,104876233.0
926,45000000,90683916.0
4248,45000000,141220678.0
64328,45000000,165184237.0
36647,45000000,131183530.0
7214,30000000,76669806.0
1537,45000000,94935764.0
9360,45000000,136885767.0
6282,45000000,113916474.0
508,40000000,244931766.0
9487,120000000,363258859.0
768,35000000,74558115.0
2636,45000000,170362582.0
10478,45000000,53854588.0
9981,45000000,56070433.0
7453,50000000,104478416.0
7737,45000000,148412065.0
232672,40000000,123494610.0
17379,45000000,38399961.0
82525,45000000,82966152.0
9759,25000000,56422687.0
9486,40000000,160583018.0
9906,50000000,55181129.0
841,40000000,30925690.0
4148,35000000,75225693.0
2207,55000000,65664721.0
9381,70000000,72108608.0
20856,45000000,57881056.0
5955,35000000,29400000.0
9899,45000000,38058335.0
9826,45000000,17300889.0
10858,44000000,13681765.0
11439,45000000,60222298.0
9457,45000000,11203026.0
12412,45000000,9323833.0
13184,45000000,42487390.0
2185,40000000,8493890.0
6639,45000000,4607608.0
38153,45000000,2154540.0
58233,45000000,160078586.0
116977,65000000,73706.0
68734,44500000,232324128.0
5503,44000000,368875760.0
27573,40000000,136000000.0
819,44000000,165615285.0
1369,44000000,300400432.0
10895,2600000,84300000.0
10935,44000000,3484331.0
834,50000000,111340801.0
228066,40000000,34227298.0
711,43000000,80049764.0
10027,45000000,50871113.0
11812,43000000,68696770.0
37233,42000000,270248367.0
37950,44000000,48190704.0
27582,40000000,51070807.0
64688,42000000,201585328.0
509,42000000,363889678.0
7443,45000000,224834564.0
5966,42000000,171963386.0
11066,40000000,70100000.0
136795,43000000,158674180.0
8095,31115000,71000000.0
11560,42000000,63781810.0
2637,32000000,55157539.0
709,32000000,156167015.0
49730,42000000,89162162.0
2749,60000000,56359980.0
9607,48000000,20915465.0
1830,42000000,24127895.0
79,31000000,177394432.0
54054,40000000,36893721.0
228967,44000000,12342632.0
46528,42000000,11087569.0
27936,33000000,14000000.0
65,41000000,215000000.0
9476,65000000,117487473.0
745,40000000,672806292.0
49527,42000000,46221189.0
73937,41000000,7448385.0
1885,8000000,90815558.0
168672,40000000,251171807.0
18240,40000000,317375031.0
10398,70000000,177841558.0
165,40000000,332000000.0
240832,40000000,126546825.0
216015,40000000,571006128.0
12279,38000000,197011982.0
1645,40000000,152266007.0
11007,40000000,190212113.0
193756,40000000,149295601.0
11287,40000000,107458785.0
259693,40000000,320170008.0
37799,40000000,224920315.0
10184,40000000,177259441.0
4257,45000000,178262620.0
4234,40000000,161834276.0
196,40000000,244527583.0
