date,EBAY
2014-10-07,0.0020111598434142085
2014-10-08,0.02922646453339196
2014-10-09,-0.005712264140917562
2014-10-10,-0.025168696060516447
2014-10-13,-0.05232881470019338
2014-10-14,-0.04880608707445214
2014-10-15,-0.05411378901579743
2014-10-16,-0.09634350795194761
2014-10-17,-0.09094081144210686
2014-10-20,-0.06301680009774856
2014-10-21,-0.02795409940211351
2014-10-22,-0.0399068132545386
2014-10-23,-0.025281797435630974
2014-10-24,-0.01682353826726954
2014-10-27,-0.013940137828483868
2014-10-28,-0.008277918891112322
2014-10-29,-0.0014231749357330324
2014-10-30,0.006494451035713079
2014-10-31,0.02809608402242921
2014-11-03,0.03313080066421124
2014-11-04,0.04459606664319182
2014-11-05,0.0522176762898229
2014-11-06,0.044949949720778475
2014-11-07,0.04853529956758077
2014-11-10,0.052463327926046945
2014-11-11,0.05474448182300958
2014-11-12,0.04797371736473799
2014-11-13,0.04737903670303318
2014-11-14,0.04041422045443538
2014-11-17,0.04398330766785525
2014-11-18,0.050276970609911126
2014-11-19,0.036500773348741716
2014-11-20,0.02473179497429759
2014-11-21,0.019030770116225847
2014-11-24,0.015237283089811027
2014-11-25,0.012251661819770903
2014-11-26,0.01237106933597512
2014-11-28,0.015128791890285653
2014-12-01,0.012597568235684873
2014-12-02,0.01323025640099486
2014-12-03,0.007653765186477124
2014-12-04,0.003894806344480217
2014-12-05,0.005095998661593781
2014-12-08,0.010073330781344283
2014-12-09,0.013421206582980657
2014-12-10,0.009866660492817836
2014-12-11,0.03643334214274281
2014-12-12,0.015457631330805115
2014-12-15,0.008086746358513839
2014-12-16,0.016584981060180196
2014-12-17,0.024577478456324315
2014-12-18,0.043453777862094325
2014-12-19,0.033430377522349376
2014-12-22,0.03418909464001142
2014-12-23,0.029511444553859328
2014-12-24,0.02442800551824223
2014-12-26,0.020912644168703386
2014-12-29,0.018660913067218683
2014-12-30,0.01998352670060189
2014-12-31,-0.0016853176139213061
2015-01-02,-0.0013091519770417977
2015-01-05,-0.011083804024393358
2015-01-06,-0.02470477069654643
2015-01-07,-0.026181978396530508
2015-01-08,0.0004947557225486789
2015-01-09,-0.014388293057454008
2015-01-12,-0.020947708014235306
2015-01-13,-0.021668674610363956
2015-01-14,-0.04091147228298232
2015-01-15,-0.05715753557602003
2015-01-16,-0.04273938310298031
2015-01-20,-0.038890308317436374
2015-01-21,-0.041135287148132214
2015-01-22,0.030433293480896087
2015-01-23,0.023479182665666763
2015-01-26,0.011183273864457277
2015-01-27,-0.012609482711675475
2015-01-28,-0.025789483066810667
2015-01-29,-0.020465085773171635
2015-01-30,-0.03590239069130854
2015-02-02,-0.019975228475431935
2015-02-03,-0.008188540198409287
2015-02-04,-0.0173328627038464
2015-02-05,-0.005553005667571886
2015-02-06,0.00033809207473024013
2015-02-09,-0.0016924276682678593
2015-02-10,0.016435132887150216
2015-02-11,0.013907069154590904
2015-02-12,0.005471803152136044
2015-02-13,0.035526732591188576
2015-02-17,0.03181153697881826
2015-02-18,0.03785267925595348
2015-02-19,0.04799127405322089
2015-02-20,0.05421298946309871
2015-02-23,0.053851648165015246
2015-02-24,0.0578096441355112
2015-02-25,0.05317906488597641
2015-02-26,0.05210084303556276
2015-02-27,0.03628884839256221
2015-03-02,0.039890523475303544
2015-03-03,0.03322945317304275
2015-03-04,0.030259951783027077
2015-03-05,0.039418508652313965
2015-03-06,0.04866602301071482
2015-03-09,0.05988390090514191
2015-03-10,0.02589849980981734
2015-03-11,0.030339938884481252
2015-03-12,0.021464733172442827
2015-03-13,0.01134497752900613
2015-03-16,0.017521598201242182
2015-03-17,0.013285600407505075
2015-03-18,-0.007074616509004499
2015-03-19,-0.01710668763769143
2015-03-20,-0.016134502349024357
2015-03-23,-0.004291181780348184
2015-03-24,0.01062748328349072
2015-03-25,-0.015018370647592273
2015-03-26,-0.02376106363913904
2015-03-27,-0.021553221402059425
2015-03-30,-0.015800198861710225
2015-03-31,-0.019758314785839257
2015-04-01,-0.028557886995527734
2015-04-02,-0.030607023172226463
2015-04-06,-0.02956487075488462
2015-04-07,-0.021615193442227874
2015-04-08,-0.01921633171754521
2015-04-09,-0.018654069269488566
2015-04-10,-0.010822757219423005
2015-04-13,-0.016177848832953805
2015-04-14,-0.013646070586496023
2015-04-15,-0.010141832873514472
2015-04-16,-0.008517271740555834
2015-04-17,-0.02949925907316364
2015-04-20,-0.022713769087993035
2015-04-21,-0.014307566947136805
2015-04-22,-0.0057172097983301425
2015-04-23,0.03302431546870959
2015-04-24,0.037150414681251215
2015-04-27,0.033726759673974094
2015-04-28,0.03943933212469678
2015-04-29,0.02725337821234758
2015-04-30,0.014805816456888355
2015-05-01,0.03164429295470375
2015-05-04,0.02600905783222303
2015-05-05,0.0038389241078243598
2015-05-06,-0.004710760255199659
2015-05-07,0.002987389432740158
2015-05-08,0.017295033213813562
2015-05-11,0.00726965202640448
2015-05-12,0.00530925371607822
2015-05-13,0.01292688848206627
2015-05-14,0.033487194562868465
2015-05-15,0.017652239617466075
2015-05-18,0.015451023824760114
2015-05-19,0.009107283402892706
2015-05-20,0.00515163641540556
2015-05-21,0.01494161347816579
2015-05-22,0.014112177638085418
2015-05-26,-0.003260316115665072
2015-05-27,0.008446786429206817
2015-05-28,0.028027223851989927
2015-05-29,0.039471415234129385
2015-06-01,0.05785708627522123
2015-06-02,0.04517870836713791
2015-06-03,0.04159516803635311
2015-06-04,0.04548014518673331
2015-06-05,0.05365776067700154
2015-06-08,0.010090877488522151
2015-06-09,0.0005928237223595935
2015-06-10,-0.0002523502967886226
2015-06-11,-0.0020245412804413263
2015-06-12,-0.009424722531936042
2015-06-15,-0.010279206643570935
2015-06-16,-0.002169422486165656
2015-06-17,-0.0027737876376525
2015-06-18,-0.0016795974752822848
2015-06-19,0.005389272663843514
2015-06-22,0.013650712766361853
2015-06-23,0.01395989254574113
2015-06-24,0.006508881384508191
2015-06-25,0.005437834676673525
2015-06-26,-0.003907912103035219
2015-06-29,-0.02989363775598115
2015-06-30,-0.013446438851122452
2015-07-01,-0.008822575572659213
2015-07-02,0.016275644109702347
2015-07-06,0.0160093160399379
2015-07-07,0.01882584284894535
2015-07-08,0.001192280349832637
2015-07-09,0.013541173218278647
2015-07-10,0.02222088199178333
2015-07-13,0.03814500563825558
2015-07-14,0.037010017600683745
2015-07-15,0.031844937517213144
2015-07-16,0.06418172116243455
2015-07-17,0.07105744612546494
2015-07-20,0.00530925371607822
2015-07-21,0.00530925371607822
2015-07-22,0.00530925371607822
2015-07-23,0.00530925371607822
2015-07-24,0.00530925371607822
2015-07-27,0.00530925371607822
2015-07-28,0.00530925371607822
2015-07-29,0.00530925371607822
2015-07-30,0.00530925371607822
2015-07-31,0.00530925371607822
2015-08-03,0.00530925371607822
2015-08-04,0.00530925371607822
2015-08-05,0.00530925371607822
2015-08-06,0.00530925371607822
2015-08-07,0.00530925371607822
2015-08-10,0.00530925371607822
2015-08-11,0.00530925371607822
2015-08-12,0.00530925371607822
2015-08-13,-0.07825498848535418
2015-08-14,-0.0031931088256042027
2015-08-17,-0.0015602879167827652
2015-08-18,-0.019348005688521287
2015-08-19,-0.03012877772815247
2015-08-20,-0.06055634275486623
2015-08-21,-0.08420461984475823
2015-08-24,-0.11034521618271287
2015-08-25,-0.09385278439378444
2015-08-26,-0.05379638439581348
2015-08-27,-0.016051975952707846
2015-08-28,-0.008673504666743928
2015-08-31,-0.01172290679862986
2015-09-01,-0.032275435722784046
2015-09-02,-0.014078214437449506
2015-09-03,-0.005362673987255879
2015-09-04,-0.02310590449047073
2015-09-08,-0.023399079498094506
2015-09-09,-0.02594604522026729
2015-09-10,-0.024349545123029556
2015-09-11,-0.014445923244170166
2015-09-14,-0.032088958409927856
2015-09-15,-0.01851153223598186
2015-09-16,0.01380850646716961
2015-09-17,-0.0026376361011326657
2015-09-18,-0.011635355741349935
2015-09-21,-0.01592567673168468
2015-09-22,-0.02961468142135968
2015-09-23,-0.031106782936828635
2015-09-24,-0.02922748947537117
2015-09-25,-0.03697850273366789
2015-09-28,-0.07868152873316052
2015-09-29,-0.07545569377747556
2015-09-30,-0.057060442908454904
2015-10-01,-0.03416118366058004
2015-10-02,-0.005800338136500553
2015-10-05,0.004333083434304378
2015-10-06,0.003269376733745516
2015-10-07,0.0043432555669299525
2015-10-08,-0.05458030007058788
2015-10-09,-0.04443575111594827
2015-10-12,-0.031304535699972894
2015-10-13,-0.026067003901588504
2015-10-14,-0.04638421077257853
2015-10-15,-0.021474652680235125
2015-10-16,-0.01675805431383613
2015-10-19,-0.013508699208277021
2015-10-20,-0.016949868674413865
2015-10-21,-0.02298170816886161
2015-10-22,0.11633753722548001
2015-10-23,0.13437646483299281
2015-10-26,0.12518920755629506
2015-10-27,0.12351756309697362
2015-10-28,0.10967542323620182
2015-10-29,0.09933476141316824
2015-10-30,0.08252160192686145
2015-11-02,0.10094541690116145
2015-11-03,0.11003295799239678
2015-11-04,0.11811842847688298
2015-11-05,0.10667140868854484
2015-11-06,0.0995197315134219
2015-11-09,0.08099361106492907
2015-11-10,0.06999842547927057
2015-11-11,0.052566160708084404
2015-11-12,0.029638315658899687
2015-11-13,0.008624791508011147
2015-11-16,0.012082448704157468
2015-11-17,0.003396979890841136
2015-11-18,0.006059378223073416
2015-11-19,0.00459449028724754
2015-11-20,0.01358442743327097
2015-11-23,0.00427029489630415
2015-11-24,0.008972719315043804
2015-11-25,0.007588922035618187
2015-11-27,0.00954954994631632
2015-11-30,0.024304483846100067
2015-12-01,0.003618414079636289
2015-12-02,0.000581672759530013
2015-12-03,-0.011950229247791303
2015-12-04,0.01562642655991549
2015-12-07,0.005336750957475798
2015-12-08,-0.0034250542190148634
2015-12-09,-0.018376051005170087
2015-12-10,-0.009307754674165569
2015-12-11,-0.030131069150146142
2015-12-14,-0.02731318571887022
2015-12-15,-0.01715761042668319
2015-12-16,-0.007877318477006175
2015-12-17,-0.0256143321311565
2015-12-18,-0.04485210571225198
2015-12-21,-0.03751100761522295
2015-12-22,-0.024807254686387857
2015-12-23,-0.02666514560741842
2015-12-24,-0.028684425282634287
2015-12-28,-0.026796660861315803
2015-12-29,-0.013725880339902519
2015-12-30,-0.017296320963378697
2015-12-31,-0.02463992097767574
