date,lag_1_day,lag_2_day,lag_3_day,lag_4_day,lag_5_day,lag_6_day,lag_7_day,lag_8_day,lag_9_day,lag_10_day
2011-09-08,0.01334998783657077,0.004056978296722733,-0.009641559824048147,0.01030142950176971,0.022297521505888457,0.03870982111883363,0.04154015822040162,0.027310237236277582,0.0035252529627068613,0.013070285134190385
2011-09-09,0.012129525351497378,0.01334998783657077,0.004056978296722733,-0.009641559824048147,0.01030142950176971,0.022297521505888457,0.03870982111883363,0.04154015822040162,0.027310237236277582,0.0035252529627068613
2011-09-12,-0.007186970305662753,0.012129525351497378,0.01334998783657077,0.004056978296722733,-0.009641559824048147,0.01030142950176971,0.022297521505888457,0.03870982111883363,0.04154015822040162,0.027310237236277582
2011-09-13,-0.0015626030173892548,-0.007186970305662753,0.012129525351497378,0.01334998783657077,0.004056978296722733,-0.009641559824048147,0.01030142950176971,0.022297521505888457,0.03870982111883363,0.04154015822040162
2011-09-14,0.010317893602976205,-0.0015626030173892548,-0.007186970305662753,0.012129525351497378,0.01334998783657077,0.004056978296722733,-0.009641559824048147,0.01030142950176971,0.022297521505888457,0.03870982111883363
2011-09-15,0.022076405019048742,0.010317893602976205,-0.0015626030173892548,-0.007186970305662753,0.012129525351497378,0.01334998783657077,0.004056978296722733,-0.009641559824048147,0.01030142950176971,0.022297521505888457
2011-09-16,0.03151879721643651,0.022076405019048742,0.010317893602976205,-0.0015626030173892548,-0.007186970305662753,0.012129525351497378,0.01334998783657077,0.004056978296722733,-0.009641559824048147,0.01030142950176971
2011-09-19,0.05091024645190436,0.03151879721643651,0.022076405019048742,0.010317893602976205,-0.0015626030173892548,-0.007186970305662753,0.012129525351497378,0.01334998783657077,0.004056978296722733,-0.009641559824048147
2011-09-20,0.07959233253677697,0.05091024645190436,0.03151879721643651,0.022076405019048742,0.010317893602976205,-0.0015626030173892548,-0.007186970305662753,0.012129525351497378,0.01334998783657077,0.004056978296722733
2011-09-21,0.08340902624173897,0.07959233253677697,0.05091024645190436,0.03151879721643651,0.022076405019048742,0.010317893602976205,-0.0015626030173892548,-0.007186970305662753,0.012129525351497378,0.01334998783657077
2011-09-22,0.07924826657753119,0.08340902624173897,0.07959233253677697,0.05091024645190436,0.03151879721643651,0.022076405019048742,0.010317893602976205,-0.0015626030173892548,-0.007186970305662753,0.012129525351497378
2011-09-23,0.05084444063989094,0.07924826657753119,0.08340902624173897,0.07959233253677697,0.05091024645190436,0.03151879721643651,0.022076405019048742,0.010317893602976205,-0.0015626030173892548,-0.007186970305662753
2011-09-26,0.05662156903523397,0.05084444063989094,0.07924826657753119,0.08340902624173897,0.07959233253677697,0.05091024645190436,0.03151879721643651,0.022076405019048742,0.010317893602976205,-0.0015626030173892548
2011-09-27,0.0526934945290953,0.05662156903523397,0.05084444063989094,0.07924826657753119,0.08340902624173897,0.07959233253677697,0.05091024645190436,0.03151879721643651,0.022076405019048742,0.010317893602976205
2011-09-28,0.04203644733197538,0.0526934945290953,0.05662156903523397,0.05084444063989094,0.07924826657753119,0.08340902624173897,0.07959233253677697,0.05091024645190436,0.03151879721643651,0.022076405019048742
2011-09-29,0.035446915063868295,0.04203644733197538,0.0526934945290953,0.05662156903523397,0.05084444063989094,0.07924826657753119,0.08340902624173897,0.07959233253677697,0.05091024645190436,0.03151879721643651
2011-09-30,0.01834832752740978,0.035446915063868295,0.04203644733197538,0.0526934945290953,0.05662156903523397,0.05084444063989094,0.07924826657753119,0.08340902624173897,0.07959233253677697,0.05091024645190436
2011-10-03,-0.006646204174611917,0.01834832752740978,0.035446915063868295,0.04203644733197538,0.0526934945290953,0.05662156903523397,0.05084444063989094,0.07924826657753119,0.08340902624173897,0.07959233253677697
2011-10-04,-0.024653704093616183,-0.006646204174611917,0.01834832752740978,0.035446915063868295,0.04203644733197538,0.0526934945290953,0.05662156903523397,0.05084444063989094,0.07924826657753119,0.08340902624173897
2011-10-05,-0.03150450000786138,-0.024653704093616183,-0.006646204174611917,0.01834832752740978,0.035446915063868295,0.04203644733197538,0.0526934945290953,0.05662156903523397,0.05084444063989094,0.07924826657753119
2011-10-06,-0.016455602111473813,-0.03150450000786138,-0.024653704093616183,-0.006646204174611917,0.01834832752740978,0.035446915063868295,0.04203644733197538,0.0526934945290953,0.05662156903523397,0.05084444063989094
2011-10-07,-0.019695442972749465,-0.016455602111473813,-0.03150450000786138,-0.024653704093616183,-0.006646204174611917,0.01834832752740978,0.035446915063868295,0.04203644733197538,0.0526934945290953,0.05662156903523397
2011-10-10,-0.03959501597614447,-0.019695442972749465,-0.016455602111473813,-0.03150450000786138,-0.024653704093616183,-0.006646204174611917,0.01834832752740978,0.035446915063868295,0.04203644733197538,0.0526934945290953
2011-10-11,0.010259417699166225,-0.03959501597614447,-0.019695442972749465,-0.016455602111473813,-0.03150450000786138,-0.024653704093616183,-0.006646204174611917,0.01834832752740978,0.035446915063868295,0.04203644733197538
2011-10-12,0.03971425714285712,0.010259417699166225,-0.03959501597614447,-0.019695442972749465,-0.016455602111473813,-0.03150450000786138,-0.024653704093616183,-0.006646204174611917,0.01834832752740978,0.035446915063868295
2011-10-13,0.043272927865787444,0.03971425714285712,0.010259417699166225,-0.03959501597614447,-0.019695442972749465,-0.016455602111473813,-0.03150450000786138,-0.024653704093616183,-0.006646204174611917,0.01834832752740978
2011-10-14,0.05792887496076701,0.043272927865787444,0.03971425714285712,0.010259417699166225,-0.03959501597614447,-0.019695442972749465,-0.016455602111473813,-0.03150450000786138,-0.024653704093616183,-0.006646204174611917
2011-10-17,0.09001027347087173,0.05792887496076701,0.043272927865787444,0.03971425714285712,0.010259417699166225,-0.03959501597614447,-0.019695442972749465,-0.016455602111473813,-0.03150450000786138,-0.024653704093616183
2011-10-18,0.08009942269111275,0.09001027347087173,0.05792887496076701,0.043272927865787444,0.03971425714285712,0.010259417699166225,-0.03959501597614447,-0.019695442972749465,-0.016455602111473813,-0.03150450000786138
2011-10-19,0.08135424876063349,0.08009942269111275,0.09001027347087173,0.05792887496076701,0.043272927865787444,0.03971425714285712,0.010259417699166225,-0.03959501597614447,-0.019695442972749465,-0.016455602111473813
2011-10-20,0.017613268104451674,0.08135424876063349,0.08009942269111275,0.09001027347087173,0.05792887496076701,0.043272927865787444,0.03971425714285712,0.010259417699166225,-0.03959501597614447,-0.019695442972749465
2011-10-21,0.00768326245302106,0.017613268104451674,0.08135424876063349,0.08009942269111275,0.09001027347087173,0.05792887496076701,0.043272927865787444,0.03971425714285712,0.010259417699166225,-0.03959501597614447
2011-10-24,5.223524645793292e-05,0.00768326245302106,0.017613268104451674,0.08135424876063349,0.08009942269111275,0.09001027347087173,0.05792887496076701,0.043272927865787444,0.03971425714285712,0.010259417699166225
2011-10-25,0.032263325437168304,5.223524645793292e-05,0.00768326245302106,0.017613268104451674,0.08135424876063349,0.08009942269111275,0.09001027347087173,0.05792887496076701,0.043272927865787444,0.03971425714285712
2011-10-26,0.01086980839793835,0.032263325437168304,5.223524645793292e-05,0.00768326245302106,0.017613268104451674,0.08135424876063349,0.08009942269111275,0.09001027347087173,0.05792887496076701,0.043272927865787444
