date,EBAY,NVDA,YHOO,AAPL
2011-06-20,28.82,14.77662027833002,17.36352016309013,315.320007
2011-06-21,29.78,14.771292246520876,17.353906424892703,325.299995
2011-06-22,29.349999,14.76596421471173,17.34429268669528,322.6100009999999
2011-06-23,29.249999,14.760636182902585,17.334678948497853,331.230011
2011-06-24,28.349999,14.75530815109344,17.32506521030043,326.350006
2011-06-27,28.709998,14.749980119284295,17.315451472103003,332.039989
2011-06-28,28.959998,14.74465208747515,17.30583773390558,335.26001
2011-06-29,30.859999,14.739324055666005,17.296223995708154,334.040009
2011-06-30,32.269999,14.733996023856859,17.28661025751073,335.670006
2011-07-01,32.739998,14.728667992047715,17.276996519313304,343.2600060000001
2011-07-05,32.639998,14.723339960238569,17.26738278111588,349.43
2011-07-06,32.919999,14.718011928429425,17.257769042918454,351.759987
2011-07-07,33.329999,14.712683896620279,17.24815530472103,357.200005
2011-07-08,33.419999,14.707355864811134,17.238541566523605,359.709995
2011-07-11,32.91,14.702027833001988,17.22892782832618,354.000011
2011-07-12,32.259999,14.696699801192842,17.219314090128755,353.749992
2011-07-13,32.379998,14.691371769383698,17.209700351931332,358.0199970000001
2011-07-14,32.189998,14.686043737574552,17.200086613733905,357.7700040000001
2011-07-15,32.809999,14.680715705765408,17.190472875536482,364.919994
2011-07-18,32.7,14.675387673956262,17.180859137339056,373.800011
2011-07-19,33.76,14.670059642147118,17.171245399141633,376.849987
2011-07-20,33.169999,14.664731610337972,17.161631660944206,386.89999
2011-07-21,33.439998,14.659403578528828,17.152017922746783,387.290012
2011-07-22,33.499998,14.654075546719682,17.142404184549356,393.300003
2011-07-25,33.799997999999995,14.648747514910538,17.132790446351933,398.499989
2011-07-26,34.419999,14.643419483101392,17.123176708154507,403.410007
2011-07-27,33.36,14.638091451292247,17.113562969957083,392.59
2011-07-28,33.35,14.632763419483101,17.103949231759657,391.819996
2011-07-29,32.75,14.627435387673957,17.094335493562234,390.479992
2011-08-01,33.019999,14.622107355864811,17.084721755364807,396.749989
2011-08-02,31.75,14.616779324055667,17.075108017167384,388.909996
2011-08-03,32.25,14.611451292246521,17.065494278969958,392.57
2011-08-04,30.04,14.606123260437377,17.055880540772534,377.369999
2011-08-05,29.299999,14.60079522862823,17.046266802575108,373.620007
2011-08-08,26.949998,14.595467196819087,17.03665306437768,353.210007
2011-08-09,30.159999,14.59013916500994,17.027039326180258,374.010002
2011-08-10,29.149999,14.584811133200796,17.01742558798283,363.690006
2011-08-11,30.199999,14.57948310139165,17.00781184978541,373.700008
2011-08-12,30.529998,14.574155069582506,16.998198111587982,376.98999
2011-08-15,30.89,14.56882703777336,16.98858437339056,383.410004
2011-08-16,30.359999,14.563499005964214,16.978970635193132,380.480003
2011-08-17,30.249999,14.55817097415507,16.96935689699571,380.440002
2011-08-18,27.939999,14.552842942345926,16.959743158798283,366.050007
2011-08-19,27.16,14.54751491053678,16.95012942060086,356.029991
2011-08-22,27.36,14.542186878727634,16.940515682403433,356.4399870000001
2011-08-23,28.92,14.53685884691849,16.93090194420601,373.600006
2011-08-24,29.049999,14.531530815109344,16.921288206008583,376.180012
2011-08-25,28.33,14.5262027833002,16.91167446781116,373.720009
2011-08-26,29.459999,14.520874751491053,16.902060729613734,383.579994
2011-08-29,30.49,14.51554671968191,16.89244699141631,389.969994
2011-08-30,30.949999,14.510218687872763,16.882833253218884,389.989994
2011-08-31,30.869999,14.504890656063619,16.87321951502146,384.830009
2011-09-01,30.39,14.499562624254473,16.863605776824034,381.030003
2011-09-02,29.409999,14.494234592445329,16.85399203862661,374.050003
2011-09-06,29.269998,14.488906560636183,16.844378300429184,379.740013
2011-09-07,29.749999,14.483578528827039,16.83476456223176,383.929989
2011-09-08,30.509999,14.478250497017893,16.825150824034335,384.140007
2011-09-09,28.459998,14.472922465208748,16.81553708583691,377.479988
2011-09-12,29.419998,14.467594433399602,16.805923347639485,379.939991
